County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,median_gross_rent,age_15_to_44_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_household_income,native_american_population,health_insurance_rate,unemployment_rate,gini_index,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income,Year
Monroe County,West Virginia,54,63,25.5,14.5,604.0,30.4,72.0,13187.0,13517.0,31.8,17.2,36684.0,72.0,90.4,9.0,0.4331,105700.0,19.9,87.0,13517.0,13187.0,22830.0,2017
Monroe County,Wisconsin,55,81,13.2,19.5,798.0,35.0,414.0,42287.0,45303.0,22.7,12.6,56479.0,450.0,91.1,4.7,0.3938,144100.0,25.5,695.0,45303.0,42287.0,26724.0,2017
Montague County,Texas,48,337,19.2,16.2,776.0,31.7,237.0,18427.0,19406.0,29.1,15.5,46592.0,50.0,81.1,6.6,0.4533,107100.0,22.9,41.0,19406.0,18427.0,26278.0,2017
Montcalm County,Michigan,26,117,18.3,12.8,700.0,36.4,307.0,59497.0,62956.0,22.7,17.5,44651.0,366.0,91.0,7.0,0.4147,101000.0,22.9,1284.0,62956.0,59497.0,21509.0,2017
Monterey County,California,6,53,8.9,23.9,1338.0,42.2,6566.0,281181.0,433168.0,17.6,14.7,63249.0,2890.0,86.3,6.0,0.4595,441000.0,26.4,11278.0,433168.0,281181.0,27168.0,2017
Montezuma County,Colorado,8,83,16.8,28.0,774.0,32.1,203.0,21390.0,25770.0,28.3,16.8,45645.0,3066.0,84.6,5.9,0.4208,197900.0,22.5,99.0,25770.0,21390.0,24440.0,2017
Montgomery County,Alabama,1,101,16.2,32.3,846.0,41.5,2241.0,84134.0,227120.0,19.5,20.8,46545.0,404.0,88.9,7.6,0.4831,124100.0,23.8,130076.0,227120.0,84134.0,26712.0,2017
Montgomery County,Arkansas,5,97,28.0,12.3,551.0,28.5,34.0,8311.0,9059.0,34.2,18.1,35252.0,241.0,87.5,4.4,0.4362,96900.0,19.2,26.0,9059.0,8311.0,21480.0,2017
Montgomery County,Georgia,13,209,19.0,15.5,573.0,39.5,120.0,6067.0,8962.0,21.1,19.5,40308.0,39.0,85.6,6.6,0.4714,76500.0,21.6,2345.0,8962.0,6067.0,20114.0,2017
Montgomery County,Illinois,17,135,14.0,14.4,627.0,36.5,203.0,26832.0,29173.0,25.1,15.6,47807.0,50.0,94.2,5.8,0.4398,81000.0,20.1,1756.0,29173.0,26832.0,23172.0,2017
Montgomery County,Indiana,18,107,14.6,18.1,661.0,36.5,415.0,36742.0,38288.0,23.0,10.2,53075.0,72.0,89.5,4.4,0.3891,118400.0,23.0,308.0,38288.0,36742.0,25519.0,2017
Montgomery County,Iowa,19,137,16.3,16.1,664.0,32.1,51.0,9756.0,10239.0,28.0,16.5,43674.0,64.0,95.0,6.7,0.427,81800.0,22.9,0.0,10239.0,9756.0,25005.0,2017
Montgomery County,Kansas,20,125,18.0,18.7,633.0,34.8,434.0,28487.0,33463.0,26.0,17.5,43977.0,1039.0,88.1,5.8,0.4322,74000.0,23.6,1776.0,33463.0,28487.0,22823.0,2017
Montgomery County,Kentucky,21,173,20.5,17.0,665.0,38.1,324.0,26023.0,27550.0,21.2,23.0,42172.0,82.0,90.0,7.9,0.4407,118200.0,24.3,789.0,27550.0,26023.0,21371.0,2017
Montgomery County,Maryland,24,31,8.0,58.3,1693.0,38.9,11630.0,563929.0,1039198.0,20.2,7.0,103178.0,3091.0,91.6,5.4,0.4616,467500.0,23.4,187943.0,1039198.0,563929.0,51162.0,2017
Montgomery County,Mississippi,28,97,22.0,21.0,498.0,34.0,35.0,5565.0,10309.0,26.4,25.6,34983.0,0.0,91.1,9.1,0.5009,77900.0,23.0,4342.0,10309.0,5565.0,22666.0,2017
Montgomery County,Missouri,29,139,16.1,12.9,653.0,31.9,66.0,11089.0,11618.0,27.3,16.1,43094.0,12.0,90.1,5.8,0.4083,105300.0,23.0,176.0,11618.0,11089.0,21757.0,2017
Montgomery County,New York,36,57,15.9,17.0,732.0,35.8,522.0,43680.0,49500.0,24.1,19.6,47449.0,41.0,91.8,7.3,0.4542,99900.0,22.9,887.0,49500.0,43680.0,25307.0,2017
Montgomery County,North Carolina,37,123,14.3,14.0,568.0,34.3,275.0,21158.0,27445.0,26.0,20.9,38254.0,54.0,84.6,5.9,0.4689,105900.0,23.0,5117.0,27445.0,21158.0,20900.0,2017
Montgomery County,Ohio,39,113,15.2,26.8,754.0,37.9,6877.0,389413.0,531987.0,23.4,17.9,47045.0,1253.0,92.0,8.0,0.4671,112100.0,22.4,109808.0,531987.0,389413.0,27602.0,2017
Montgomery County,Pennsylvania,42,91,10.0,48.2,1211.0,37.0,7212.0,653904.0,818677.0,23.2,6.4,84791.0,838.0,95.5,5.2,0.4676,299300.0,21.9,73771.0,818677.0,653904.0,45048.0,2017
Montgomery County,Tennessee,47,125,14.6,26.2,931.0,47.7,2139.0,137159.0,192120.0,13.1,14.2,53737.0,1069.0,90.6,7.5,0.4172,153700.0,27.0,37711.0,192120.0,137159.0,24827.0,2017
Montgomery County,Texas,48,339,10.3,33.7,1127.0,39.3,4266.0,462530.0,535187.0,18.0,10.3,74323.0,1725.0,85.5,4.9,0.4793,206400.0,26.7,24861.0,535187.0,462530.0,38012.0,2017
Montgomery County,Virginia,51,121,10.0,46.3,936.0,55.4,1018.0,84163.0,97692.0,16.8,23.8,53424.0,286.0,93.4,4.3,0.4966,213300.0,15.7,4426.0,97692.0,84163.0,28277.0,2017
Montmorency County,Michigan,26,119,23.6,12.0,607.0,24.1,44.0,9005.0,9290.0,39.5,15.1,39152.0,70.0,90.8,12.7,0.4085,93800.0,15.1,22.0,9290.0,9005.0,23155.0,2017
Montour County,Pennsylvania,42,93,13.0,30.5,701.0,34.8,170.0,17274.0,18302.0,27.6,10.5,56250.0,2.0,93.9,4.4,0.4544,173800.0,20.0,329.0,18302.0,17274.0,31818.0,2017
Montrose County,Colorado,8,85,17.1,23.4,838.0,32.1,415.0,38287.0,40908.0,29.4,17.8,44865.0,325.0,87.0,8.0,0.4186,202500.0,22.3,173.0,40908.0,38287.0,24308.0,2017
Moody County,South Dakota,46,101,11.3,23.9,550.0,32.9,12.0,5192.0,6496.0,23.5,15.9,56233.0,734.0,89.4,4.9,0.4302,118900.0,25.1,38.0,6496.0,5192.0,27774.0,2017
Moore County,North Carolina,37,125,14.9,36.0,838.0,32.6,638.0,77904.0,94191.0,30.3,13.3,54468.0,847.0,89.7,6.3,0.4655,207300.0,21.3,11811.0,94191.0,77904.0,31554.0,2017
Moore County,Tennessee,47,127,16.4,19.5,632.0,33.5,13.0,5892.0,6302.0,29.5,7.7,51671.0,101.0,89.3,5.0,0.4895,166000.0,20.0,110.0,6302.0,5892.0,31479.0,2017
Moore County,Texas,48,341,12.7,13.4,740.0,41.7,279.0,16845.0,22016.0,14.8,16.9,52469.0,149.0,84.2,4.1,0.3818,106400.0,31.7,936.0,22016.0,16845.0,21372.0,2017
Mora County,New Mexico,35,33,26.9,12.7,688.0,33.9,0.0,2612.0,4605.0,30.2,20.3,26644.0,3.0,88.8,8.2,0.4695,109100.0,18.3,3.0,4605.0,2612.0,16019.0,2017
Morehouse Parish,Louisiana,22,67,15.5,13.9,574.0,35.5,267.0,13094.0,26290.0,24.0,27.6,31672.0,23.0,86.6,6.1,0.5043,84900.0,24.7,12606.0,26290.0,13094.0,18776.0,2017
Morgan County,Alabama,1,103,17.3,20.9,622.0,37.2,906.0,96748.0,119157.0,22.4,16.6,47529.0,669.0,88.8,6.5,0.4566,128200.0,23.0,14790.0,119157.0,96748.0,25013.0,2017
Morgan County,Colorado,8,87,11.7,17.2,780.0,37.5,361.0,24601.0,28123.0,21.5,9.3,51456.0,110.0,92.0,4.5,0.3996,162900.0,26.4,867.0,28123.0,24601.0,24077.0,2017
Morgan County,Georgia,13,211,15.8,22.1,839.0,32.4,114.0,13351.0,18013.0,26.0,13.4,59572.0,24.0,87.2,5.7,0.4553,208200.0,22.9,4243.0,18013.0,13351.0,28830.0,2017
Morgan County,Illinois,17,137,15.2,21.2,680.0,38.1,301.0,31287.0,34442.0,25.5,14.9,49353.0,77.0,94.6,6.1,0.4371,103400.0,19.7,2155.0,34442.0,31287.0,26253.0,2017
Morgan County,Indiana,18,109,15.4,16.1,784.0,35.6,466.0,67705.0,69533.0,22.3,11.8,60317.0,39.0,91.2,5.7,0.391,147200.0,23.4,275.0,69533.0,67705.0,27402.0,2017
Morgan County,Kentucky,21,175,25.9,12.2,561.0,40.2,104.0,12488.0,13281.0,23.7,25.6,33523.0,7.0,93.4,8.1,0.455,77500.0,18.7,438.0,13281.0,12488.0,17089.0,2017
Morgan County,Missouri,29,141,18.1,12.6,609.0,29.7,125.0,19324.0,20097.0,30.8,25.5,34776.0,105.0,75.7,7.3,0.4662,115600.0,21.9,168.0,20097.0,19324.0,20055.0,2017
Morgan County,Ohio,39,115,21.6,13.0,550.0,33.3,141.0,13768.0,14773.0,28.2,21.5,40276.0,10.0,90.1,5.5,0.4594,90500.0,21.7,507.0,14773.0,13768.0,22122.0,2017
Morgan County,Tennessee,47,129,23.2,7.7,669.0,39.9,139.0,20379.0,21639.0,23.1,22.9,40707.0,28.0,88.5,7.6,0.4332,91600.0,19.4,1080.0,21639.0,20379.0,18649.0,2017
Morgan County,Utah,49,29,8.2,40.0,1156.0,37.6,30.0,10748.0,11014.0,16.7,2.4,86071.0,14.0,93.9,3.4,0.3804,311000.0,35.5,39.0,11014.0,10748.0,30457.0,2017
Morgan County,West Virginia,54,65,15.8,18.0,751.0,31.6,109.0,17004.0,17510.0,29.3,11.1,46346.0,41.0,92.0,11.1,0.4102,170600.0,19.0,119.0,17510.0,17004.0,24026.0,2017
Morrill County,Nebraska,31,123,15.0,18.9,690.0,33.0,55.0,4679.0,4903.0,27.0,9.4,44201.0,25.0,88.3,3.7,0.4146,87400.0,24.0,41.0,4903.0,4679.0,25120.0,2017
Morris County,Kansas,20,127,16.0,18.1,619.0,29.7,35.0,5376.0,5605.0,33.1,9.8,50338.0,11.0,91.1,2.3,0.416,95100.0,21.0,5.0,5605.0,5376.0,26569.0,2017
Morris County,New Jersey,34,27,8.2,52.6,1420.0,36.0,3641.0,406436.0,498847.0,22.2,4.6,107034.0,592.0,94.0,5.2,0.457,438100.0,22.0,16065.0,498847.0,406436.0,53491.0,2017
Morris County,Texas,48,343,19.9,16.0,673.0,34.1,157.0,8623.0,12530.0,28.0,15.7,40227.0,50.0,84.9,9.9,0.4407,82300.0,23.0,2972.0,12530.0,8623.0,22803.0,2017
Morrison County,Minnesota,27,97,12.2,16.4,689.0,33.9,260.0,31868.0,32880.0,24.9,11.4,52855.0,85.0,94.7,4.6,0.4396,159100.0,23.6,202.0,32880.0,31868.0,28040.0,2017
Morrow County,Ohio,39,117,13.9,13.6,646.0,35.4,163.0,33988.0,34935.0,23.3,9.7,52767.0,34.0,93.8,4.3,0.3948,139400.0,24.6,260.0,34935.0,33988.0,24864.0,2017
Morrow County,Oregon,41,49,14.1,9.8,739.0,36.0,105.0,9748.0,11153.0,22.5,14.7,54386.0,199.0,87.9,4.8,0.3737,131600.0,27.6,33.0,11153.0,9748.0,21743.0,2017
Morton County,Kansas,20,129,15.4,13.1,585.0,35.5,24.0,2658.0,2931.0,22.7,8.0,43813.0,2.0,86.6,8.7,0.4192,97700.0,24.6,24.0,2931.0,2658.0,23038.0,2017
Morton County,North Dakota,38,59,9.2,26.1,839.0,39.4,295.0,27822.0,30059.0,20.9,7.9,65385.0,1230.0,94.1,2.4,0.4573,187600.0,22.2,194.0,30059.0,27822.0,37335.0,2017
Motley County,Texas,48,345,16.5,15.6,601.0,34.6,5.0,968.0,1114.0,31.8,12.2,40598.0,0.0,79.5,8.1,0.4778,57300.0,24.1,39.0,1114.0,968.0,25908.0,2017
Moultrie County,Illinois,17,139,10.8,18.1,617.0,35.0,114.0,14430.0,14711.0,24.4,12.1,53979.0,30.0,86.4,3.0,0.3902,107500.0,25.1,85.0,14711.0,14430.0,26166.0,2017
Mountrail County,North Dakota,38,61,9.3,21.7,718.0,41.7,44.0,6576.0,9986.0,16.2,11.2,69622.0,2688.0,81.3,4.7,0.5086,169800.0,25.8,109.0,9986.0,6576.0,40113.0,2017
Mower County,Minnesota,27,99,12.3,20.7,704.0,35.8,220.0,35570.0,39386.0,24.3,13.0,53700.0,43.0,92.9,5.0,0.4508,114700.0,24.7,1351.0,39386.0,35570.0,28613.0,2017
Muhlenberg County,Kentucky,21,177,23.7,11.3,540.0,37.5,138.0,28845.0,31153.0,24.7,20.5,40037.0,76.0,91.7,9.6,0.4252,82000.0,21.0,1516.0,31153.0,28845.0,20376.0,2017
Multnomah County,Oregon,41,51,13.1,43.8,1094.0,46.1,11832.0,613778.0,788459.0,18.3,16.4,60369.0,6871.0,91.1,6.8,0.4809,330900.0,19.6,43115.0,788459.0,613778.0,34848.0,2017
Murray County,Georgia,13,213,15.2,9.6,670.0,39.1,638.0,38120.0,39444.0,19.1,18.0,41617.0,30.0,82.0,7.4,0.4026,91700.0,25.3,380.0,39444.0,38120.0,19084.0,2017
Murray County,Minnesota,27,101,13.6,18.1,601.0,29.2,24.0,8134.0,8394.0,31.8,8.2,54211.0,22.0,95.2,3.6,0.4189,107700.0,21.2,53.0,8394.0,8134.0,30553.0,2017
Murray County,Oklahoma,40,99,21.8,19.8,679.0,35.3,37.0,10614.0,13797.0,24.7,14.1,51844.0,1162.0,83.3,3.9,0.4134,107100.0,23.4,230.0,13797.0,10614.0,24804.0,2017
Muscatine County,Iowa,19,139,10.6,21.1,748.0,37.3,243.0,39055.0,42923.0,22.4,10.5,56398.0,78.0,95.2,3.5,0.4256,128100.0,25.3,879.0,42923.0,39055.0,28028.0,2017
Muscogee County,Georgia,13,215,18.1,26.0,856.0,43.4,3100.0,88471.0,198647.0,17.4,21.7,43239.0,749.0,86.3,10.0,0.4994,140200.0,24.9,90593.0,198647.0,88471.0,24604.0,2017
Muskegon County,Michigan,26,121,15.8,18.6,717.0,37.6,1359.0,139308.0,172707.0,22.0,18.5,46077.0,1094.0,93.5,8.9,0.4375,105300.0,23.6,23426.0,172707.0,139308.0,22829.0,2017
Muskingum County,Ohio,39,119,16.4,15.7,665.0,36.9,814.0,79157.0,85933.0,23.4,16.6,43325.0,199.0,92.7,6.9,0.4381,112500.0,23.1,2673.0,85933.0,79157.0,22877.0,2017
Muskogee County,Oklahoma,40,101,18.4,18.9,658.0,38.2,775.0,41045.0,69471.0,22.0,21.9,41329.0,12683.0,81.2,6.9,0.4683,97700.0,24.5,7514.0,69471.0,41045.0,21800.0,2017
Musselshell County,Montana,30,65,15.1,15.0,680.0,28.2,48.0,4543.0,4766.0,33.4,17.4,38156.0,31.0,89.4,5.6,0.4418,161400.0,21.3,39.0,4766.0,4543.0,23908.0,2017
Nacogdoches County,Texas,48,347,15.7,25.2,763.0,45.2,637.0,49852.0,65411.0,18.3,24.9,41482.0,498.0,79.7,8.6,0.5081,117700.0,23.5,11603.0,65411.0,49852.0,22589.0,2017
Nance County,Nebraska,31,125,15.9,18.3,500.0,31.2,32.0,3541.0,3569.0,29.3,11.7,45428.0,17.0,91.9,2.0,0.4511,80400.0,22.8,3.0,3569.0,3541.0,26852.0,2017
Nantucket County,Massachusetts,25,19,9.7,45.1,1689.0,39.8,99.0,8793.0,10912.0,20.9,11.2,91942.0,64.0,94.5,3.8,0.4674,995900.0,20.3,909.0,10912.0,8793.0,47924.0,2017
Napa County,California,6,55,11.6,34.6,1541.0,37.9,1930.0,102418.0,141005.0,23.9,8.2,79637.0,1236.0,92.6,5.4,0.4734,560500.0,21.5,2998.0,141005.0,102418.0,40632.0,2017
Nash County,North Carolina,37,127,16.3,20.3,734.0,36.2,1331.0,50044.0,94125.0,23.8,15.9,46187.0,634.0,88.2,7.9,0.4693,123100.0,22.6,37007.0,94125.0,50044.0,25232.0,2017
Nassau County,Florida,12,89,15.8,27.2,1084.0,33.6,758.0,70888.0,78435.0,27.9,11.4,64294.0,310.0,87.6,5.7,0.4421,203500.0,20.3,4913.0,78435.0,70888.0,33337.0,2017
Nassau County,New York,36,59,8.5,44.4,1663.0,36.6,7949.0,939072.0,1363069.0,23.3,5.9,105744.0,3334.0,94.2,4.9,0.4579,460700.0,21.9,157339.0,1363069.0,939072.0,46839.0,2017
Natchitoches Parish,Louisiana,22,69,15.8,19.4,681.0,42.0,587.0,21094.0,39051.0,21.2,31.9,29001.0,451.0,86.3,13.6,0.5346,114100.0,23.9,15975.0,39051.0,21094.0,18219.0,2017
Natrona County,Wyoming,56,25,14.6,22.8,852.0,40.6,848.0,75588.0,81023.0,19.8,9.9,59400.0,713.0,86.0,5.1,0.4325,198600.0,24.1,1067.0,81023.0,75588.0,31900.0,2017
Navajo County,Arizona,4,17,17.8,15.5,690.0,36.4,773.0,51648.0,107902.0,22.5,29.1,38798.0,47642.0,84.9,16.3,0.4773,115100.0,27.6,889.0,107902.0,51648.0,17685.0,2017
Navarro County,Texas,48,349,18.3,15.6,761.0,36.2,555.0,36497.0,48239.0,22.6,18.8,45103.0,919.0,81.0,9.4,0.4523,88900.0,26.3,6439.0,48239.0,36497.0,22152.0,2017
Nelson County,Kentucky,21,179,17.5,17.5,693.0,37.7,187.0,41383.0,45131.0,20.1,11.4,55182.0,50.0,93.9,5.9,0.4518,144800.0,24.5,2386.0,45131.0,41383.0,28156.0,2017
Nelson County,North Dakota,38,63,14.1,20.5,488.0,27.9,8.0,2913.0,2971.0,35.9,8.4,52417.0,10.0,91.0,0.5,0.4477,78700.0,18.0,4.0,2971.0,2913.0,33599.0,2017
Nelson County,Virginia,51,125,12.7,30.8,688.0,29.4,232.0,12546.0,14863.0,34.5,14.9,53834.0,33.0,88.4,3.7,0.4753,231400.0,18.8,1898.0,14863.0,12546.0,33597.0,2017
Nemaha County,Kansas,20,131,13.2,23.7,581.0,33.1,45.0,9804.0,10095.0,25.9,10.8,53368.0,65.0,94.3,1.8,0.4263,116500.0,26.2,55.0,10095.0,9804.0,27438.0,2017
Nemaha County,Nebraska,31,127,13.8,28.0,616.0,38.5,42.0,6785.0,7041.0,26.9,11.5,55536.0,43.0,93.4,5.7,0.4348,114600.0,21.0,100.0,7041.0,6785.0,28572.0,2017
Neosho County,Kansas,20,133,18.4,19.4,601.0,34.1,93.0,15341.0,16209.0,24.9,21.4,44402.0,57.0,88.3,2.9,0.464,77300.0,24.9,199.0,16209.0,15341.0,23589.0,2017
Neshoba County,Mississippi,28,99,21.2,14.1,645.0,36.8,127.0,17711.0,29437.0,20.4,22.1,36755.0,4770.0,86.5,8.5,0.4589,80400.0,28.3,6152.0,29437.0,17711.0,19243.0,2017
Ness County,Kansas,20,135,14.6,19.0,610.0,27.7,26.0,2939.0,3001.0,32.3,8.9,48412.0,6.0,92.1,2.6,0.4652,70500.0,21.9,7.0,3001.0,2939.0,30761.0,2017
Nevada County,Arkansas,5,99,21.5,17.0,661.0,31.9,190.0,5437.0,8528.0,25.0,23.0,36995.0,6.0,88.6,4.8,0.4077,62700.0,22.7,2852.0,8528.0,5437.0,18644.0,2017
Nevada County,California,6,57,15.1,35.8,1217.0,30.5,825.0,91016.0,98838.0,34.0,12.1,60610.0,930.0,90.3,7.3,0.4639,379800.0,17.6,582.0,98838.0,91016.0,35581.0,2017
New Castle County,Delaware,10,3,10.7,35.7,1104.0,40.5,5065.0,359928.0,555036.0,20.2,11.9,68336.0,1499.0,94.0,6.5,0.4635,248100.0,22.0,136608.0,555036.0,359928.0,34541.0,2017
New Hanover County,North Carolina,37,129,12.6,38.9,938.0,42.2,3155.0,177774.0,219866.0,22.2,18.0,51457.0,630.0,88.8,7.0,0.4926,225600.0,19.2,31246.0,219866.0,177774.0,31708.0,2017
New Haven County,Connecticut,9,9,11.3,34.6,1100.0,39.1,10283.0,641178.0,862127.0,22.6,12.1,64872.0,1165.0,94.0,7.7,0.467,244400.0,20.8,112152.0,862127.0,641178.0,35085.0,2017
New Kent County,Virginia,51,127,10.2,26.9,882.0,35.5,91.0,16768.0,20523.0,23.5,5.1,78429.0,185.0,94.5,5.1,0.3879,256600.0,20.7,2340.0,20523.0,16768.0,36768.0,2017
New London County,Connecticut,9,11,12.9,32.9,1071.0,38.2,3412.0,219757.0,270772.0,23.4,9.9,69411.0,1722.0,95.5,7.0,0.4425,238900.0,20.0,15556.0,270772.0,219757.0,36881.0,2017
New Madrid County,Missouri,29,143,22.7,12.6,598.0,34.7,169.0,14655.0,18030.0,24.3,24.1,33846.0,81.0,82.2,9.4,0.4664,74500.0,23.5,2906.0,18030.0,14655.0,20261.0,2017
New York County,New York,36,61,10.2,60.7,1615.0,48.5,51362.0,932105.0,1653877.0,20.8,17.3,79781.0,6035.0,93.3,6.2,0.5976,915300.0,14.5,246603.0,1653877.0,932105.0,69529.0,2017
Newaygo County,Michigan,26,123,18.3,15.0,670.0,33.9,268.0,44583.0,47899.0,25.5,17.8,45645.0,399.0,92.2,7.7,0.4335,104500.0,23.0,628.0,47899.0,44583.0,22735.0,2017
Newberry County,South Carolina,45,71,14.6,17.1,738.0,36.0,385.0,23728.0,37914.0,24.7,19.8,39600.0,130.0,90.1,8.1,0.4498,99700.0,22.1,11982.0,37914.0,23728.0,22190.0,2017
Newport County,Rhode Island,44,5,12.7,46.5,1193.0,35.9,1173.0,74456.0,83204.0,27.6,9.0,75463.0,290.0,94.2,5.4,0.4688,362800.0,17.9,3014.0,83204.0,74456.0,43603.0,2017
Newport News City,Virginia,51,700,14.8,24.8,985.0,44.6,3455.0,88669.0,180775.0,17.3,16.4,51082.0,469.0,88.1,7.5,0.4329,189300.0,23.3,73509.0,180775.0,88669.0,26028.0,2017
Newton County,Arkansas,5,101,22.2,15.7,474.0,30.3,42.0,7545.0,7898.0,33.1,17.8,38134.0,122.0,91.0,4.0,0.412,91600.0,19.9,1.0,7898.0,7545.0,18053.0,2017
Newton County,Georgia,13,217,15.1,19.9,936.0,40.5,991.0,54606.0,105042.0,17.6,16.7,52784.0,316.0,87.1,9.0,0.4274,123300.0,26.9,45433.0,105042.0,54606.0,23611.0,2017
Newton County,Indiana,18,111,15.2,11.0,715.0,35.7,110.0,13437.0,14056.0,24.1,14.0,52193.0,21.0,87.4,7.1,0.3818,112500.0,21.9,18.0,14056.0,13437.0,24315.0,2017
Newton County,Mississippi,28,101,20.1,16.3,635.0,38.2,125.0,13483.0,21437.0,21.0,23.0,37643.0,1088.0,88.0,7.7,0.4973,80300.0,25.5,6426.0,21437.0,13483.0,21177.0,2017
Newton County,Missouri,29,145,13.9,19.4,666.0,36.5,586.0,52828.0,58237.0,23.5,12.9,46723.0,1371.0,86.4,5.4,0.4614,118200.0,24.3,558.0,58237.0,52828.0,25837.0,2017
Newton County,Texas,48,351,27.5,8.8,652.0,36.1,10.0,10927.0,14187.0,27.3,15.7,40180.0,28.0,85.3,11.6,0.4275,73300.0,20.8,3029.0,14187.0,10927.0,20800.0,2017
Nez Perce County,Idaho,16,69,17.8,22.7,693.0,36.8,409.0,35979.0,40014.0,25.5,14.4,51804.0,2269.0,89.9,4.2,0.4099,172500.0,21.5,156.0,40014.0,35979.0,26799.0,2017
Niagara County,New York,36,63,13.5,23.5,669.0,35.9,1961.0,186650.0,212675.0,24.9,13.4,51656.0,2242.0,95.1,6.2,0.4376,114800.0,20.3,15317.0,212675.0,186650.0,28395.0,2017
Nicholas County,Kentucky,21,181,22.8,10.4,578.0,35.2,41.0,6821.0,7061.0,24.3,27.8,38900.0,16.0,88.4,6.8,0.45,82100.0,23.3,93.0,7061.0,6821.0,21519.0,2017
Nicholas County,West Virginia,54,67,21.2,14.7,573.0,33.2,117.0,24844.0,25496.0,29.1,18.6,39037.0,94.0,92.3,7.3,0.4475,88900.0,20.1,169.0,25496.0,24844.0,22101.0,2017
Nicollet County,Minnesota,27,103,11.8,32.2,829.0,42.0,272.0,31090.0,33477.0,20.8,11.3,62593.0,62.0,96.4,3.8,0.4146,178000.0,22.1,1014.0,33477.0,31090.0,29722.0,2017
Niobrara County,Wyoming,56,27,16.1,18.3,615.0,40.5,10.0,2292.0,2479.0,25.2,14.9,36793.0,113.0,84.1,0.0,0.4728,152500.0,19.4,3.0,2479.0,2292.0,23370.0,2017
Noble County,Indiana,18,113,13.9,14.0,673.0,37.6,478.0,46033.0,47421.0,21.0,9.3,52393.0,13.0,90.8,5.7,0.4133,114500.0,25.5,183.0,47421.0,46033.0,25260.0,2017
Noble County,Ohio,39,121,17.4,10.6,634.0,31.5,22.0,13389.0,14498.0,33.7,12.9,42171.0,13.0,94.4,4.8,0.4523,91300.0,18.4,788.0,14498.0,13389.0,23119.0,2017
Noble County,Oklahoma,40,103,16.6,23.9,716.0,34.6,69.0,9652.0,11421.0,25.1,11.6,52372.0,865.0,91.7,4.9,0.4593,94800.0,24.0,97.0,11421.0,9652.0,28054.0,2017
Nobles County,Minnesota,27,105,11.6,14.5,690.0,37.7,179.0,17069.0,21854.0,21.2,15.8,53267.0,132.0,91.2,6.5,0.4387,118300.0,26.6,948.0,21854.0,17069.0,24935.0,2017
Nodaway County,Missouri,29,147,12.4,26.8,627.0,52.0,164.0,21346.0,22744.0,19.2,22.6,41370.0,64.0,90.8,4.7,0.449,117800.0,16.5,606.0,22744.0,21346.0,21056.0,2017
Nolan County,Texas,48,353,18.7,13.3,627.0,35.9,92.0,13120.0,14990.0,23.6,16.8,42019.0,103.0,83.3,7.1,0.4734,66100.0,25.2,754.0,14990.0,13120.0,23686.0,2017
Nome Census Area,Alaska,2,180,10.3,14.0,1343.0,42.1,75.0,1616.0,9869.0,11.7,24.9,53821.0,7257.0,73.9,16.6,0.4372,143000.0,34.5,75.0,9869.0,1616.0,20952.0,2017
Norfolk City,Virginia,51,710,12.6,27.3,1003.0,51.2,4047.0,116463.0,245752.0,15.0,21.0,47137.0,989.0,86.2,8.5,0.4866,194800.0,20.0,103270.0,245752.0,116463.0,26670.0,2017
Norfolk County,Massachusetts,25,21,9.8,52.5,1450.0,37.7,8117.0,551177.0,694389.0,22.3,6.5,95668.0,734.0,97.9,5.5,0.4771,433000.0,21.5,45770.0,694389.0,551177.0,49816.0,2017
Norman County,Minnesota,27,107,11.4,17.5,555.0,31.9,46.0,6136.0,6589.0,27.7,12.0,53034.0,136.0,93.1,3.3,0.4133,88500.0,23.5,58.0,6589.0,6136.0,27099.0,2017
North Slope Borough,Alaska,2,185,10.4,15.3,1029.0,40.9,51.0,3113.0,9757.0,11.9,10.2,77266.0,5084.0,77.7,9.5,0.4132,153900.0,25.6,64.0,9757.0,3113.0,48777.0,2017
Northampton County,North Carolina,37,131,22.4,12.8,694.0,30.6,273.0,8109.0,20426.0,31.7,25.4,33508.0,141.0,85.2,10.2,0.4472,81900.0,18.4,11654.0,20426.0,8109.0,19126.0,2017
Northampton County,Pennsylvania,42,95,12.4,28.8,997.0,37.2,3105.0,259314.0,300941.0,24.7,9.2,65390.0,1100.0,93.6,5.7,0.4373,209800.0,20.4,16204.0,300941.0,259314.0,32608.0,2017
Northampton County,Virginia,51,131,13.0,23.2,713.0,28.8,203.0,7428.0,11998.0,33.6,20.3,41468.0,19.0,86.0,4.4,0.4739,165800.0,19.9,4199.0,11998.0,7428.0,24835.0,2017
Northumberland County,Pennsylvania,42,97,16.8,15.4,636.0,34.6,936.0,88534.0,93038.0,26.8,14.4,44534.0,268.0,92.9,5.1,0.4302,112300.0,19.9,2529.0,93038.0,88534.0,24278.0,2017
Northumberland County,Virginia,51,133,15.0,26.4,754.0,23.4,148.0,8607.0,12254.0,44.2,13.5,56677.0,32.0,89.2,7.8,0.4412,277900.0,15.4,3511.0,12254.0,8607.0,33364.0,2017
