County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,age_15_to_44_percentage,median_gross_rent,housing_cost_burden,poverty_rate,age_60_and_over,total_population,white_population,median_household_income,unemployment_rate,health_insurance_rate,native_american_population,gini_index,age_18_and_under_percentage,black_population,median_home_value,total_population_race,per_capita_income,asian_population,Year
Hickman County,Tennessee,47,81,21.5,11.4,81.6,663.0,145.0,22.9,13.8,24251.0,22271.0,37546.0,7.4,85.0,86.0,0.4365,9.8,1150.0,103600.0,24251.0,18410.0,22271.0,2016
Hickory County,Missouri,29,85,23.5,9.8,85.1,564.0,43.0,25.2,32.2,9267.0,8962.0,33113.0,11.6,84.2,87.0,0.428,5.3,14.0,89800.0,9267.0,18694.0,8962.0,2016
Hidalgo County,New Mexico,35,23,18.8,15.4,81.4,524.0,55.0,24.3,19.0,4531.0,4253.0,34528.0,11.4,85.7,5.0,0.4196,8.9,15.0,77800.0,4531.0,18077.0,4253.0,2016
Hidalgo County,Texas,48,215,13.4,17.4,68.7,677.0,5835.0,32.8,9.5,828334.0,744392.0,36094.0,9.0,67.1,2448.0,0.4915,11.4,4890.0,81400.0,828334.0,15240.0,744392.0,2016
Highland County,Ohio,39,71,18.8,12.0,77.0,664.0,407.0,20.7,15.4,43109.0,41440.0,40593.0,9.6,88.7,39.0,0.4452,8.2,513.0,102300.0,43109.0,21134.0,41440.0,2016
Highland County,Virginia,51,91,18.7,22.4,95.3,489.0,0.0,12.6,36.4,2230.0,2220.0,44877.0,1.3,84.9,4.0,0.4211,1.9,0.0,160800.0,2230.0,28736.0,2220.0,2016
Highlands County,Florida,12,55,18.4,16.5,83.4,731.0,728.0,19.4,32.5,98862.0,81606.0,35865.0,12.3,84.8,157.0,0.4636,7.1,9901.0,86600.0,98862.0,21916.0,81606.0,2016
Hill County,Montana,30,41,15.1,23.5,75.6,579.0,123.0,22.0,12.6,16529.0,11828.0,42979.0,5.3,85.2,4019.0,0.4372,11.6,3.0,131300.0,16529.0,21070.0,11828.0,2016
Hill County,Texas,48,217,18.1,16.0,78.3,660.0,240.0,19.1,19.1,34901.0,31058.0,43441.0,8.9,80.3,329.0,0.4441,8.7,2451.0,89100.0,34901.0,22154.0,31058.0,2016
Hillsborough County,Florida,12,57,11.7,31.4,78.4,992.0,18719.0,16.4,11.7,1323059.0,940105.0,51681.0,7.9,84.9,4080.0,0.4804,9.8,219430.0,167400.0,1323059.0,28727.0,940105.0,2016
Hillsborough County,New Hampshire,33,11,11.1,36.3,80.5,1099.0,5133.0,8.6,12.4,404948.0,367298.0,73189.0,5.2,91.8,460.0,0.4262,9.2,9519.0,248500.0,404948.0,36012.0,367298.0,2016
Hillsdale County,Michigan,26,59,14.5,16.7,79.7,678.0,250.0,18.6,16.2,46024.0,44692.0,44458.0,7.6,89.3,142.0,0.4363,9.6,286.0,99400.0,46024.0,22435.0,44692.0,2016
Hinds County,Mississippi,28,49,12.5,28.0,75.8,785.0,3187.0,25.5,10.5,244596.0,64420.0,38773.0,10.5,84.9,279.0,0.4983,12.1,174477.0,107300.0,244596.0,21672.0,64420.0,2016
Hitchcock County,Nebraska,31,87,18.5,14.7,79.6,661.0,14.0,16.2,22.2,2866.0,2854.0,41131.0,2.8,85.3,5.0,0.4168,6.0,4.0,59000.0,2866.0,23967.0,2854.0,2016
Hocking County,Ohio,39,73,17.3,14.1,79.6,569.0,149.0,16.6,16.7,28690.0,27943.0,43382.0,9.1,89.3,7.0,0.4272,7.6,259.0,114400.0,28690.0,22091.0,27943.0,2016
Hockley County,Texas,48,219,14.3,14.7,75.3,656.0,109.0,15.7,12.1,23377.0,20497.0,50331.0,7.2,79.8,242.0,0.4374,12.5,883.0,80800.0,23377.0,22718.0,20497.0,2016
Hodgeman County,Kansas,20,83,15.5,25.7,79.2,608.0,10.0,5.7,20.8,1919.0,1860.0,56250.0,1.4,91.3,3.0,0.4573,6.2,0.0,85900.0,1919.0,33661.0,1860.0,2016
Hoke County,North Carolina,37,93,14.3,17.8,72.4,799.0,611.0,22.9,7.3,51853.0,23751.0,42704.0,11.6,85.3,4281.0,0.4265,8.7,17275.0,134100.0,51853.0,18715.0,23751.0,2016
Holmes County,Florida,12,59,22.5,12.3,82.2,656.0,39.0,26.0,16.1,19569.0,17310.0,37437.0,13.1,82.3,118.0,0.4492,10.3,1562.0,90700.0,19569.0,17854.0,17310.0,2016
Holmes County,Mississippi,28,51,13.8,11.6,72.7,503.0,83.0,45.0,11.9,18547.0,2965.0,20800.0,18.9,80.8,17.0,0.5535,13.8,15393.0,51800.0,18547.0,12408.0,2965.0,2016
Holmes County,Ohio,39,75,8.8,7.7,70.7,577.0,99.0,12.9,11.3,43702.0,43096.0,53619.0,3.4,59.3,78.0,0.4125,10.4,80.0,170500.0,43702.0,19517.0,43096.0,2016
Holt County,Missouri,29,87,16.0,20.1,80.5,454.0,22.0,13.9,20.2,4537.0,4386.0,41017.0,4.5,89.4,42.0,0.4122,6.2,18.0,90200.0,4537.0,23949.0,4386.0,2016
Holt County,Nebraska,31,89,14.2,21.2,77.3,557.0,41.0,9.7,18.7,10360.0,10079.0,49607.0,1.3,92.7,90.0,0.4113,6.7,5.0,96900.0,10360.0,26267.0,10079.0,2016
Honolulu County,Hawaii,15,3,10.9,33.4,80.3,1587.0,12413.0,9.5,13.8,986999.0,208830.0,77161.0,5.1,95.5,1464.0,0.4256,11.3,23334.0,602700.0,986999.0,32194.0,208830.0,2016
Hood County,Texas,48,221,14.2,25.8,80.3,868.0,326.0,12.1,22.6,54217.0,51552.0,58315.0,3.2,83.2,414.0,0.4546,7.4,385.0,162600.0,54217.0,31508.0,51552.0,2016
Hood River County,Oregon,41,27,10.6,30.1,77.2,1000.0,229.0,13.3,13.2,22842.0,20383.0,56581.0,4.8,86.9,252.0,0.4369,8.7,130.0,325200.0,22842.0,28347.0,20383.0,2016
Hoonah-Angoon Census Area,Alaska,2,105,16.0,24.3,88.8,785.0,15.0,12.3,19.6,2107.0,1070.0,54091.0,10.2,74.0,678.0,0.3908,8.3,77.0,235100.0,2107.0,31451.0,1070.0,2016
Hopewell City,Virginia,51,670,19.6,14.4,75.9,820.0,402.0,20.5,13.8,22332.0,11701.0,40814.0,10.8,89.1,48.0,0.4464,8.4,8706.0,125400.0,22332.0,21827.0,11701.0,2016
Hopkins County,Kentucky,21,107,17.1,15.1,78.3,611.0,368.0,16.1,15.2,46359.0,41761.0,43169.0,6.4,89.3,148.0,0.4365,7.7,2928.0,92500.0,46359.0,22672.0,41761.0,2016
Hopkins County,Texas,48,223,17.5,17.1,76.4,692.0,237.0,19.5,15.5,35844.0,30171.0,45748.0,6.0,78.7,144.0,0.4538,8.7,2434.0,96300.0,35844.0,23063.0,30171.0,2016
Horry County,South Carolina,45,51,16.4,22.6,81.9,859.0,2903.0,17.6,19.9,300418.0,243113.0,44746.0,8.0,83.1,1393.0,0.4446,8.5,41298.0,162100.0,300418.0,24986.0,243113.0,2016
Hot Spring County,Arkansas,5,59,24.2,13.5,81.2,654.0,121.0,17.0,15.4,33440.0,28677.0,42589.0,6.8,88.2,118.0,0.4431,9.2,3770.0,85600.0,33440.0,20522.0,28677.0,2016
Hot Springs County,Wyoming,56,17,16.3,22.3,79.5,690.0,57.0,11.2,23.5,4781.0,4607.0,46087.0,3.5,88.2,66.0,0.4248,3.4,7.0,147500.0,4781.0,29499.0,4607.0,2016
Houghton County,Michigan,26,61,11.5,31.0,83.2,644.0,208.0,22.8,13.8,36565.0,34184.0,39080.0,7.4,91.1,154.0,0.4589,25.9,282.0,96100.0,36565.0,20248.0,34184.0,2016
Houston County,Alabama,1,69,17.7,21.0,77.3,707.0,1076.0,18.9,14.4,103891.0,72332.0,41945.0,8.1,87.9,427.0,0.4809,8.4,27680.0,124800.0,103891.0,24086.0,72332.0,2016
Houston County,Georgia,13,153,12.7,24.0,75.9,866.0,1694.0,18.0,10.5,149137.0,92425.0,55480.0,8.8,86.7,517.0,0.4272,10.3,44074.0,136000.0,149137.0,25289.0,92425.0,2016
Houston County,Minnesota,27,55,10.5,22.6,79.9,644.0,157.0,10.3,18.2,18791.0,18267.0,55550.0,4.0,95.2,39.0,0.4052,7.4,87.0,162300.0,18791.0,29007.0,18267.0,2016
Houston County,Tennessee,47,83,24.1,10.7,78.9,621.0,22.0,20.9,18.2,8234.0,7776.0,40680.0,7.4,87.5,40.0,0.4,9.2,239.0,93200.0,8234.0,18256.0,7776.0,2016
Houston County,Texas,48,225,17.8,14.5,83.9,633.0,152.0,24.4,17.9,22802.0,15627.0,32434.0,4.9,84.2,31.0,0.4653,8.3,5701.0,77400.0,22802.0,17624.0,15627.0,2016
Howard County,Arkansas,5,61,17.3,15.7,77.4,546.0,185.0,19.6,15.2,13487.0,9094.0,34672.0,7.4,84.8,68.0,0.5215,6.7,2839.0,90100.0,13487.0,22587.0,9094.0,2016
Howard County,Indiana,18,67,17.5,19.5,78.8,664.0,814.0,16.8,16.0,82728.0,72872.0,45928.0,7.6,89.3,298.0,0.4446,8.5,5859.0,97900.0,82728.0,25507.0,72872.0,2016
Howard County,Iowa,19,89,11.7,13.2,77.5,576.0,78.0,11.6,17.7,9430.0,9271.0,49199.0,3.7,92.4,0.0,0.4172,6.8,31.0,98300.0,9430.0,25567.0,9271.0,2016
Howard County,Maryland,24,27,7.2,61.0,77.1,1625.0,2091.0,4.9,11.1,308447.0,183599.0,113800.0,4.6,94.9,499.0,0.3966,8.6,56504.0,434700.0,308447.0,49667.0,183599.0,2016
Howard County,Missouri,29,89,14.6,25.3,79.2,648.0,53.0,18.2,15.2,10148.0,9327.0,45762.0,4.6,91.4,55.0,0.4264,13.4,531.0,107600.0,10148.0,22192.0,9327.0,2016
Howard County,Nebraska,31,93,14.3,20.3,77.9,574.0,25.0,9.5,18.6,6365.0,6171.0,52247.0,3.3,94.9,2.0,0.432,6.6,7.0,115100.0,6365.0,28301.0,6171.0,2016
Howard County,Texas,48,227,16.1,12.6,81.7,827.0,227.0,14.9,10.4,36423.0,30134.0,50977.0,6.6,82.9,398.0,0.466,11.4,2059.0,81800.0,36423.0,23054.0,30134.0,2016
Howell County,Missouri,29,91,20.2,14.4,76.9,577.0,407.0,22.7,17.1,40265.0,38572.0,33964.0,6.8,87.1,186.0,0.4583,8.1,123.0,103500.0,40265.0,19293.0,38572.0,2016
Hubbard County,Minnesota,27,57,14.8,25.4,81.2,624.0,92.0,11.5,23.1,20640.0,19464.0,49742.0,4.4,92.3,442.0,0.4156,6.0,136.0,177800.0,20640.0,26417.0,19464.0,2016
Hudson County,New Jersey,34,17,9.4,38.6,81.0,1247.0,15032.0,17.4,8.9,668526.0,370874.0,60894.0,8.1,82.0,2125.0,0.5002,9.5,85172.0,341300.0,668526.0,34468.0,370874.0,2016
Hudspeth County,Texas,48,229,26.2,7.5,78.1,624.0,0.0,37.9,16.4,3481.0,2741.0,26635.0,5.6,72.1,0.0,0.5027,8.5,44.0,44300.0,3481.0,14776.0,2741.0,2016
Huerfano County,Colorado,8,55,24.3,26.0,84.8,594.0,69.0,17.1,29.5,6521.0,6114.0,33257.0,12.6,86.6,130.0,0.485,6.0,23.0,153400.0,6521.0,25062.0,6114.0,2016
Hughes County,Oklahoma,40,63,20.8,10.9,82.2,536.0,58.0,19.8,15.5,13727.0,9336.0,35257.0,8.1,79.5,2713.0,0.4496,9.4,799.0,68500.0,13727.0,16672.0,9336.0,2016
Hughes County,South Dakota,46,65,10.5,33.0,77.8,584.0,160.0,8.9,14.3,17518.0,14623.0,58934.0,2.3,92.1,1993.0,0.4096,6.7,84.0,170700.0,17518.0,30863.0,14623.0,2016
Humboldt County,California,6,23,16.9,28.2,82.5,899.0,2114.0,21.0,14.2,135182.0,109778.0,42685.0,9.5,85.6,6834.0,0.4592,13.2,1603.0,279000.0,135182.0,24038.0,109778.0,2016
Humboldt County,Iowa,19,91,12.3,19.9,79.5,621.0,114.0,13.6,19.0,9607.0,9416.0,47478.0,3.9,96.0,19.0,0.4476,6.9,15.0,90200.0,9607.0,28654.0,9416.0,2016
Humboldt County,Nevada,32,13,11.5,14.0,76.0,788.0,61.0,11.9,10.6,17091.0,14822.0,67295.0,7.7,83.4,813.0,0.3738,8.7,82.0,165100.0,17091.0,27580.0,14822.0,2016
Humphreys County,Mississippi,28,53,15.2,13.9,73.3,522.0,99.0,42.5,12.3,8822.0,1936.0,23442.0,25.1,81.5,9.0,0.5266,9.5,6698.0,61500.0,8822.0,13977.0,1936.0,2016
Humphreys County,Tennessee,47,85,21.2,12.9,79.8,640.0,102.0,18.5,17.5,18216.0,17228.0,40995.0,8.0,90.0,87.0,0.4583,7.6,671.0,103900.0,18216.0,23221.0,17228.0,2016
Hunt County,Texas,48,231,16.8,17.3,77.8,765.0,869.0,18.9,14.1,89068.0,69967.0,45643.0,9.7,81.0,778.0,0.4468,10.1,7373.0,96400.0,89068.0,22229.0,69967.0,2016
Hunterdon County,New Jersey,34,19,8.9,49.6,81.6,1320.0,579.0,4.5,14.3,125708.0,114597.0,108177.0,5.3,96.0,66.0,0.4446,10.5,3291.0,389500.0,125708.0,53222.0,114597.0,2016
Huntingdon County,Pennsylvania,42,61,16.3,14.7,84.1,565.0,335.0,13.7,16.2,45844.0,42153.0,45250.0,7.3,92.4,22.0,0.4051,9.8,2501.0,120600.0,45844.0,22217.0,42153.0,2016
Huntington County,Indiana,18,69,14.4,18.9,79.3,679.0,513.0,12.0,13.9,36696.0,35479.0,47042.0,5.2,89.5,97.0,0.3912,10.0,314.0,99700.0,36696.0,23396.0,35479.0,2016
Huron County,Michigan,26,63,16.3,14.9,82.5,597.0,158.0,13.9,21.3,32021.0,31183.0,43082.0,6.6,91.4,137.0,0.4295,7.4,125.0,93000.0,32021.0,24455.0,31183.0,2016
Huron County,Ohio,39,77,13.6,13.5,77.3,634.0,620.0,12.9,14.0,58704.0,55623.0,48838.0,6.7,90.7,31.0,0.4103,8.9,884.0,117000.0,58704.0,23698.0,55623.0,2016
Hutchinson County,South Dakota,46,67,16.0,21.6,81.0,523.0,38.0,13.4,19.9,7264.0,7013.0,47356.0,5.0,91.1,179.0,0.489,9.4,29.0,74400.0,7264.0,28594.0,7013.0,2016
Hutchinson County,Texas,48,233,17.8,15.3,75.9,690.0,59.0,16.5,14.2,21782.0,19371.0,50114.0,4.9,83.5,262.0,0.4499,9.8,494.0,72800.0,21782.0,25117.0,19371.0,2016
Hyde County,North Carolina,37,95,18.1,8.7,85.1,809.0,0.0,22.4,13.6,5629.0,3743.0,37741.0,14.3,81.9,10.0,0.4122,5.6,1855.0,75600.0,5629.0,18770.0,3743.0,2016
Hyde County,South Dakota,46,69,10.3,20.4,84.0,613.0,5.0,11.0,20.9,1440.0,1230.0,55000.0,2.2,90.7,133.0,0.3947,3.8,0.0,80800.0,1440.0,28343.0,1230.0,2016
Iberia Parish,Louisiana,22,45,16.4,13.7,76.2,688.0,654.0,19.9,12.2,73799.0,45666.0,44573.0,11.2,84.7,68.0,0.4924,9.5,23044.0,100300.0,73799.0,23737.0,45666.0,2016
Iberville Parish,Louisiana,22,47,19.1,13.4,80.0,667.0,212.0,18.5,11.9,33159.0,16352.0,46480.0,7.2,87.8,67.0,0.4813,10.0,16298.0,115500.0,33159.0,22397.0,16352.0,2016
Ida County,Iowa,19,93,13.1,19.0,79.3,410.0,36.0,11.0,19.1,7041.0,6885.0,49957.0,3.6,94.3,56.0,0.4623,6.8,6.0,88100.0,7041.0,29750.0,6885.0,2016
Idaho County,Idaho,16,49,22.4,16.9,82.3,660.0,103.0,16.1,24.2,16251.0,15172.0,38597.0,6.4,86.8,491.0,0.3819,7.8,32.0,161300.0,16251.0,19524.0,15172.0,2016
Imperial County,California,6,25,14.3,14.0,74.6,778.0,1712.0,24.1,10.4,178807.0,124349.0,42560.0,17.1,85.2,1914.0,0.4669,11.8,4856.0,159000.0,178807.0,16311.0,124349.0,2016
Independence County,Arkansas,5,63,18.5,17.6,77.9,582.0,392.0,19.2,14.6,37030.0,34268.0,37592.0,6.7,87.0,143.0,0.467,8.6,722.0,99900.0,37030.0,22035.0,34268.0,2016
Indian River County,Florida,12,61,16.9,27.2,83.6,881.0,1502.0,14.1,28.7,145342.0,124489.0,47446.0,10.3,84.4,363.0,0.5308,7.6,13282.0,160900.0,145342.0,32208.0,124489.0,2016
Indiana County,Pennsylvania,42,63,14.4,22.2,82.9,704.0,589.0,17.8,15.2,87491.0,82716.0,45118.0,7.7,89.0,182.0,0.4574,17.7,2136.0,107600.0,87491.0,23886.0,82716.0,2016
Ingham County,Michigan,26,65,12.3,37.7,81.2,809.0,3981.0,22.2,10.5,284559.0,214036.0,46842.0,8.9,92.2,1087.0,0.4794,20.2,31804.0,119100.0,284559.0,26083.0,214036.0,2016
Inyo County,California,6,27,13.6,24.5,81.7,829.0,331.0,10.8,20.4,18326.0,15003.0,47278.0,6.3,89.7,2092.0,0.4177,7.4,180.0,235500.0,18326.0,28678.0,15003.0,2016
Ionia County,Michigan,26,67,14.2,15.6,79.8,699.0,561.0,14.3,11.4,64126.0,58465.0,50037.0,8.2,92.0,378.0,0.3949,10.2,2392.0,113100.0,64126.0,21526.0,58465.0,2016
Iosco County,Michigan,26,69,22.4,16.3,85.3,607.0,165.0,16.9,27.0,25373.0,24405.0,38900.0,11.5,89.6,240.0,0.4383,6.8,178.0,85500.0,25373.0,23723.0,24405.0,2016
Iowa County,Iowa,19,95,11.5,18.6,79.1,522.0,96.0,9.8,15.6,16326.0,15972.0,55099.0,1.8,94.2,8.0,0.3964,7.5,105.0,139500.0,16326.0,28640.0,15972.0,2016
Iowa County,Wisconsin,55,49,12.3,23.0,78.3,703.0,243.0,9.7,15.7,23751.0,22996.0,56641.0,4.3,94.0,65.0,0.429,6.9,119.0,166900.0,23751.0,29610.0,22996.0,2016
Iredell County,North Carolina,37,97,13.0,25.7,78.0,819.0,1483.0,13.3,13.0,167493.0,136625.0,53937.0,8.6,87.9,749.0,0.4675,8.8,20622.0,169300.0,167493.0,28268.0,136625.0,2016
Irion County,Texas,48,235,10.4,15.7,76.7,859.0,15.0,11.7,15.6,1631.0,1430.0,64100.0,3.3,80.0,0.0,0.4323,8.8,0.0,153000.0,1631.0,31096.0,1430.0,2016
Iron County,Michigan,26,71,19.1,18.1,86.2,504.0,133.0,17.2,26.6,11393.0,10938.0,33137.0,7.7,90.8,144.0,0.4428,5.7,63.0,74800.0,11393.0,22454.0,10938.0,2016
Iron County,Missouri,29,93,25.2,11.4,80.8,542.0,72.0,21.8,16.9,10220.0,9794.0,36354.0,10.3,84.1,71.0,0.4213,9.0,194.0,81800.0,10220.0,19270.0,9794.0,2016
Iron County,Utah,49,21,10.9,28.3,73.9,705.0,432.0,21.5,11.2,47751.0,43623.0,43799.0,8.1,84.1,1235.0,0.439,15.3,342.0,172100.0,47751.0,19085.0,43623.0,2016
Iron County,Wisconsin,55,51,16.8,19.7,86.9,493.0,76.0,12.8,27.1,5850.0,5660.0,41270.0,7.2,91.2,39.0,0.4238,5.3,39.0,107600.0,5850.0,25536.0,5660.0,2016
Iroquois County,Illinois,17,75,14.4,14.6,79.3,619.0,181.0,16.1,18.3,28814.0,27048.0,47823.0,6.7,91.8,12.0,0.4301,8.0,359.0,95100.0,28814.0,25562.0,27048.0,2016
Irwin County,Georgia,13,155,23.7,11.1,79.3,471.0,75.0,24.9,14.5,9365.0,6458.0,29846.0,6.9,81.6,0.0,0.5188,10.0,2616.0,81800.0,9365.0,18514.0,6458.0,2016
Isabella County,Michigan,26,73,12.2,28.2,83.8,705.0,749.0,28.8,10.0,70574.0,62445.0,40706.0,9.9,89.5,1932.0,0.4904,28.3,1755.0,127100.0,70574.0,21387.0,62445.0,2016
Isanti County,Minnesota,27,59,13.0,17.7,78.1,874.0,257.0,7.2,13.0,38461.0,36830.0,62733.0,6.1,93.9,176.0,0.3872,7.7,228.0,166900.0,38461.0,28676.0,36830.0,2016
Island County,Washington,53,29,15.1,31.7,82.4,1085.0,976.0,9.5,20.9,80113.0,68488.0,60261.0,7.7,92.6,877.0,0.425,10.7,2416.0,295800.0,80113.0,32503.0,68488.0,2016
Isle of Wight County,Virginia,51,93,11.5,27.4,80.7,1019.0,285.0,10.9,15.6,36027.0,26162.0,66835.0,8.1,92.6,56.0,0.405,8.3,8055.0,244600.0,36027.0,32090.0,26162.0,2016
Issaquena County,Mississippi,28,55,19.9,9.0,90.9,380.0,10.0,40.4,18.1,1352.0,530.0,24306.0,10.7,86.2,0.0,0.6066,6.4,814.0,57400.0,1352.0,17282.0,530.0,2016
Itasca County,Minnesota,27,61,16.0,22.3,80.9,651.0,292.0,13.3,20.0,45356.0,42163.0,49507.0,6.0,91.8,1594.0,0.4109,7.4,224.0,155400.0,45356.0,25862.0,42163.0,2016
Itawamba County,Mississippi,28,57,20.7,13.1,79.1,637.0,134.0,20.2,15.0,23511.0,21481.0,35380.0,7.2,87.2,1.0,0.4663,11.6,1608.0,84400.0,23511.0,19707.0,21481.0,2016
Izard County,Arkansas,5,65,22.4,12.4,83.2,564.0,76.0,22.0,22.5,13461.0,13044.0,35188.0,9.6,86.9,32.0,0.4192,8.1,166.0,77600.0,13461.0,18964.0,13044.0,2016
Jack County,Texas,48,237,20.2,10.8,81.5,733.0,15.0,17.2,12.8,8866.0,8223.0,50390.0,4.7,81.1,36.0,0.4857,11.7,397.0,77700.0,8866.0,24677.0,8223.0,2016
Jackson County,Alabama,1,71,17.7,12.6,80.3,591.0,362.0,18.8,16.7,52608.0,47949.0,38422.0,8.6,88.1,448.0,0.4543,8.1,1733.0,103800.0,52608.0,20487.0,47949.0,2016
Jackson County,Arkansas,5,67,22.1,8.6,81.4,550.0,119.0,27.1,14.9,17495.0,13874.0,31245.0,7.7,86.3,62.0,0.5096,8.6,2997.0,63600.0,17495.0,18316.0,13874.0,2016
Jackson County,Colorado,8,57,7.9,19.1,83.8,704.0,4.0,13.8,21.1,1306.0,1202.0,45053.0,1.8,87.8,6.0,0.4204,4.9,1.0,170300.0,1306.0,26798.0,1202.0,2016
Jackson County,Florida,12,63,21.0,13.7,84.3,624.0,364.0,22.9,14.1,48721.0,33766.0,35470.0,12.3,87.5,308.0,0.4503,9.2,13015.0,92200.0,48721.0,17222.0,33766.0,2016
Jackson County,Georgia,13,157,13.7,19.1,76.1,770.0,264.0,13.5,11.9,62131.0,54589.0,54246.0,6.8,85.9,135.0,0.432,8.1,4335.0,155900.0,62131.0,23982.0,54589.0,2016
Jackson County,Illinois,17,77,13.1,35.9,83.9,651.0,888.0,28.3,11.3,59188.0,45785.0,33845.0,9.0,91.9,221.0,0.5375,23.2,8510.0,109000.0,59188.0,21948.0,45785.0,2016
Jackson County,Indiana,18,71,13.1,16.2,77.7,705.0,260.0,14.8,13.5,43637.0,40199.0,48546.0,5.6,89.0,118.0,0.4097,8.0,238.0,115100.0,43637.0,23098.0,40199.0,2016
Jackson County,Iowa,19,97,12.6,16.5,80.8,615.0,239.0,13.8,17.6,19529.0,18947.0,49115.0,4.8,93.2,15.0,0.422,7.6,70.0,116400.0,19529.0,25865.0,18947.0,2016
Jackson County,Kansas,20,85,16.2,20.4,76.9,639.0,81.0,8.2,15.9,13365.0,11608.0,54700.0,5.2,94.1,930.0,0.3996,7.9,77.0,121000.0,13365.0,26027.0,11608.0,2016
Jackson County,Kentucky,21,109,31.0,11.2,78.9,532.0,127.0,33.1,14.2,13357.0,13275.0,30884.0,12.8,86.0,3.0,0.4572,8.1,19.0,79400.0,13357.0,16713.0,13275.0,2016
Jackson County,Michigan,26,75,15.4,20.6,80.3,723.0,1592.0,16.7,14.0,159483.0,139499.0,47709.0,8.9,91.5,741.0,0.4415,9.4,13659.0,115700.0,159483.0,24444.0,139499.0,2016
Jackson County,Minnesota,27,63,9.7,21.2,79.7,575.0,85.0,9.0,18.0,10163.0,9713.0,55114.0,3.3,95.9,9.0,0.4101,7.5,23.0,115100.0,10163.0,28958.0,9713.0,2016
Jackson County,Mississippi,28,59,17.6,20.5,77.5,827.0,826.0,15.6,13.1,140850.0,101277.0,49158.0,8.7,84.0,498.0,0.4568,9.0,30621.0,120800.0,140850.0,24350.0,101277.0,2016
Jackson County,Missouri,29,95,13.5,29.4,77.4,820.0,8452.0,17.2,11.8,683643.0,455236.0,48104.0,6.7,86.7,3457.0,0.4703,8.9,162364.0,127400.0,683643.0,27665.0,455236.0,2016
Jackson County,North Carolina,37,99,12.7,29.4,82.9,671.0,370.0,23.1,16.2,41227.0,34411.0,40278.0,5.1,85.9,3504.0,0.4626,18.7,1274.0,172800.0,41227.0,21903.0,34411.0,2016
Jackson County,Ohio,39,79,21.2,16.9,77.5,675.0,321.0,23.0,13.8,32717.0,31754.0,40330.0,11.2,90.2,14.0,0.4429,7.9,244.0,90800.0,32717.0,20583.0,31754.0,2016
Jackson County,Oklahoma,40,65,15.2,20.6,75.6,688.0,315.0,16.8,12.4,25864.0,18159.0,44331.0,5.5,85.5,464.0,0.4494,11.8,1948.0,89100.0,25864.0,23616.0,18159.0,2016
Jackson County,Oregon,41,29,17.2,26.1,80.6,895.0,2218.0,18.0,18.9,210916.0,192714.0,46343.0,8.9,88.5,1573.0,0.4587,8.3,1439.0,224500.0,210916.0,25612.0,192714.0,2016
Jackson County,South Dakota,46,71,14.4,18.6,72.8,448.0,8.0,36.5,14.4,3268.0,1435.0,41510.0,15.9,76.4,1660.0,0.4519,12.2,7.0,54700.0,3268.0,17601.0,1435.0,2016
Jackson County,Tennessee,47,87,21.8,8.0,82.4,473.0,113.0,25.0,19.6,11526.0,11191.0,32676.0,10.6,85.7,0.0,0.4519,7.7,53.0,99500.0,11526.0,17675.0,11191.0,2016
Jackson County,Texas,48,239,17.7,17.3,77.5,808.0,91.0,13.0,15.0,14678.0,12787.0,56601.0,5.1,85.1,16.0,0.4255,8.0,1074.0,89900.0,14678.0,25594.0,12787.0,2016
Jackson County,West Virginia,54,35,17.9,17.7,79.7,588.0,79.0,14.9,17.4,29199.0,28517.0,40949.0,5.4,92.1,141.0,0.4403,7.9,21.0,113400.0,29199.0,22591.0,28517.0,2016
Jackson County,Wisconsin,55,53,13.5,13.9,81.0,615.0,128.0,13.1,16.2,20566.0,18151.0,49608.0,5.6,89.9,1222.0,0.3996,8.4,412.0,129100.0,20566.0,24074.0,18151.0,2016
Jackson Parish,Louisiana,22,49,22.8,13.6,79.3,496.0,175.0,27.2,15.9,15999.0,10871.0,38310.0,5.6,86.7,4.0,0.4573,8.5,4837.0,85300.0,15999.0,19293.0,10871.0,2016
James City County,Virginia,51,95,11.7,47.8,80.9,1214.0,643.0,7.9,21.8,71900.0,57738.0,80226.0,4.9,92.4,298.0,0.441,8.0,9505.0,318700.0,71900.0,41314.0,57738.0,2016
Jasper County,Georgia,13,159,16.8,10.4,77.0,796.0,126.0,20.1,14.1,13571.0,10258.0,41434.0,8.8,84.5,14.0,0.4371,8.1,2779.0,115000.0,13571.0,20685.0,10258.0,2016
Jasper County,Illinois,17,79,16.3,18.3,79.4,540.0,43.0,8.2,16.7,9592.0,9461.0,56305.0,4.0,93.3,13.0,0.3814,6.8,64.0,98700.0,9592.0,25811.0,9461.0,2016
Jasper County,Indiana,18,73,12.6,16.5,78.5,735.0,244.0,7.7,14.2,33461.0,32002.0,55485.0,6.4,91.3,60.0,0.3755,10.0,304.0,149100.0,33461.0,24839.0,32002.0,2016
Jasper County,Iowa,19,99,14.0,17.9,80.0,697.0,251.0,9.3,15.3,36715.0,35174.0,55503.0,4.9,93.8,71.0,0.4019,8.4,550.0,118600.0,36715.0,26507.0,35174.0,2016
Jasper County,Mississippi,28,61,19.7,13.7,78.9,676.0,68.0,22.1,17.3,16538.0,7576.0,34993.0,6.5,86.7,1.0,0.4802,9.0,8859.0,65500.0,16538.0,19363.0,7576.0,2016
