County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,asian_population,per_capita_income,total_population_race,median_home_value,black_population,age_18_and_under_percentage,Year
Dillon County,South Carolina,45,33,15160,31733,11.3,115,551,75.9,0.4665,738,26668,15160,14569,31733,63300,14899,9.8,2012
Dimmit County,Texas,48,127,9374,10054,14.6,19,534,74.9,0.4813,11,32960,9374,15995,10054,47900,57,11.9,2012
Dinwiddie County,Virginia,51,53,18006,27926,12.9,104,878,80.1,0.3957,62,51582,18006,23257,27926,164600,9280,10.1,2012
Divide County,North Dakota,38,23,2056,2095,23.4,0,455,85.0,0.4997,33,51208,2056,33879,2095,62600,0,7.1,2012
Dixie County,Florida,12,29,14248,16301,18.4,68,585,80.6,0.4061,39,35476,14248,17508,16301,88900,1532,9.4,2012
Dixon County,Nebraska,31,51,5810,5982,15.4,76,531,75.8,0.392,33,45814,5810,22443,5982,75500,19,6.3,2012
Doddridge County,West Virginia,54,17,8008,8147,14.5,44,520,82.2,0.4046,1,31261,8008,15491,8147,78500,45,9.5,2012
Dodge County,Georgia,13,91,14721,21509,11.0,179,552,80.2,0.4258,28,36042,14721,17275,21509,67900,6452,11.3,2012
Dodge County,Minnesota,27,39,19493,20071,11.1,60,659,73.9,0.3683,23,66959,19493,28270,20071,160400,112,7.6,2012
Dodge County,Nebraska,31,53,35222,36590,16.3,394,634,77.7,0.4049,234,46475,35222,23787,36590,109900,131,8.1,2012
Dodge County,Wisconsin,55,27,83809,88741,12.4,797,736,81.3,0.383,300,53782,83809,24907,88741,156000,2453,8.6,2012
Dolores County,Colorado,8,33,1745,1806,21.7,0,574,78.9,0.4266,19,43098,1745,24392,1806,123000,0,3.4,2012
Dona Ana County,New Mexico,35,13,186963,208794,11.8,2165,681,75.5,0.4674,2345,38462,186963,19517,208794,142700,3340,13.5,2012
Doniphan County,Kansas,20,43,7317,7931,13.6,91,518,81.5,0.3905,75,46346,7317,22427,7931,85000,274,15.4,2012
Donley County,Texas,48,129,3400,3652,19.5,30,572,81.1,0.4116,11,41875,3400,21867,3652,55900,175,13.2,2012
Dooly County,Georgia,13,93,6568,14528,11.5,118,505,82.7,0.4845,15,30789,6568,15733,14528,66600,7505,10.6,2012
Door County,Wisconsin,55,29,26827,27872,20.8,127,679,84.4,0.4409,135,48707,26827,30509,27872,192300,140,6.1,2012
Dorchester County,Maryland,24,19,22064,32570,16.5,477,808,79.7,0.4526,63,46199,22064,26505,32570,200000,9057,7.9,2012
Dorchester County,South Carolina,45,35,94229,136836,9.1,769,948,75.4,0.406,928,54912,94229,24736,136836,169800,34468,8.9,2012
Dougherty County,Georgia,13,95,28204,94591,10.5,1315,674,75.0,0.5166,119,31789,28204,19140,94591,101900,63492,13.0,2012
Douglas County,Colorado,8,35,261685,286883,7.0,1577,1237,72.0,0.3859,790,101108,261685,43195,286883,335300,3202,5.7,2012
Douglas County,Georgia,13,97,73116,132124,7.7,1426,926,74.1,0.4004,529,54526,73116,24115,132124,146900,52129,9.0,2012
Douglas County,Illinois,17,41,19081,19908,13.4,72,666,76.2,0.397,34,50589,19081,23870,19908,98800,82,8.3,2012
Douglas County,Kansas,20,45,94812,111073,7.8,1291,826,82.5,0.4656,2517,48395,94812,25723,111073,178700,4218,25.6,2012
Douglas County,Minnesota,27,41,35379,36167,18.0,380,623,80.6,0.4112,139,50365,35379,26778,36167,190500,210,9.3,2012
Douglas County,Missouri,29,67,13475,13690,18.7,93,516,80.4,0.4311,62,31277,13475,16435,13690,108400,9,7.7,2012
Douglas County,Nebraska,31,55,405196,518271,9.2,5847,770,75.8,0.4677,3512,53295,405196,29097,518271,142900,58444,10.2,2012
Douglas County,Nevada,32,5,42561,47056,20.5,539,1037,81.5,0.4531,1009,61099,42561,34743,47056,303800,190,6.8,2012
Douglas County,Oregon,41,19,100130,107391,20.0,1161,737,81.4,0.4187,1912,40096,100130,21459,107391,179500,352,7.9,2012
Douglas County,South Dakota,46,43,2897,2992,21.6,18,516,80.3,0.4373,63,48836,2897,26756,2992,69000,0,6.6,2012
Douglas County,Washington,53,17,28809,38369,13.2,397,753,75.6,0.3876,413,52285,28809,22870,38369,213900,96,8.9,2012
Douglas County,Wisconsin,55,31,40981,43963,13.2,556,660,80.7,0.4144,812,45370,40981,24943,43963,132000,596,10.0,2012
Drew County,Arkansas,5,43,12943,18615,13.4,219,599,78.9,0.4603,12,32087,12943,17790,18615,80700,5271,13.9,2012
DuPage County,Illinois,17,43,738739,918608,10.1,7969,1079,77.6,0.4428,1429,78538,738739,38398,918608,298500,41842,9.1,2012
Dubois County,Indiana,18,37,40838,41995,12.4,298,621,77.8,0.4018,62,54168,40838,25731,41995,132200,181,7.4,2012
Dubuque County,Iowa,19,61,88413,93776,13.1,806,643,78.5,0.4195,162,50885,88413,26034,93776,144300,1359,10.8,2012
Duchesne County,Utah,49,13,17023,18537,10.3,107,771,71.1,0.3891,911,55724,17023,23730,18537,169500,71,9.1,2012
Dukes County,Massachusetts,25,7,15181,16581,14.9,44,1252,83.0,0.4573,179,65896,15181,33125,16581,656000,656,6.8,2012
Dundy County,Nebraska,31,57,1981,1996,18.6,13,455,81.3,0.4705,0,39596,1981,26726,1996,72500,3,4.2,2012
Dunklin County,Missouri,29,69,27972,31970,14.6,443,497,76.0,0.4632,94,30379,27972,17778,31970,69200,3183,7.7,2012
Dunn County,North Dakota,38,25,3110,3648,16.6,11,448,82.8,0.4731,322,54539,3110,32625,3648,88300,10,8.0,2012
Dunn County,Wisconsin,55,33,41585,43788,11.1,285,680,81.9,0.4012,233,47847,41585,22242,43788,157800,222,20.5,2012
Duplin County,North Carolina,37,61,33479,58510,12.0,484,579,75.9,0.4322,56,33896,33479,16927,58510,86400,14888,9.1,2012
Durham County,North Carolina,37,63,131635,269283,8.4,4621,840,78.1,0.4641,1086,50997,131635,28634,269283,179800,100777,11.8,2012
Dutchess County,New York,36,27,235943,297291,12.0,2189,1086,80.6,0.428,684,71508,235943,33037,297291,299400,29134,11.1,2012
Duval County,Florida,12,31,535374,866431,9.6,10826,930,77.9,0.4617,2616,48906,535374,26170,866431,161200,254680,10.9,2012
Duval County,Texas,48,131,10752,11821,13.2,70,620,79.3,0.4748,78,35167,10752,17945,11821,50700,164,12.9,2012
Dyer County,Tennessee,47,45,31226,38234,12.0,475,605,77.1,0.4475,12,38167,31226,20444,38234,96500,5605,7.7,2012
Eagle County,Colorado,8,37,46717,51850,5.5,538,1204,79.2,0.4722,228,71030,46717,38665,51850,491500,156,9.1,2012
Early County,Georgia,13,99,5215,10928,14.3,36,524,75.3,0.484,0,29772,5215,17945,10928,81600,5549,9.0,2012
East Baton Rouge Parish,Louisiana,22,33,217198,439662,9.5,4693,807,78.1,0.4851,611,48274,217198,27267,439662,164600,199527,15.0,2012
East Carroll Parish,Louisiana,22,35,2266,7738,9.9,49,457,77.4,0.526,23,25413,2266,12870,7738,49000,5401,9.9,2012
East Feliciana Parish,Louisiana,22,37,10784,20252,11.8,139,608,83.2,0.4653,77,43868,10784,21474,20252,111700,9143,9.8,2012
Eastland County,Texas,48,133,17031,18519,18.1,152,568,80.9,0.5234,29,35044,17031,21895,18519,67300,368,11.4,2012
Eaton County,Michigan,26,45,95245,107861,12.7,1024,744,79.2,0.3844,298,55301,95245,26591,107861,143300,6262,9.5,2012
Eau Claire County,Wisconsin,55,35,92174,98952,11.0,1085,692,80.0,0.4451,402,47821,92174,25437,98952,150600,922,17.0,2012
Echols County,Georgia,13,101,2958,4024,8.2,15,596,79.3,0.4789,0,27933,2958,15015,4024,92000,85,14.8,2012
Ector County,Texas,48,135,117399,138193,8.8,993,740,72.9,0.4611,1003,50851,117399,24358,138193,88300,5928,11.7,2012
Eddy County,New Mexico,35,15,46503,53693,12.4,343,682,75.9,0.4838,772,47940,46503,27092,53693,105400,287,9.3,2012
Eddy County,North Dakota,38,27,2300,2393,19.3,12,418,82.6,0.4188,50,40000,2300,23125,2393,56900,5,7.4,2012
Edgar County,Illinois,17,45,18169,18513,15.8,113,580,80.0,0.4503,7,42730,18169,23724,18513,72500,73,7.7,2012
Edgecombe County,North Carolina,37,65,21988,56253,12.5,504,632,75.6,0.4412,261,33917,21988,17247,56253,81100,32199,9.3,2012
Edgefield County,South Carolina,45,37,15921,26763,10.9,81,575,82.7,0.4471,64,44208,15921,20567,26763,106900,10162,9.3,2012
Edmonson County,Kentucky,21,61,11921,12141,15.5,67,553,80.8,0.4317,8,35243,11921,18775,12141,91400,146,12.5,2012
Edmunds County,South Dakota,46,45,3974,4050,19.0,1,558,78.3,0.4249,33,51379,3974,26173,4050,83800,0,7.1,2012
Edwards County,Illinois,17,47,6523,6691,15.2,54,467,79.8,0.4057,0,39238,6523,20758,6691,62100,63,7.6,2012
Edwards County,Kansas,20,47,2868,3021,16.9,20,506,77.3,0.4168,0,43953,2868,23360,3021,54900,9,5.7,2012
Edwards County,Texas,48,137,1943,2023,24.4,0,488,79.8,0.5405,0,41613,1943,27577,2023,62400,5,8.0,2012
Effingham County,Georgia,13,103,43229,52203,8.5,384,905,74.4,0.3784,199,62953,43229,24943,52203,156900,7121,8.6,2012
Effingham County,Illinois,17,49,33428,34258,12.9,241,552,76.7,0.4335,23,51009,33428,26029,34258,112800,87,8.8,2012
El Dorado County,California,6,17,157401,180441,14.0,1754,1109,80.1,0.4248,1790,70117,157401,34571,180441,378400,1354,8.1,2012
El Paso County,Colorado,8,41,508314,622816,8.8,7909,884,76.3,0.4364,4847,57531,508314,28776,622816,217500,37927,12.0,2012
El Paso County,Texas,48,141,643658,801115,8.8,9053,695,72.3,0.467,4482,39699,643658,18086,801115,111000,25217,12.2,2012
Elbert County,Colorado,8,39,21930,23058,10.0,90,1088,78.5,0.3789,163,80811,21930,35034,23058,334400,73,6.3,2012
Elbert County,Georgia,13,105,13342,20103,14.8,204,566,78.6,0.4378,40,35053,13342,18536,20103,85100,6083,10.5,2012
Elk County,Kansas,20,49,2710,2856,22.8,22,439,81.4,0.4116,11,33239,2710,19816,2856,53400,24,5.4,2012
Elk County,Pennsylvania,42,47,31438,31981,16.8,164,562,82.5,0.3844,48,44741,31438,23497,31981,92300,178,6.7,2012
Elkhart County,Indiana,18,39,168630,198214,10.4,1460,712,73.9,0.427,606,46712,168630,21866,198214,125900,11455,9.2,2012
Elko County,Nevada,32,7,43614,49133,8.3,456,863,74.5,0.3645,2658,70411,43614,27440,49133,183600,501,9.8,2012
Elliott County,Kentucky,21,63,7468,7774,12.5,41,445,83.2,0.4651,0,24841,7468,13226,7774,69800,227,12.3,2012
Ellis County,Kansas,20,51,26895,28525,11.6,331,582,80.7,0.4519,38,44253,26895,24625,28525,134700,304,19.0,2012
Ellis County,Oklahoma,40,45,3908,4095,17.2,2,513,78.5,0.4485,44,47933,3908,26543,4095,74000,12,5.6,2012
Ellis County,Texas,48,139,123150,149712,9.1,1078,886,73.8,0.4021,2198,62832,123150,26061,149712,139000,13233,9.4,2012
Ellsworth County,Kansas,20,53,5971,6477,14.8,58,487,85.7,0.4011,19,46350,5971,23437,6477,71100,300,12.2,2012
Elmore County,Alabama,1,51,60119,79330,11.1,443,736,78.6,0.4039,327,55514,60119,24007,79330,143900,16036,10.3,2012
Elmore County,Idaho,16,39,22359,26655,9.1,237,676,75.8,0.3832,337,43886,22359,20480,26655,142000,774,14.2,2012
Emanuel County,Georgia,13,107,13889,22600,11.9,196,538,77.9,0.4715,97,31675,13889,16294,22600,72700,7606,11.2,2012
Emery County,Utah,49,15,10490,10902,12.2,59,608,71.0,0.3482,49,51372,10490,20075,10902,120600,47,8.3,2012
Emmet County,Iowa,19,63,9685,10263,15.8,86,607,80.8,0.4797,19,46547,9685,26740,10263,83600,92,12.1,2012
Emmet County,Michigan,26,47,30480,32799,15.5,292,732,79.5,0.4778,909,50686,30480,29857,32799,175700,198,7.8,2012
Emmons County,North Dakota,38,29,3521,3544,24.8,19,386,81.9,0.4906,9,37304,3521,25134,3544,68500,0,5.6,2012
Emporia City,Virginia,51,595,1862,5825,15.0,90,618,79.3,0.5053,13,29093,1862,17840,5825,95500,3729,9.3,2012
Erath County,Texas,48,143,33456,38192,11.0,305,647,79.4,0.4964,283,40176,33456,22048,38192,116900,416,19.3,2012
Erie County,New York,36,29,736093,919542,13.3,10305,713,80.1,0.4563,4793,49977,736093,27700,919542,123400,122004,11.0,2012
Erie County,Ohio,39,43,67307,76952,16.2,680,690,80.0,0.4376,317,46906,67307,25867,76952,139100,6433,7.7,2012
Erie County,Pennsylvania,42,49,247864,280181,12.5,2737,645,79.3,0.4505,728,45249,247864,23974,280181,115400,19659,11.7,2012
Escambia County,Alabama,1,53,24024,38122,12.6,142,558,81.2,0.4656,1418,31075,24024,16294,38122,85300,12280,8.6,2012
Escambia County,Florida,12,33,207451,298864,12.7,4028,853,80.6,0.4523,1729,43806,207451,23396,298864,137300,66734,14.1,2012
Essex County,Massachusetts,25,9,605090,744961,12.3,10068,1026,78.4,0.4755,1189,66918,605090,35369,744961,354700,26816,9.3,2012
Essex County,New Jersey,34,13,339640,783840,9.7,13323,1038,76.7,0.5313,2084,55027,339640,32171,783840,376900,317719,10.0,2012
Essex County,New York,36,31,36708,39309,15.8,354,743,84.3,0.4234,53,47400,36708,25964,39309,149900,1185,8.5,2012
Essex County,Vermont,50,9,6123,6316,18.9,24,652,82.7,0.4066,29,37214,6123,20939,6316,123300,34,6.3,2012
Essex County,Virginia,51,57,6526,11130,17.1,17,793,81.2,0.394,64,42446,6526,21522,11130,165700,4300,10.2,2012
Estill County,Kentucky,21,65,14386,14647,13.7,87,488,78.9,0.4767,36,28684,14386,16653,14647,73800,38,7.5,2012
Etowah County,Alabama,1,55,85430,104317,13.6,808,608,78.4,0.4514,354,37660,85430,20672,104317,101200,15745,9.0,2012
Eureka County,Nevada,32,11,1672,1809,16.6,10,704,75.6,0.3705,70,61331,1672,25843,1809,115400,11,3.8,2012
Evangeline Parish,Louisiana,22,39,23497,33989,11.4,291,504,75.0,0.4838,65,32125,23497,17784,33989,78100,9623,10.8,2012
Evans County,Georgia,13,109,6614,10935,11.6,54,537,76.5,0.4361,33,36602,6614,18588,10935,89600,3158,11.2,2012
Fairbanks North Star Borough,Alaska,2,90,75945,97523,6.2,1305,1157,77.5,0.4066,6458,69485,75945,32344,97523,213500,4482,15.0,2012
Fairfax City,Virginia,51,600,16371,22712,11.5,386,1643,80.8,0.4037,137,98563,16371,45157,22712,465100,1079,11.8,2012
Fairfax County,Virginia,51,59,691090,1083770,9.1,11749,1621,77.8,0.4167,4623,109383,691090,50532,1083770,480200,99298,8.2,2012
Fairfield County,Connecticut,9,1,699870,918892,11.8,8501,1279,77.0,0.5376,1439,82614,699870,48900,918892,447500,99871,8.4,2012
Fairfield County,Ohio,39,45,131999,146138,11.1,1490,773,76.5,0.4129,163,58971,131999,27134,146138,166200,8090,8.4,2012
Fairfield County,South Carolina,45,39,9111,23804,13.8,167,582,79.2,0.4875,0,35452,9111,20162,23804,92500,14372,8.3,2012
Fall River County,South Dakota,46,47,6318,7028,21.6,90,478,82.2,0.4872,382,33703,6318,24073,7028,88000,19,6.3,2012
Fallon County,Montana,30,25,2989,3051,15.9,12,473,76.6,0.4504,5,49732,2989,28047,3051,101200,0,6.9,2012
Falls Church City,Virginia,51,610,9533,12300,9.2,140,1510,77.1,0.4019,8,122844,9533,57784,12300,645600,634,8.8,2012
Falls County,Texas,48,145,12351,17756,15.0,179,591,80.6,0.4338,54,33744,12351,16384,17756,61200,4386,10.8,2012
Fannin County,Georgia,13,111,22761,23554,21.0,217,612,82.4,0.4257,201,35446,22761,19865,23554,163900,138,6.8,2012
Fannin County,Texas,48,147,29744,33867,15.3,235,669,81.5,0.4254,264,43382,29744,20072,33867,91700,2295,10.0,2012
Faribault County,Minnesota,27,43,14104,14546,18.2,75,491,80.4,0.4321,59,43835,14104,24690,14546,87000,75,7.5,2012
Faulk County,South Dakota,46,49,2346,2374,22.7,28,423,80.4,0.47,22,39714,2346,22394,2374,59000,0,9.7,2012
Faulkner County,Arkansas,5,45,97018,113730,8.9,1161,704,76.8,0.4309,499,49008,97018,23763,113730,135300,11872,15.3,2012
Fauquier County,Virginia,51,61,57199,65495,11.9,433,1138,77.1,0.4231,32,88687,57199,40080,65495,363600,5393,7.5,2012
Fayette County,Alabama,1,57,14921,17219,16.0,145,456,79.1,0.4414,38,33090,14921,18675,17219,72600,1942,8.8,2012
Fayette County,Georgia,13,113,77040,106525,12.1,644,1074,76.9,0.4106,185,81242,77040,35743,106525,239500,21297,8.1,2012
Fayette County,Illinois,17,51,20711,22082,13.9,99,522,79.3,0.4276,15,43724,20711,22194,22082,79600,397,9.6,2012
Fayette County,Indiana,18,41,23477,24220,15.2,127,640,78.2,0.4361,5,36602,23477,18649,24220,81500,293,7.5,2012
Fayette County,Iowa,19,65,20208,20894,16.6,148,512,79.7,0.4005,97,42995,20208,22335,20894,82800,186,10.7,2012
Fayette County,Kentucky,21,67,227058,296766,8.8,4337,731,80.3,0.489,694,48779,227058,29339,296766,163000,42188,14.4,2012
Fayette County,Ohio,39,47,27380,28931,13.4,487,698,78.1,0.4218,112,38864,27380,20594,28931,110000,627,8.3,2012
Fayette County,Pennsylvania,42,51,127766,136914,15.3,920,560,81.8,0.4322,204,38108,127766,20663,136914,83500,5837,8.5,2012
Fayette County,Tennessee,47,47,26442,38370,14.2,162,661,78.3,0.4591,42,56297,26442,28541,38370,173700,10864,7.0,2012
Fayette County,Texas,48,149,22146,24557,20.1,165,677,79.5,0.4822,2,45478,22146,27520,24557,131000,1771,6.5,2012
Fayette County,West Virginia,54,19,42903,46000,14.4,243,524,81.5,0.4299,103,34891,42903,18722,46000,70900,2257,8.4,2012
Fentress County,Tennessee,47,49,17586,17945,16.0,113,511,78.3,0.4888,67,27773,17586,17106,17945,95100,39,7.9,2012
Fergus County,Montana,30,27,11122,11507,20.4,175,620,83.2,0.4277,188,39276,11122,24212,11507,116200,11,6.1,2012
Ferry County,Washington,53,19,5758,7584,18.2,68,546,84.1,0.4504,1304,35742,5758,19320,7584,154400,51,11.9,2012
Fillmore County,Minnesota,27,45,20509,20880,17.1,182,571,77.8,0.4133,45,48717,20509,24859,20880,136400,35,7.3,2012
Fillmore County,Nebraska,31,59,5692,5867,20.0,13,521,79.7,0.389,29,45970,5692,24286,5867,77200,57,6.5,2012
Finney County,Kansas,20,55,31698,36608,7.7,182,653,70.7,0.4182,158,49617,31698,21925,36608,106900,871,11.6,2012
Fisher County,Texas,48,151,3269,3963,20.1,13,504,80.4,0.4711,34,42900,3269,22401,3963,57600,179,11.6,2012
Flagler County,Florida,12,35,77586,95987,24.5,849,1040,81.8,0.4279,195,48134,77586,24788,95987,180300,11032,7.0,2012
Flathead County,Montana,30,29,87017,90967,13.8,1134,768,78.4,0.4509,1416,45545,87017,25616,90967,231300,209,7.7,2012
Fleming County,Kentucky,21,69,13995,14415,13.5,130,552,77.3,0.4479,14,32677,13995,18449,14415,82000,172,7.8,2012
Florence County,South Carolina,45,41,76054,136714,11.5,1490,644,76.5,0.4668,167,41738,76054,22381,136714,112300,56292,9.6,2012
Florence County,Wisconsin,55,37,4239,4486,19.2,29,608,83.1,0.3794,111,44652,4239,22128,4486,140300,0,4.9,2012
Floyd County,Georgia,13,115,75976,96204,12.5,1233,698,77.2,0.4595,520,41442,75976,20769,96204,115000,13764,10.3,2012
Floyd County,Indiana,18,43,67975,74601,11.3,849,713,78.3,0.4346,75,53208,67975,27101,74601,150600,3463,9.3,2012
Floyd County,Iowa,19,67,15605,16204,17.9,86,501,79.4,0.4232,0,42386,15605,23480,16204,89200,224,7.2,2012
Floyd County,Kentucky,21,71,38698,39454,12.1,236,555,78.4,0.4748,60,29237,38698,17146,39454,69600,351,8.6,2012
Floyd County,Texas,48,153,5728,6439,16.1,89,572,72.5,0.4478,7,35323,5728,19112,6439,58800,150,7.0,2012
Floyd County,Virginia,51,63,14590,15268,16.4,78,546,79.2,0.4081,165,44038,14590,21855,15268,151500,186,6.0,2012
Fluvanna County,Virginia,51,65,20836,25749,16.2,84,1001,77.0,0.4014,74,71181,20836,30337,25749,234700,4006,5.4,2012
Foard County,Texas,48,155,1171,1273,22.1,13,386,81.6,0.404,0,32443,1171,18954,1273,37700,10,1.5,2012
Fond du Lac County,Wisconsin,55,39,95928,101577,12.9,792,674,79.2,0.4063,415,53399,95928,26331,101577,145800,1068,9.2,2012
Ford County,Illinois,17,53,13705,14045,15.5,39,576,78.1,0.4382,25,50203,13705,26042,14045,91500,75,7.7,2012
Ford County,Kansas,20,57,29712,33725,8.4,116,600,72.1,0.3962,301,50577,29712,20398,33725,87300,597,11.0,2012
Forest County,Pennsylvania,42,53,6095,7664,15.0,18,471,93.1,0.3881,63,36686,6095,14491,7664,81000,1245,15.3,2012
Forest County,Wisconsin,55,41,7719,9361,19.8,34,452,80.0,0.4162,1246,40215,7719,20684,9361,121600,79,9.2,2012
Forrest County,Mississippi,28,35,45440,75378,10.0,1198,668,77.9,0.5085,82,35459,45440,20182,75378,114800,27418,15.8,2012
Forsyth County,Georgia,13,117,152592,177103,8.4,657,1113,72.2,0.4054,458,87585,152592,34742,177103,265900,4819,6.5,2012
Forsyth County,North Carolina,37,67,229686,351368,11.4,4186,701,76.9,0.4788,767,45809,229686,26377,351368,151700,92066,9.9,2012
Fort Bend County,Texas,48,157,317324,587666,6.9,2396,1140,73.0,0.42,1488,84211,317324,33343,587666,179800,125758,8.6,2012
Foster County,North Dakota,38,31,3325,3368,19.2,22,467,81.6,0.5149,12,49516,3325,33164,3368,83700,1,7.9,2012
Fountain County,Indiana,18,45,16766,17212,15.5,128,620,78.7,0.3777,44,45919,16766,22275,17212,89900,54,8.1,2012
Franklin City,Virginia,51,620,3379,8531,14.7,317,730,76.4,0.4537,0,33447,3379,18883,8531,195400,4916,12.0,2012
Franklin County,Alabama,1,59,28001,31664,12.9,298,517,77.6,0.4483,157,37235,28001,19282,31664,82000,1469,10.0,2012
Franklin County,Arkansas,5,47,17262,18110,15.2,81,578,78.7,0.4375,126,35918,17262,18694,18110,92500,156,9.5,2012
Franklin County,Florida,12,37,9528,11545,15.9,66,700,87.1,0.4775,16,37428,9528,20546,11545,159800,1724,8.2,2012
Franklin County,Georgia,13,119,19219,22070,14.5,200,550,79.4,0.4456,29,32179,19219,18441,22070,129700,1931,9.8,2012
Franklin County,Idaho,16,41,12111,12739,11.7,89,623,67.7,0.3801,54,47598,12111,18593,12739,163000,23,7.9,2012
Franklin County,Illinois,17,55,38646,39518,16.2,322,557,79.3,0.4145,46,37158,38646,20233,39518,63900,69,8.1,2012
Franklin County,Indiana,18,47,22735,23108,12.7,155,640,76.8,0.41,41,50271,22735,23785,23108,151900,17,7.6,2012
Franklin County,Iowa,19,69,9782,10650,16.6,29,532,79.5,0.4174,2,49144,9782,25102,10650,85200,19,8.0,2012
Franklin County,Kansas,20,59,24370,25916,12.7,394,719,75.7,0.3811,121,50240,24370,23193,25916,120000,185,8.7,2012
Franklin County,Kentucky,21,73,41306,49399,12.4,462,658,80.0,0.4251,35,47086,41306,26367,49399,142200,5204,10.6,2012
Franklin County,Maine,23,7,29738,30704,16.2,252,610,81.6,0.4307,76,39416,29738,21744,30704,130300,94,10.9,2012
Franklin County,Massachusetts,25,11,67612,71489,13.6,771,835,82.2,0.4176,204,53298,67612,28841,71489,221700,644,8.7,2012
Franklin County,Mississippi,28,37,5160,8055,14.6,44,533,75.3,0.5387,31,31819,5160,20527,8055,64900,2787,8.1,2012
Franklin County,Missouri,29,71,98448,101440,12.2,636,646,77.4,0.4268,266,48322,98448,24247,101440,150100,1270,8.7,2012
Franklin County,Nebraska,31,61,3141,3196,22.2,13,499,80.8,0.4474,10,42054,3141,24321,3196,50300,7,6.5,2012
Franklin County,New York,36,33,43360,51698,11.0,389,643,83.1,0.4281,2798,45702,43360,21570,51698,95700,3333,11.7,2012
