County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_household_income,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,high_school_only_percentage,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income,Year
Lynchburg City,Virginia,76.4647906456294,51,680,12.3,835.0,50.0,33.6,1274.0,51573.0,79237.0,18.6,22.3,41971.0,175.0,4.3,89.8,7.4,0.4808,24.8,153800.0,19.3,22555.0,79237.0,51573.0,22439.0,2017
Lynn County,Texas,76.6303993476743,48,305,18.4,663.0,35.6,17.0,45.0,4786.0,5785.0,22.4,18.0,44922.0,46.0,11.6,79.3,8.1,0.4996,32.5,76800.0,26.5,95.0,5785.0,4786.0,26758.0,2017
Lyon County,Iowa,80.8927150722829,19,119,10.2,633.0,34.1,21.7,38.0,11398.0,11745.0,23.1,4.9,62012.0,66.0,4.6,95.6,2.4,0.3838,36.7,125200.0,28.3,8.0,11745.0,11398.0,28356.0,2017
Lyon County,Kansas,78.3682767829173,20,111,12.6,643.0,44.0,27.1,388.0,29484.0,33302.0,19.2,18.6,42992.0,182.0,5.9,89.2,5.8,0.4618,32.2,98500.0,22.5,728.0,33302.0,29484.0,24307.0,2017
Lyon County,Kentucky,76.023565601507,21,143,21.1,481.0,32.4,14.0,67.0,7590.0,8268.0,33.2,14.1,50268.0,43.0,3.3,91.4,3.4,0.4545,40.3,122900.0,14.2,445.0,8268.0,7590.0,27098.0,2017
Lyon County,Minnesota,80.2103189684499,27,83,10.0,621.0,39.5,26.5,314.0,22719.0,25789.0,20.4,13.7,54181.0,111.0,3.3,94.4,3.6,0.4693,33.4,135900.0,24.8,862.0,25789.0,22719.0,30203.0,2017
Lyon County,Nevada,76.2037901870983,32,19,19.1,919.0,33.7,14.7,317.0,44910.0,52303.0,27.8,13.7,50920.0,1248.0,4.8,88.4,9.8,0.3935,31.6,158000.0,22.1,545.0,52303.0,44910.0,25063.0,2017
Mackinac County,Michigan,78.1559547165445,26,97,18.8,570.0,28.7,19.1,62.0,8090.0,10836.0,35.2,15.4,42559.0,1852.0,2.9,87.7,10.5,0.44,36.1,125100.0,16.5,258.0,10836.0,8090.0,26967.0,2017
Macomb County,Michigan,77.8830241581285,26,99,14.0,916.0,37.7,24.2,8309.0,709260.0,864019.0,22.3,11.8,58175.0,2504.0,3.8,93.2,6.6,0.4253,29.9,146700.0,21.7,95399.0,864019.0,709260.0,29740.0,2017
Macon County,Alabama,72.9264822618015,1,87,16.3,603.0,42.0,20.1,166.0,3060.0,19358.0,25.1,25.9,32308.0,55.0,4.8,89.9,14.5,0.5056,32.3,77100.0,18.0,15903.0,19358.0,3060.0,19564.0,2017
Macon County,Georgia,73.7317039474685,13,193,19.1,562.0,40.2,8.6,87.0,4778.0,13675.0,21.4,28.6,30851.0,61.0,9.1,79.4,16.8,0.4989,33.8,61300.0,19.5,8114.0,13675.0,4778.0,15919.0,2017
Macon County,Illinois,77.0148354880899,17,115,15.3,666.0,36.2,22.7,1083.0,84088.0,107587.0,25.3,16.6,49052.0,357.0,2.8,94.2,9.2,0.471,34.3,95900.0,22.3,15021.0,107587.0,84088.0,28280.0,2017
Macon County,Missouri,76.6786244226203,29,121,18.5,492.0,32.0,15.3,156.0,14482.0,15319.0,29.2,17.0,38903.0,41.0,4.4,89.1,7.4,0.4126,45.0,89000.0,24.0,362.0,15319.0,14482.0,20890.0,2017
Macon County,North Carolina,77.5406901232696,37,113,18.0,726.0,30.4,22.2,343.0,31810.0,34160.0,35.4,17.7,40659.0,194.0,4.3,84.4,4.9,0.4892,31.2,162000.0,18.8,461.0,34160.0,31810.0,27282.0,2017
Macon County,Tennessee,73.6820014792714,47,111,19.4,585.0,37.3,9.6,159.0,22299.0,23239.0,22.0,18.6,35533.0,91.0,9.9,89.5,5.8,0.4709,47.4,111700.0,24.5,100.0,23239.0,22299.0,20666.0,2017
Macoupin County,Illinois,77.05419840319,17,117,15.5,658.0,34.7,18.5,339.0,44586.0,45960.0,26.5,13.3,53890.0,38.0,2.8,94.2,8.2,0.4174,38.6,98400.0,21.5,358.0,45960.0,44586.0,27255.0,2017
Madera County,California,78.9228141273425,6,39,12.7,980.0,41.0,13.8,1551.0,118390.0,154440.0,18.4,22.1,48210.0,2556.0,16.8,88.3,8.3,0.4503,24.8,220400.0,27.7,4938.0,154440.0,118390.0,19975.0,2017
Madison County,Alabama,77.4457800370199,1,89,13.0,801.0,39.7,40.6,3751.0,242114.0,353213.0,19.8,13.6,61318.0,2172.0,3.0,90.3,6.5,0.4668,21.1,173400.0,22.3,85332.0,353213.0,242114.0,34232.0,2017
Madison County,Arkansas,75.378985437541,5,87,18.2,644.0,33.9,11.6,94.0,15046.0,15907.0,24.5,17.8,42894.0,171.0,9.4,87.4,4.5,0.4626,45.9,108500.0,23.6,91.0,15907.0,15046.0,23203.0,2017
Madison County,Florida,74.8388882546744,12,79,20.5,654.0,37.1,12.5,148.0,10686.0,18518.0,25.8,31.9,31816.0,45.0,5.0,86.0,8.1,0.4816,38.5,87200.0,19.2,7243.0,18518.0,10686.0,17192.0,2017
Madison County,Georgia,75.840925411624,13,195,18.1,716.0,36.5,16.7,45.0,24265.0,28600.0,23.5,17.6,47653.0,98.0,6.3,85.4,8.0,0.4282,37.8,121600.0,23.1,2469.0,28600.0,24265.0,22885.0,2017
Madison County,Idaho,80.621725401297,16,65,7.3,673.0,57.9,37.5,490.0,35841.0,38241.0,8.8,31.8,33620.0,8.0,2.1,92.3,9.2,0.5036,15.0,190500.0,27.1,248.0,38241.0,35841.0,15257.0,2017
Madison County,Illinois,76.5154934783538,17,119,13.0,796.0,37.9,26.2,2449.0,233810.0,266153.0,22.7,13.5,56536.0,520.0,2.3,94.5,7.4,0.4452,30.9,130200.0,22.1,22844.0,266153.0,233810.0,30278.0,2017
Madison County,Indiana,75.2533570590286,18,95,17.9,742.0,37.7,17.5,1568.0,113988.0,129641.0,23.7,17.4,45432.0,273.0,2.7,89.7,6.8,0.4343,39.0,91900.0,22.1,9926.0,129641.0,113988.0,23680.0,2017
Madison County,Iowa,79.2701308214249,19,121,12.8,831.0,34.1,23.5,127.0,15321.0,15720.0,22.1,7.3,60077.0,7.0,2.2,95.7,5.2,0.4372,36.0,160400.0,25.9,48.0,15720.0,15321.0,31449.0,2017
Madison County,Kentucky,76.3724215973693,21,151,15.8,679.0,46.0,30.3,844.0,80999.0,88376.0,18.3,19.5,46674.0,232.0,5.9,93.1,6.9,0.4551,28.3,151000.0,21.1,3843.0,88376.0,80999.0,23733.0,2017
Madison County,Mississippi,75.4025831376784,28,89,9.6,919.0,40.3,46.5,929.0,57872.0,102212.0,18.4,12.0,68600.0,179.0,2.8,92.1,5.1,0.4835,16.3,213400.0,25.5,39113.0,102212.0,57872.0,36627.0,2017
Madison County,Missouri,74.3310890399807,29,123,23.7,564.0,35.8,12.5,185.0,11889.0,12226.0,25.6,18.8,37484.0,34.0,7.3,88.0,5.8,0.439,36.0,99800.0,22.7,116.0,12226.0,11889.0,20081.0,2017
Madison County,Montana,80.6913229475527,30,57,13.0,734.0,28.0,30.3,38.0,7546.0,7902.0,38.8,10.6,47900.0,38.0,2.4,87.2,3.4,0.4507,30.7,252200.0,15.6,37.0,7902.0,7546.0,31620.0,2017
Madison County,Nebraska,78.5560407368112,31,119,11.2,643.0,37.9,20.4,303.0,32121.0,35062.0,20.6,16.0,49865.0,533.0,5.6,90.6,3.2,0.4368,30.2,126100.0,24.8,519.0,35062.0,32121.0,26093.0,2017
Madison County,New York,80.3129419195098,36,53,12.1,755.0,38.1,27.0,506.0,68002.0,71760.0,23.6,11.1,58365.0,429.0,2.6,95.1,4.4,0.4232,34.4,132800.0,20.0,1463.0,71760.0,68002.0,28010.0,2017
Madison County,North Carolina,77.3783163988207,37,115,16.3,644.0,36.0,25.9,137.0,20483.0,21347.0,28.5,17.8,40563.0,92.0,7.7,89.3,6.9,0.4618,32.0,172200.0,18.2,398.0,21347.0,20483.0,22653.0,2017
Madison County,Ohio,76.6394301906682,39,97,15.8,776.0,39.5,16.7,238.0,39571.0,43732.0,20.0,10.2,62897.0,149.0,3.2,92.3,5.4,0.4247,41.0,156700.0,20.9,2538.0,43732.0,39571.0,27798.0,2017
Madison County,Tennessee,75.867983735355,47,113,15.4,837.0,39.2,26.1,1068.0,58161.0,97887.0,21.7,20.3,44496.0,74.0,3.6,90.7,6.2,0.4754,34.2,126100.0,22.8,36431.0,97887.0,58161.0,24600.0,2017
Madison County,Texas,76.4446677258115,48,313,16.3,790.0,46.4,13.0,115.0,10201.0,13979.0,20.4,15.4,44004.0,26.0,9.4,84.0,3.1,0.4481,38.3,101700.0,19.9,2437.0,13979.0,10201.0,17436.0,2017
Madison County,Virginia,78.1632506652458,51,113,12.6,742.0,32.7,26.9,133.0,11150.0,13108.0,28.8,9.8,52287.0,0.0,6.2,85.4,5.6,0.4613,36.0,256500.0,21.0,880.0,13108.0,11150.0,29705.0,2017
Madison Parish,Louisiana,71.7069148556603,22,65,12.9,533.0,41.8,13.4,132.0,4143.0,11616.0,19.4,36.4,29424.0,10.0,8.6,73.4,12.3,0.4735,39.3,64100.0,24.3,7374.0,11616.0,4143.0,15134.0,2017
Magoffin County,Kentucky,71.5414319772871,21,153,29.7,556.0,36.2,10.1,87.0,12776.0,12783.0,21.0,28.6,29578.0,4.0,15.7,92.9,10.3,0.4923,34.7,63300.0,23.2,3.0,12783.0,12776.0,17279.0,2017
Mahaska County,Iowa,78.6642596738887,19,123,13.5,613.0,36.2,23.8,184.0,21256.0,22301.0,24.5,14.4,50568.0,60.0,3.0,95.9,5.6,0.4602,38.8,110100.0,24.0,343.0,22301.0,21256.0,26575.0,2017
Mahnomen County,Minnesota,74.8336101812383,27,87,13.7,567.0,32.4,12.1,47.0,2562.0,5500.0,23.1,22.7,42439.0,2353.0,3.8,85.1,9.2,0.4453,35.9,97300.0,31.1,17.0,5500.0,2562.0,20720.0,2017
Mahoning County,Ohio,76.1141216686073,39,99,15.6,649.0,35.1,23.2,2853.0,185767.0,231857.0,26.9,17.6,43251.0,605.0,2.2,93.5,8.2,0.4683,38.2,99300.0,20.4,35283.0,231857.0,185767.0,25901.0,2017
Major County,Oklahoma,76.0360013441572,40,93,18.8,662.0,32.4,16.7,25.0,6909.0,7730.0,26.7,13.1,52056.0,198.0,6.0,88.7,4.6,0.4487,41.2,94000.0,25.4,25.0,7730.0,6909.0,28294.0,2017
Malheur County,Oregon,77.9586161185193,41,45,16.6,668.0,39.6,13.2,398.0,26489.0,30421.0,22.1,25.2,37112.0,325.0,7.9,87.6,8.6,0.449,30.7,127700.0,25.4,306.0,30421.0,26489.0,17567.0,2017
Manassas City,Virginia,81.5209380918863,51,683,7.4,1439.0,43.7,29.7,386.0,28105.0,41379.0,13.9,8.8,77551.0,303.0,11.5,83.4,7.4,0.3874,25.0,307000.0,26.8,5518.0,41379.0,28105.0,30572.0,2017
Manassas Park City,Virginia,81.5209380918863,51,685,8.2,1635.0,46.4,31.4,130.0,10413.0,16117.0,11.3,10.3,79131.0,46.0,7.4,78.2,6.0,0.3515,24.7,263300.0,26.5,2202.0,16117.0,10413.0,29641.0,2017
Manatee County,Florida,80.1910648097431,12,81,14.1,1057.0,31.1,29.1,4003.0,310738.0,363542.0,33.2,13.4,53408.0,908.0,4.4,86.1,6.6,0.4666,30.6,197200.0,19.1,32154.0,363542.0,310738.0,30477.0,2017
Manistee County,Michigan,78.0037986323839,26,101,18.4,691.0,31.0,20.5,112.0,22343.0,24432.0,32.8,14.7,44882.0,404.0,2.4,91.7,8.0,0.4263,36.0,116200.0,17.8,697.0,24432.0,22343.0,24398.0,2017
Manitowoc County,Wisconsin,79.0738811338751,55,71,12.3,648.0,33.5,19.7,550.0,75329.0,79680.0,26.0,10.2,51053.0,339.0,3.0,95.5,3.7,0.4065,38.8,126200.0,21.1,571.0,79680.0,75329.0,27777.0,2017
Marathon County,Wisconsin,80.0167260442132,55,73,11.4,709.0,36.3,24.5,1322.0,123418.0,135293.0,22.8,10.3,56509.0,429.0,3.5,93.5,3.8,0.441,35.5,147600.0,23.3,936.0,135293.0,123418.0,30151.0,2017
Marengo County,Alabama,73.4699638933891,1,91,23.6,552.0,35.5,15.4,176.0,8954.0,19743.0,26.0,25.6,32255.0,11.0,6.2,89.3,12.8,0.5303,39.6,88100.0,23.0,10689.0,19743.0,8954.0,22996.0,2017
Maricopa County,Arizona,79.6563218537266,4,13,11.0,1033.0,41.2,31.4,48313.0,3241643.0,4155501.0,19.5,15.7,58580.0,78683.0,6.0,87.7,6.0,0.4679,22.8,225000.0,24.8,222363.0,4155501.0,3241643.0,30186.0,2017
Maries County,Missouri,76.6429347453429,29,125,20.6,585.0,33.5,13.6,60.0,8806.0,8959.0,26.5,18.9,41715.0,83.0,6.3,86.4,7.7,0.415,41.6,122800.0,20.9,34.0,8959.0,8806.0,22087.0,2017
Marin County,California,84.670403001944,6,41,9.2,1863.0,31.3,57.5,3266.0,203898.0,260814.0,27.9,8.1,104703.0,689.0,3.8,94.8,4.5,0.5234,11.2,908800.0,20.4,5759.0,260814.0,203898.0,66748.0,2017
Marinette County,Wisconsin,77.6657454674098,55,75,16.7,669.0,31.2,14.8,287.0,39428.0,40712.0,30.2,13.2,44958.0,194.0,2.5,94.1,5.7,0.4154,42.5,116600.0,19.4,263.0,40712.0,39428.0,25778.0,2017
Marion County,Alabama,74.0260626515723,1,93,25.4,517.0,34.6,13.4,356.0,28032.0,30058.0,27.3,17.6,35719.0,128.0,7.6,90.4,5.5,0.4734,35.3,87200.0,21.1,1003.0,30058.0,28032.0,21835.0,2017
Marion County,Arkansas,75.3737129535053,5,89,24.8,586.0,26.7,16.0,154.0,15767.0,16374.0,37.0,19.5,36113.0,199.0,3.7,91.5,7.7,0.4189,37.6,117300.0,17.9,28.0,16374.0,15767.0,19200.0,2017
Marion County,Florida,75.9623016853633,12,83,18.2,839.0,30.6,19.4,2712.0,281763.0,343778.0,34.7,17.6,41964.0,1080.0,3.6,86.5,9.0,0.4467,36.9,119200.0,18.8,44237.0,343778.0,281763.0,23598.0,2017
Marion County,Georgia,76.2946453096112,13,197,17.2,554.0,32.9,12.5,75.0,5099.0,8558.0,25.6,23.1,39015.0,0.0,5.1,87.0,10.0,0.4404,37.0,86300.0,21.9,3059.0,8558.0,5099.0,20154.0,2017
Marion County,Illinois,74.8214776499557,17,121,18.5,610.0,34.8,15.2,325.0,35552.0,38305.0,25.4,17.8,44679.0,78.0,4.3,92.6,8.7,0.4269,35.3,71900.0,22.8,1299.0,38305.0,35552.0,24112.0,2017
Marion County,Indiana,75.7615013990357,18,97,13.7,836.0,42.9,29.7,14689.0,588969.0,939964.0,17.1,19.8,44869.0,2406.0,4.9,87.4,8.0,0.4845,28.0,123500.0,24.8,257736.0,939964.0,588969.0,26284.0,2017
Marion County,Iowa,78.7389493680463,19,125,14.2,654.0,36.9,26.1,183.0,31710.0,33127.0,23.6,9.3,57917.0,97.0,3.2,96.9,3.6,0.396,35.9,146900.0,24.0,198.0,33127.0,31710.0,27815.0,2017
Marion County,Kansas,78.1109903362761,20,115,15.1,574.0,32.2,23.9,65.0,11547.0,12087.0,29.5,10.7,50212.0,87.0,4.3,92.7,3.9,0.4237,32.9,81300.0,21.4,80.0,12087.0,11547.0,25620.0,2017
Marion County,Kentucky,75.4108346411277,21,155,19.2,613.0,36.7,13.0,181.0,17242.0,19335.0,21.3,18.4,40005.0,1.0,9.2,91.8,9.4,0.4659,43.5,100400.0,24.5,1644.0,19335.0,17242.0,21823.0,2017
Marion County,Mississippi,71.7144498464038,28,91,20.7,616.0,37.2,12.9,105.0,16748.0,25466.0,22.8,25.9,30998.0,78.0,6.2,83.8,8.3,0.4992,37.4,78500.0,23.7,8183.0,25466.0,16748.0,19610.0,2017
Marion County,Missouri,76.2568326929545,29,127,15.0,643.0,37.0,20.9,274.0,26167.0,28703.0,23.1,18.4,44098.0,49.0,3.7,88.5,6.5,0.4267,39.0,113500.0,23.6,1518.0,28703.0,26167.0,22662.0,2017
Marion County,Ohio,75.6177772483353,39,101,19.6,712.0,38.1,13.5,687.0,58820.0,65483.0,23.0,16.6,44708.0,122.0,2.8,92.8,7.9,0.4423,42.5,93700.0,21.0,3458.0,65483.0,58820.0,22579.0,2017
Marion County,Oregon,79.2594779269319,41,47,14.8,879.0,39.9,22.6,4199.0,271804.0,330453.0,20.8,15.9,53828.0,2889.0,7.7,90.1,6.8,0.4265,27.3,205600.0,25.3,3815.0,330453.0,271804.0,24791.0,2017
Marion County,South Carolina,71.4947934424649,45,67,18.3,535.0,35.1,16.4,139.0,12791.0,31765.0,26.7,26.5,31129.0,160.0,6.6,86.0,10.7,0.5108,35.7,75800.0,23.6,18021.0,31765.0,12791.0,18556.0,2017
Marion County,Tennessee,73.842462425109,47,115,20.3,665.0,34.9,13.0,120.0,26477.0,28355.0,25.4,18.1,45366.0,75.0,8.1,90.1,6.0,0.4477,38.4,121200.0,21.4,534.0,28355.0,26477.0,23807.0,2017
Marion County,Texas,73.800694724117,48,315,23.1,674.0,28.4,14.1,105.0,7415.0,10140.0,33.4,22.3,36938.0,34.0,4.7,83.8,10.7,0.5134,38.8,88600.0,18.7,2402.0,10140.0,7415.0,25933.0,2017
Marion County,West Virginia,76.1691560176845,54,49,16.1,732.0,38.2,22.0,482.0,53123.0,56575.0,25.9,16.1,48158.0,70.0,2.8,92.9,5.5,0.4383,40.5,110100.0,20.1,2024.0,56575.0,53123.0,25205.0,2017
Mariposa County,California,79.9818431293211,6,43,18.1,869.0,29.5,24.4,120.0,15715.0,17658.0,35.7,15.1,51385.0,467.0,2.7,95.1,10.0,0.4492,28.2,259500.0,16.4,215.0,17658.0,15715.0,28241.0,2017
Marlboro County,South Carolina,71.7403403361299,45,69,21.5,566.0,40.0,8.9,190.0,11296.0,27505.0,23.2,26.6,33921.0,914.0,8.6,87.7,14.6,0.4594,41.3,60500.0,20.3,13852.0,27505.0,11296.0,16561.0,2017
Marquette County,Michigan,78.6443543553626,26,103,14.4,669.0,41.0,30.8,936.0,62655.0,67145.0,24.5,16.4,48491.0,561.0,1.9,93.5,6.3,0.4435,31.0,142900.0,18.1,1103.0,67145.0,62655.0,25550.0,2017
Marquette County,Wisconsin,77.9004803669924,55,77,16.8,710.0,28.2,13.6,97.0,14544.0,15164.0,31.5,11.8,49052.0,74.0,3.0,92.1,5.5,0.3994,41.9,144000.0,19.7,93.0,15164.0,14544.0,26050.0,2017
Marshall County,Alabama,74.044529414402,1,95,16.2,615.0,37.4,17.7,714.0,87765.0,94738.0,22.7,21.0,41104.0,654.0,8.4,84.6,6.5,0.4816,31.3,118500.0,24.9,2091.0,94738.0,87765.0,22710.0,2017
Marshall County,Illinois,76.6665442819204,17,123,12.8,636.0,31.8,17.4,57.0,11584.0,11925.0,30.0,10.3,55173.0,19.0,1.6,95.7,6.2,0.4138,41.3,103300.0,20.3,53.0,11925.0,11584.0,29025.0,2017
Marshall County,Indiana,78.289885730806,18,99,14.3,681.0,35.9,19.8,211.0,43191.0,46752.0,23.2,11.5,51869.0,123.0,6.1,86.8,6.8,0.4176,39.6,130100.0,25.4,331.0,46752.0,43191.0,24289.0,2017
Marshall County,Iowa,77.161211336891,19,127,12.4,679.0,35.6,19.6,358.0,34069.0,40476.0,23.6,11.2,52752.0,113.0,8.4,92.6,5.3,0.3982,33.3,104600.0,25.1,432.0,40476.0,34069.0,25693.0,2017
Marshall County,Kansas,78.5009900629576,20,117,15.1,537.0,30.9,18.6,144.0,9547.0,9859.0,28.7,8.9,50420.0,31.0,3.0,92.1,4.1,0.4318,42.1,93400.0,23.6,28.0,9859.0,9547.0,27908.0,2017
Marshall County,Kentucky,75.3758972330103,21,157,18.6,643.0,33.2,17.5,96.0,30482.0,31177.0,28.6,10.8,49126.0,39.0,5.0,94.2,6.3,0.4363,37.8,118100.0,20.6,178.0,31177.0,30482.0,27391.0,2017
Marshall County,Minnesota,81.7587548831387,27,89,12.8,565.0,32.4,20.1,26.0,9119.0,9397.0,27.3,7.8,57289.0,24.0,4.7,94.4,3.2,0.3922,36.4,104500.0,22.9,30.0,9397.0,9119.0,28585.0,2017
Marshall County,Mississippi,73.3256885581918,28,93,13.6,637.0,37.6,13.1,106.0,17745.0,35981.0,21.8,17.8,41134.0,37.0,6.1,83.2,6.2,0.4286,41.3,94300.0,21.9,17150.0,35981.0,17745.0,19775.0,2017
Marshall County,Oklahoma,76.199820418047,40,95,28.7,648.0,33.0,14.6,92.0,11387.0,16226.0,28.0,14.7,45671.0,1223.0,8.1,83.4,5.3,0.4211,35.0,86600.0,23.4,256.0,16226.0,11387.0,22431.0,2017
Marshall County,South Dakota,80.5662953588461,46,91,10.0,539.0,32.7,23.6,45.0,4131.0,4759.0,27.0,8.3,60948.0,353.0,3.3,91.9,1.6,0.4116,32.9,106700.0,24.3,23.0,4759.0,4131.0,28861.0,2017
Marshall County,Tennessee,75.1384108563278,47,117,16.6,690.0,37.4,13.4,396.0,28498.0,31753.0,23.0,13.5,46837.0,8.0,6.0,89.7,6.5,0.4283,43.4,119300.0,23.7,2414.0,31753.0,28498.0,23920.0,2017
Marshall County,West Virginia,76.3117519542463,54,51,15.4,608.0,33.3,17.1,234.0,31204.0,32006.0,28.9,15.2,42473.0,126.0,2.1,92.3,5.9,0.4465,45.7,99800.0,20.4,305.0,32006.0,31204.0,24043.0,2017
Martin County,Florida,81.1568203073339,12,85,14.9,1043.0,28.2,32.3,1443.0,136544.0,155719.0,37.2,10.9,55588.0,912.0,4.0,87.7,6.5,0.5219,26.0,233000.0,16.8,8735.0,155719.0,136544.0,38021.0,2017
Martin County,Indiana,77.00069914002,18,101,17.8,506.0,34.4,11.0,66.0,9966.0,10219.0,24.5,13.3,49372.0,74.0,3.8,90.9,4.2,0.4165,42.7,97900.0,22.8,56.0,10219.0,9966.0,25138.0,2017
Martin County,Kentucky,71.8722724073635,21,159,30.2,483.0,42.4,8.2,107.0,11397.0,12175.0,20.7,29.8,29239.0,9.0,12.7,87.6,15.4,0.4422,38.8,65500.0,20.5,606.0,12175.0,11397.0,14914.0,2017
Martin County,Minnesota,80.0284552861737,27,91,14.7,593.0,31.7,20.0,307.0,19492.0,20084.0,29.8,11.3,53627.0,14.0,2.9,93.9,3.1,0.4356,38.3,112400.0,21.7,64.0,20084.0,19492.0,30806.0,2017
Martin County,North Carolina,74.5771517599693,37,117,19.3,637.0,31.7,15.8,156.0,12645.0,23227.0,29.4,19.2,35969.0,82.0,6.1,88.4,9.6,0.4853,36.0,83100.0,20.9,9734.0,23227.0,12645.0,22161.0,2017
Martin County,Texas,76.2337468085726,48,317,10.6,800.0,38.8,20.6,37.0,4600.0,5547.0,16.2,7.0,71115.0,126.0,8.8,85.4,1.9,0.4458,32.3,120500.0,31.0,36.0,5547.0,4600.0,28560.0,2017
Martinsville City,Virginia,68.4673155831136,51,690,18.7,642.0,33.1,20.9,228.0,6535.0,13256.0,26.2,24.0,33545.0,36.0,6.6,85.2,8.3,0.4974,30.0,90100.0,23.4,6198.0,13256.0,6535.0,22544.0,2017
Mason County,Illinois,76.3193685040813,17,125,16.2,615.0,32.4,15.4,93.0,13587.0,13904.0,28.4,13.9,44695.0,14.0,3.6,94.5,8.0,0.4191,43.6,81000.0,20.9,85.0,13904.0,13587.0,25952.0,2017
Mason County,Kentucky,73.6966694554166,21,161,18.9,591.0,35.8,18.5,285.0,15473.0,17167.0,23.5,18.0,43082.0,5.0,5.3,90.9,5.8,0.5111,38.1,111200.0,23.4,1003.0,17167.0,15473.0,25285.0,2017
Mason County,Michigan,78.3117229293455,26,105,16.7,689.0,31.9,22.2,259.0,27500.0,28800.0,30.1,16.0,45524.0,226.0,2.6,92.0,7.6,0.4554,33.3,126600.0,20.6,273.0,28800.0,27500.0,26251.0,2017
Mason County,Texas,78.8436140612226,48,319,15.8,804.0,30.1,20.3,46.0,3564.0,4122.0,32.8,12.6,40949.0,66.0,6.6,79.9,2.8,0.4339,34.4,156400.0,20.8,1.0,4122.0,3564.0,24519.0,2017
Mason County,Washington,78.3235959919157,53,45,21.8,925.0,32.9,17.8,345.0,51865.0,61569.0,30.0,16.2,53087.0,1932.0,4.2,89.2,8.3,0.428,31.4,206700.0,19.4,949.0,61569.0,51865.0,26312.0,2017
Mason County,West Virginia,73.7687703826201,54,53,21.6,565.0,34.2,11.0,204.0,26323.0,27000.0,26.5,19.3,38977.0,25.0,4.9,93.6,7.7,0.4364,48.8,78300.0,21.0,86.0,27000.0,26323.0,21094.0,2017
Massac County,Illinois,74.8928782075179,17,127,21.3,714.0,33.0,12.1,191.0,13253.0,14594.0,27.2,18.4,42168.0,16.0,5.0,94.2,7.9,0.4352,34.2,82500.0,22.2,889.0,14594.0,13253.0,23434.0,2017
Matagorda County,Texas,75.9214636284609,48,321,15.2,773.0,36.6,14.7,259.0,27443.0,36744.0,23.1,20.6,44896.0,253.0,13.3,79.2,6.4,0.469,32.9,102200.0,26.0,3770.0,36744.0,27443.0,23294.0,2017
Matanuska-Susitna Borough,Alaska,78.4961228596649,2,170,12.1,1098.0,40.5,20.6,543.0,84138.0,101135.0,16.2,9.8,74887.0,5193.0,1.9,83.7,9.8,0.4098,32.1,235600.0,27.2,1138.0,101135.0,84138.0,30409.0,2017
Mathews County,Virginia,78.5594098899913,51,115,16.8,924.0,27.9,26.9,35.0,7585.0,8830.0,37.3,10.6,63622.0,28.0,2.5,91.4,1.4,0.4279,33.3,227200.0,15.4,927.0,8830.0,7585.0,35252.0,2017
Maui County,Hawaii,81.6543838489769,15,9,10.5,1336.0,36.9,26.3,2124.0,58275.0,164094.0,23.1,10.0,72762.0,279.0,3.4,94.0,4.9,0.4454,31.5,569100.0,22.2,933.0,164094.0,58275.0,32379.0,2017
Maury County,Tennessee,75.9487036939323,47,119,14.6,796.0,37.7,20.7,1246.0,73618.0,87606.0,21.4,13.0,52080.0,358.0,3.9,89.2,6.2,0.4297,36.3,156000.0,23.6,10146.0,87606.0,73618.0,25872.0,2017
Maverick County,Texas,77.8605259982448,48,323,16.1,628.0,42.2,11.8,159.0,53649.0,57471.0,15.4,24.5,37734.0,743.0,25.8,70.8,12.9,0.472,21.0,95100.0,32.0,212.0,57471.0,53649.0,16658.0,2017
Mayes County,Oklahoma,74.4541937985356,40,97,22.3,691.0,36.1,15.4,308.0,27623.0,40929.0,24.4,19.2,45302.0,5957.0,4.2,84.2,5.3,0.4294,38.8,106700.0,24.0,220.0,40929.0,27623.0,22575.0,2017
McClain County,Oklahoma,76.2686771566097,40,87,13.3,704.0,37.8,24.1,160.0,31939.0,37919.0,20.8,9.5,62081.0,2174.0,4.2,87.6,3.8,0.4155,33.5,166400.0,25.8,419.0,37919.0,31939.0,28353.0,2017
McCone County,Montana,78.1919022779187,30,55,13.9,600.0,26.7,17.4,5.0,1582.0,1728.0,31.8,7.7,46193.0,122.0,2.4,94.4,1.2,0.4385,42.1,111900.0,24.1,0.0,1728.0,1582.0,28230.0,2017
McCook County,South Dakota,77.5902884647924,46,87,11.9,586.0,31.9,21.5,19.0,5276.0,5515.0,25.8,9.3,60808.0,47.0,4.9,92.9,2.5,0.3891,33.6,120700.0,27.2,45.0,5515.0,5276.0,29254.0,2017
McCormick County,South Carolina,76.4291440744521,45,65,22.3,660.0,29.4,19.3,63.0,4850.0,9694.0,40.3,20.1,40622.0,16.0,5.7,91.1,15.3,0.4575,31.4,116600.0,12.7,4605.0,9694.0,4850.0,22836.0,2017
