County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,age_60_and_over,total_population,white_population,housing_cost_burden,median_household_income,gini_index,native_american_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value,per_capita_income,asian_population,Year
Beaver County,Utah,49,1,70.7,626.0,12.1,6461.0,6232.0,26.0,50282.0,0.3984,10.0,6461.0,10.0,9.5,150000.0,21405.0,6232.0,2015
Beaverhead County,Montana,30,1,84.5,596.0,18.7,9291.0,8852.0,102.0,41512.0,0.4805,106.0,9291.0,12.0,13.6,168800.0,26763.0,8852.0,2015
Becker County,Minnesota,27,5,78.3,671.0,17.7,33138.0,29081.0,128.0,52038.0,0.4242,2368.0,33138.0,171.0,7.2,175000.0,26399.0,29081.0,2015
Beckham County,Oklahoma,40,9,76.9,702.0,9.7,23300.0,19397.0,204.0,48601.0,0.4901,244.0,23300.0,813.0,9.2,122400.0,25156.0,19397.0,2015
Bedford City,Virginia,51,515,,,,,,,,,,,,,,,,2015
Bedford County,Pennsylvania,42,9,81.3,630.0,18.2,49086.0,47966.0,380.0,45930.0,0.414,104.0,49086.0,279.0,7.7,122700.0,23195.0,47966.0,2015
Bedford County,Tennessee,47,3,76.0,675.0,13.2,45986.0,38518.0,474.0,41984.0,0.4331,379.0,45986.0,3244.0,8.9,115700.0,20390.0,38518.0,2015
Bedford County,Virginia,51,19,81.4,754.0,17.9,76463.0,68835.0,433.0,56316.0,0.4233,75.0,76463.0,5444.0,7.7,196500.0,28524.0,68835.0,2015
Bee County,Texas,48,25,84.8,802.0,8.4,32659.0,26848.0,104.0,42302.0,0.475,189.0,32659.0,2848.0,12.3,72900.0,17209.0,26848.0,2015
Belknap County,New Hampshire,33,1,81.8,905.0,18.0,60399.0,58218.0,421.0,62159.0,0.4312,128.0,60399.0,328.0,7.8,219600.0,31644.0,58218.0,2015
Bell County,Kentucky,21,13,79.9,478.0,14.8,27950.0,26554.0,261.0,22443.0,0.4796,17.0,27950.0,897.0,9.3,60400.0,13701.0,26554.0,2015
Bell County,Texas,48,27,74.1,861.0,8.5,326041.0,211001.0,4402.0,50550.0,0.4347,2814.0,326041.0,70205.0,13.3,127500.0,23535.0,211001.0,2015
Belmont County,Ohio,39,13,83.1,552.0,15.3,69560.0,65031.0,559.0,43833.0,0.4379,153.0,69560.0,2667.0,8.7,91700.0,23684.0,65031.0,2015
Beltrami County,Minnesota,27,7,76.8,664.0,12.9,45434.0,33662.0,485.0,44757.0,0.4432,9413.0,45434.0,372.0,14.7,148800.0,22524.0,33662.0,2015
Ben Hill County,Georgia,13,17,76.1,613.0,12.9,17477.0,10669.0,129.0,29994.0,0.4726,0.0,17477.0,6249.0,10.8,80900.0,15316.0,10669.0,2015
Benewah County,Idaho,16,9,80.3,656.0,20.5,9088.0,7887.0,62.0,39863.0,0.412,860.0,9088.0,43.0,8.2,142800.0,20937.0,7887.0,2015
Bennett County,South Dakota,46,7,70.0,513.0,9.6,3438.0,1076.0,14.0,42171.0,0.4472,1786.0,3438.0,33.0,11.1,56300.0,16549.0,1076.0,2015
Bennington County,Vermont,50,3,81.4,868.0,19.1,36589.0,35254.0,482.0,49573.0,0.4542,56.0,36589.0,180.0,8.9,211300.0,29296.0,35254.0,2015
Benson County,North Dakota,38,5,69.2,423.0,12.2,6794.0,2902.0,39.0,41296.0,0.5186,3735.0,6794.0,0.0,9.1,63600.0,20697.0,2902.0,2015
Bent County,Colorado,8,11,88.9,713.0,11.5,5895.0,4942.0,53.0,36791.0,0.4515,172.0,5895.0,545.0,1.6,65700.0,13544.0,4942.0,2015
Benton County,Arkansas,5,7,74.7,796.0,11.5,238198.0,209445.0,2322.0,56239.0,0.4442,3397.0,238198.0,3551.0,8.3,150800.0,27934.0,209445.0,2015
Benton County,Indiana,18,7,75.5,680.0,13.9,8752.0,8562.0,106.0,47046.0,0.3838,2.0,8752.0,74.0,8.2,83800.0,22526.0,8562.0,2015
Benton County,Iowa,19,11,77.3,593.0,14.7,25803.0,25226.0,130.0,60606.0,0.4173,8.0,25803.0,181.0,7.8,140600.0,29990.0,25226.0,2015
Benton County,Minnesota,27,9,78.4,648.0,11.4,39221.0,36991.0,391.0,52178.0,0.4088,142.0,39221.0,912.0,9.0,156100.0,25341.0,36991.0,2015
Benton County,Mississippi,28,9,78.2,578.0,15.0,8470.0,5166.0,30.0,33141.0,0.4903,10.0,8470.0,3078.0,11.1,72800.0,19935.0,5166.0,2015
Benton County,Missouri,29,15,84.5,593.0,27.4,18854.0,18305.0,125.0,33042.0,0.4298,94.0,18854.0,82.0,5.6,111200.0,19122.0,18305.0,2015
Benton County,Oregon,41,3,85.1,862.0,12.4,86495.0,75628.0,877.0,49802.0,0.4823,589.0,86495.0,761.0,23.9,269700.0,27888.0,75628.0,2015
Benton County,Tennessee,47,5,82.5,559.0,20.7,16261.0,15483.0,117.0,33240.0,0.4533,31.0,16261.0,563.0,7.4,86400.0,19285.0,15483.0,2015
Benton County,Washington,53,5,75.6,834.0,11.8,184930.0,148246.0,1707.0,60251.0,0.4313,1380.0,184930.0,2755.0,9.3,184200.0,28758.0,148246.0,2015
Benzie County,Michigan,26,19,82.1,713.0,22.1,17437.0,16742.0,83.0,47388.0,0.4048,215.0,17437.0,58.0,7.1,150000.0,25023.0,16742.0,2015
Bergen County,New Jersey,34,3,79.8,1348.0,13.9,926330.0,652390.0,9259.0,85806.0,0.4832,1762.0,926330.0,54041.0,8.4,441100.0,44002.0,652390.0,2015
Berkeley County,South Carolina,45,15,77.5,981.0,10.6,193613.0,130379.0,1631.0,52506.0,0.423,1001.0,193613.0,47440.0,12.2,153500.0,24826.0,130379.0,2015
Berkeley County,West Virginia,54,3,77.3,919.0,12.1,108724.0,95461.0,1057.0,55239.0,0.4161,137.0,108724.0,7973.0,8.2,162500.0,26469.0,95461.0,2015
Berks County,Pennsylvania,42,11,78.9,851.0,13.8,413965.0,346412.0,4123.0,55936.0,0.4344,2712.0,413965.0,20612.0,10.3,168200.0,27146.0,346412.0,2015
Berkshire County,Massachusetts,25,3,83.4,754.0,18.2,129288.0,118716.0,1811.0,49956.0,0.472,339.0,129288.0,3618.0,10.1,204700.0,30469.0,118716.0,2015
Bernalillo County,New Mexico,35,1,78.6,799.0,12.2,673943.0,484208.0,7827.0,47725.0,0.4743,30359.0,673943.0,19994.0,10.2,185500.0,26765.0,484208.0,2015
Berrien County,Georgia,13,19,77.3,547.0,13.9,19019.0,16002.0,85.0,31835.0,0.452,82.0,19019.0,2174.0,9.2,84300.0,16523.0,16002.0,2015
Berrien County,Michigan,26,21,79.0,674.0,15.4,155565.0,121476.0,1366.0,44993.0,0.4676,515.0,155565.0,23373.0,9.0,132600.0,25241.0,121476.0,2015
Bertie County,North Carolina,37,15,83.1,619.0,15.6,20518.0,7429.0,209.0,30027.0,0.4567,119.0,20518.0,12717.0,11.7,78400.0,16629.0,7429.0,2015
Bethel Census Area,Alaska,2,50,67.9,1169.0,6.2,17776.0,2136.0,128.0,51012.0,0.4205,14415.0,17776.0,142.0,11.0,165700.0,17746.0,2136.0,2015
Bexar County,Texas,48,29,75.7,876.0,9.6,1825502.0,1418681.0,20837.0,51150.0,0.463,12001.0,1825502.0,136532.0,11.5,129400.0,24735.0,1418681.0,2015
Bibb County,Alabama,1,7,82.4,651.0,12.0,22604.0,17327.0,193.0,38678.0,0.441,93.0,22604.0,4846.0,9.4,102700.0,18431.0,17327.0,2015
Bibb County,Georgia,13,21,75.4,743.0,11.5,154816.0,66490.0,1951.0,36519.0,0.5201,153.0,154816.0,82193.0,10.4,118700.0,21591.0,66490.0,2015
Bienville Parish,Louisiana,22,13,78.8,482.0,16.4,13977.0,7771.0,109.0,32876.0,0.4813,14.0,13977.0,5863.0,8.9,69600.0,20464.0,7771.0,2015
Big Horn County,Montana,30,3,66.9,617.0,10.3,13141.0,4371.0,131.0,41622.0,0.4439,8303.0,13141.0,12.0,10.1,88500.0,16244.0,4371.0,2015
Big Horn County,Wyoming,56,3,78.5,595.0,18.7,11895.0,11305.0,21.0,51679.0,0.3903,141.0,11895.0,7.0,9.2,141400.0,23812.0,11305.0,2015
Big Stone County,Minnesota,27,11,82.0,508.0,23.0,5134.0,5033.0,14.0,47794.0,0.4434,11.0,5134.0,10.0,6.9,94900.0,27426.0,5033.0,2015
Bingham County,Idaho,16,11,70.2,645.0,11.8,45407.0,39257.0,201.0,50155.0,0.398,2485.0,45407.0,133.0,8.8,141400.0,20164.0,39257.0,2015
Black Hawk County,Iowa,19,13,79.9,700.0,12.9,132496.0,112912.0,1465.0,48369.0,0.435,327.0,132496.0,12130.0,15.5,130200.0,25382.0,112912.0,2015
Blackford County,Indiana,18,9,79.6,593.0,16.7,12476.0,12157.0,179.0,38190.0,0.4231,8.0,12476.0,72.0,8.2,67500.0,20534.0,12157.0,2015
Bladen County,North Carolina,37,17,79.7,629.0,15.9,34720.0,20102.0,205.0,30096.0,0.4833,816.0,34720.0,12228.0,10.3,85000.0,18903.0,20102.0,2015
Blaine County,Idaho,16,13,79.2,941.0,15.2,21309.0,19136.0,422.0,60088.0,0.4642,5.0,21309.0,19.0,6.9,374800.0,34208.0,19136.0,2015
Blaine County,Montana,30,5,71.8,483.0,12.4,6598.0,3161.0,40.0,36744.0,0.4389,3246.0,6598.0,16.0,9.4,82500.0,17442.0,3161.0,2015
Blaine County,Oklahoma,40,11,77.3,549.0,14.5,9810.0,7731.0,47.0,41972.0,0.4442,507.0,9810.0,551.0,7.7,77900.0,19576.0,7731.0,2015
Blair County,Pennsylvania,42,13,80.4,638.0,16.4,126448.0,121304.0,1343.0,43981.0,0.4383,64.0,126448.0,2016.0,9.6,110600.0,23865.0,121304.0,2015
Blanco County,Texas,48,31,81.0,744.0,19.3,10723.0,9956.0,35.0,55504.0,0.434,141.0,10723.0,65.0,6.9,175000.0,29148.0,9956.0,2015
Bland County,Virginia,51,21,86.0,580.0,17.2,6662.0,6277.0,53.0,45294.0,0.3834,0.0,6662.0,335.0,6.4,100300.0,20169.0,6277.0,2015
Bleckley County,Georgia,13,23,77.5,606.0,14.2,12746.0,8919.0,45.0,38991.0,0.4909,15.0,12746.0,3342.0,15.2,87100.0,19503.0,8919.0,2015
Bledsoe County,Tennessee,47,7,85.1,541.0,14.5,13686.0,12655.0,84.0,37013.0,0.4497,34.0,13686.0,573.0,8.3,115400.0,18061.0,12655.0,2015
Blount County,Alabama,1,9,78.9,601.0,14.9,57710.0,54881.0,205.0,45813.0,0.4037,326.0,57710.0,884.0,8.4,119800.0,20532.0,54881.0,2015
Blount County,Tennessee,47,9,80.4,746.0,16.3,125188.0,117871.0,968.0,48286.0,0.4557,468.0,125188.0,3633.0,8.6,166500.0,25916.0,117871.0,2015
Blue Earth County,Minnesota,27,13,82.1,727.0,10.9,65125.0,59960.0,815.0,50061.0,0.4563,229.0,65125.0,2024.0,22.9,161500.0,26440.0,59960.0,2015
Boise County,Idaho,16,15,82.3,668.0,22.5,6885.0,6555.0,42.0,44238.0,0.4439,119.0,6885.0,37.0,4.6,188200.0,27276.0,6555.0,2015
Bolivar County,Mississippi,28,11,76.0,564.0,11.6,33803.0,11197.0,333.0,27585.0,0.4938,74.0,33803.0,21648.0,11.9,85100.0,15751.0,11197.0,2015
Bollinger County,Missouri,29,17,79.9,566.0,17.0,12356.0,12088.0,42.0,39707.0,0.4493,12.0,12356.0,30.0,7.9,97700.0,19605.0,12088.0,2015
Bon Homme County,South Dakota,46,9,85.7,467.0,16.1,7013.0,6342.0,43.0,45254.0,0.45,344.0,7013.0,70.0,10.2,69900.0,22165.0,6342.0,2015
Bond County,Illinois,17,5,82.5,608.0,13.6,17313.0,15712.0,78.0,47946.0,0.4308,19.0,17313.0,962.0,10.0,106900.0,22867.0,15712.0,2015
Bonner County,Idaho,16,17,81.0,724.0,20.2,41066.0,39225.0,425.0,42171.0,0.4562,229.0,41066.0,72.0,6.6,211300.0,23981.0,39225.0,2015
Bonneville County,Idaho,16,19,71.6,720.0,10.5,107788.0,97250.0,1108.0,50762.0,0.4502,470.0,107788.0,491.0,8.4,155600.0,23926.0,97250.0,2015
Boone County,Arkansas,5,9,78.9,596.0,17.8,37227.0,35939.0,266.0,39251.0,0.4482,272.0,37227.0,132.0,8.2,111700.0,21946.0,35939.0,2015
Boone County,Illinois,17,7,76.5,722.0,11.9,53851.0,47072.0,290.0,58248.0,0.4156,127.0,53851.0,1191.0,9.1,143700.0,26170.0,47072.0,2015
Boone County,Indiana,18,11,74.8,796.0,11.2,60511.0,57152.0,472.0,67552.0,0.479,137.0,60511.0,750.0,7.3,187600.0,38038.0,57152.0,2015
Boone County,Iowa,19,15,79.3,644.0,14.8,26401.0,25658.0,262.0,52985.0,0.3993,54.0,26401.0,235.0,8.1,119600.0,26935.0,25658.0,2015
Boone County,Kentucky,21,15,74.6,905.0,9.7,124617.0,114320.0,865.0,66730.0,0.4013,336.0,124617.0,3733.0,8.0,175100.0,29866.0,114320.0,2015
Boone County,Missouri,29,19,80.6,795.0,9.1,170770.0,140147.0,1936.0,49899.0,0.4826,369.0,170770.0,14421.0,20.2,169400.0,27150.0,140147.0,2015
Boone County,Nebraska,31,11,79.2,557.0,18.5,5373.0,5334.0,38.0,50306.0,0.4529,0.0,5373.0,7.0,7.5,97700.0,27799.0,5334.0,2015
Boone County,West Virginia,54,5,79.2,572.0,14.7,24000.0,23595.0,145.0,39958.0,0.448,6.0,24000.0,162.0,7.9,75700.0,21387.0,23595.0,2015
Bosque County,Texas,48,35,79.7,629.0,21.7,17971.0,16923.0,102.0,44674.0,0.4603,81.0,17971.0,269.0,6.9,88800.0,24658.0,16923.0,2015
Bossier Parish,Louisiana,22,15,76.5,895.0,11.0,123403.0,89130.0,1478.0,52892.0,0.443,855.0,123403.0,26316.0,10.6,154100.0,27572.0,89130.0,2015
Botetourt County,Virginia,51,23,81.4,831.0,17.9,33155.0,31169.0,130.0,60454.0,0.4318,111.0,33155.0,1146.0,7.6,208500.0,31160.0,31169.0,2015
Bottineau County,North Dakota,38,9,81.5,608.0,18.6,6634.0,6233.0,40.0,56349.0,0.4724,164.0,6634.0,59.0,11.6,116800.0,33541.0,6233.0,2015
Boulder County,Colorado,8,13,81.5,1187.0,10.3,310032.0,274075.0,3212.0,70961.0,0.4754,1695.0,310032.0,2803.0,16.0,368800.0,39074.0,274075.0,2015
Boundary County,Idaho,16,21,79.5,707.0,20.1,10961.0,10308.0,50.0,38961.0,0.4512,206.0,10961.0,26.0,7.1,172800.0,20795.0,10308.0,2015
Bourbon County,Kansas,20,11,76.3,586.0,15.6,14812.0,13787.0,119.0,38280.0,0.4562,124.0,14812.0,522.0,12.4,81400.0,20783.0,13787.0,2015
Bourbon County,Kentucky,21,17,78.1,690.0,14.8,20013.0,18008.0,238.0,45208.0,0.4476,16.0,20013.0,1427.0,8.6,139600.0,23620.0,18008.0,2015
Bowie County,Texas,48,37,78.4,721.0,12.6,93155.0,64513.0,839.0,42670.0,0.4869,824.0,93155.0,22609.0,9.6,101800.0,22685.0,64513.0,2015
Bowman County,North Dakota,38,11,79.0,582.0,18.5,3221.0,3078.0,20.0,66845.0,0.4359,38.0,3221.0,4.0,7.2,135000.0,34414.0,3078.0,2015
Box Butte County,Nebraska,31,13,72.5,543.0,13.4,11310.0,10487.0,218.0,51691.0,0.4078,485.0,11310.0,13.0,7.0,92000.0,25897.0,10487.0,2015
Box Elder County,Utah,49,3,69.8,672.0,11.3,50991.0,47524.0,252.0,55038.0,0.3848,447.0,50991.0,174.0,9.0,167500.0,21748.0,47524.0,2015
Boyd County,Kentucky,21,19,81.0,625.0,15.2,48917.0,46346.0,491.0,42319.0,0.5123,142.0,48917.0,1334.0,8.0,99700.0,25745.0,46346.0,2015
Boyd County,Nebraska,31,15,79.5,466.0,24.5,2039.0,1978.0,5.0,40224.0,0.4539,15.0,2039.0,17.0,3.9,51700.0,24085.0,1978.0,2015
Boyle County,Kentucky,21,21,80.6,637.0,15.0,29388.0,26151.0,331.0,39704.0,0.4698,12.0,29388.0,2034.0,12.8,132500.0,22368.0,26151.0,2015
Bracken County,Kentucky,21,23,77.1,556.0,13.8,8425.0,8335.0,98.0,36327.0,0.4332,0.0,8425.0,2.0,8.1,95800.0,21054.0,8335.0,2015
Bradford County,Florida,12,7,82.7,705.0,13.5,27223.0,21123.0,148.0,41606.0,0.4622,23.0,27223.0,5457.0,9.6,89200.0,19739.0,21123.0,2015
Bradford County,Pennsylvania,42,15,79.6,673.0,17.6,62228.0,60559.0,531.0,48987.0,0.4369,95.0,62228.0,335.0,7.7,135900.0,25577.0,60559.0,2015
Bradley County,Arkansas,5,11,76.1,565.0,15.6,11206.0,6790.0,98.0,33701.0,0.4928,84.0,11206.0,3245.0,8.1,68700.0,20252.0,6790.0,2015
Bradley County,Tennessee,47,11,78.9,717.0,13.7,102062.0,93598.0,1171.0,42114.0,0.4819,123.0,102062.0,4726.0,10.6,146200.0,23336.0,93598.0,2015
Branch County,Michigan,26,23,79.0,662.0,14.5,43706.0,41380.0,347.0,44373.0,0.4221,83.0,43706.0,1039.0,8.3,95200.0,21263.0,41380.0,2015
Brantley County,Georgia,13,25,76.0,530.0,13.3,18452.0,17440.0,62.0,37206.0,0.4146,6.0,18452.0,588.0,8.7,67400.0,17276.0,17440.0,2015
Braxton County,West Virginia,54,7,82.2,488.0,18.4,14466.0,14164.0,77.0,32750.0,0.4487,10.0,14466.0,72.0,7.7,79500.0,19409.0,14164.0,2015
Brazoria County,Texas,48,39,75.5,904.0,9.5,331741.0,247806.0,2302.0,69749.0,0.4304,1058.0,331741.0,43117.0,8.7,152900.0,30634.0,247806.0,2015
Brazos County,Texas,48,41,81.3,861.0,6.9,205271.0,151747.0,2724.0,39808.0,0.5195,652.0,205271.0,22071.0,30.3,160000.0,22648.0,151747.0,2015
Breathitt County,Kentucky,21,25,80.9,493.0,13.1,13591.0,13272.0,76.0,25817.0,0.4801,27.0,13591.0,66.0,9.5,47500.0,15737.0,13272.0,2015
Breckinridge County,Kentucky,21,27,79.0,529.0,15.7,20061.0,19170.0,116.0,43479.0,0.4069,0.0,20061.0,466.0,8.4,88000.0,19185.0,19170.0,2015
Bremer County,Iowa,19,17,79.3,591.0,16.0,24539.0,23737.0,97.0,62163.0,0.435,49.0,24539.0,269.0,12.9,151600.0,30504.0,23737.0,2015
Brevard County,Florida,12,9,82.8,909.0,20.4,553591.0,459762.0,5705.0,48925.0,0.4493,1775.0,553591.0,56914.0,8.7,142200.0,27571.0,459762.0,2015
Brewster County,Texas,48,43,85.0,617.0,18.4,9235.0,8609.0,105.0,38395.0,0.501,140.0,9235.0,123.0,10.7,112700.0,27265.0,8609.0,2015
Briscoe County,Texas,48,45,76.0,618.0,19.7,1670.0,1500.0,3.0,38603.0,0.4446,1.0,1670.0,72.0,10.1,60000.0,22323.0,1500.0,2015
Bristol Bay Borough,Alaska,2,60,80.1,1063.0,7.2,970.0,547.0,12.0,79750.0,0.3571,284.0,970.0,5.0,10.5,187500.0,38267.0,547.0,2015
Bristol City,Virginia,51,520,80.2,649.0,16.1,17524.0,15756.0,256.0,35368.0,0.4685,105.0,17524.0,996.0,8.9,114500.0,20777.0,15756.0,2015
Bristol County,Massachusetts,25,5,80.4,820.0,13.3,552763.0,481687.0,7237.0,56842.0,0.4536,726.0,552763.0,20445.0,10.1,273100.0,29607.0,481687.0,2015
Bristol County,Rhode Island,44,1,81.9,993.0,16.6,49176.0,46863.0,427.0,72458.0,0.4755,13.0,49176.0,622.0,11.7,330100.0,39196.0,46863.0,2015
Broadwater County,Montana,30,7,81.0,655.0,19.5,5692.0,5403.0,48.0,50115.0,0.4272,78.0,5692.0,35.0,6.6,184600.0,29188.0,5403.0,2015
Bronx County,New York,36,5,75.3,1074.0,9.0,1428357.0,299869.0,37439.0,34299.0,0.5015,7980.0,1428357.0,475378.0,12.5,363400.0,18456.0,299869.0,2015
Brooke County,West Virginia,54,9,83.1,573.0,18.0,23665.0,22912.0,220.0,46215.0,0.4145,35.0,23665.0,413.0,10.5,86500.0,23819.0,22912.0,2015
Brookings County,South Dakota,46,11,82.9,658.0,9.0,33046.0,30646.0,312.0,50082.0,0.4508,242.0,33046.0,428.0,28.1,156000.0,25727.0,30646.0,2015
Brooks County,Georgia,13,27,78.5,609.0,15.7,15637.0,9250.0,92.0,32663.0,0.4798,21.0,15637.0,5498.0,9.4,94900.0,19744.0,9250.0,2015
Brooks County,Texas,48,47,79.5,538.0,12.6,7221.0,6131.0,23.0,22741.0,0.5338,0.0,7221.0,6.0,19.6,52100.0,13179.0,6131.0,2015
Broome County,New York,36,7,81.9,703.0,14.9,198093.0,172145.0,1949.0,46261.0,0.4523,496.0,198093.0,10764.0,14.7,109900.0,25105.0,172145.0,2015
Broomfield County,Colorado,8,14,76.9,1336.0,9.8,60699.0,52654.0,582.0,81898.0,0.4246,226.0,60699.0,608.0,7.7,295500.0,40135.0,52654.0,2015
Broward County,Florida,12,11,79.8,1191.0,13.3,1843152.0,1154135.0,22844.0,51968.0,0.4788,4446.0,1843152.0,513087.0,8.9,185900.0,28381.0,1154135.0,2015
Brown County,Illinois,17,9,90.0,569.0,9.2,6859.0,5351.0,3.0,50739.0,0.4327,0.0,6859.0,1145.0,13.1,85800.0,21065.0,5351.0,2015
Brown County,Indiana,18,13,82.8,932.0,19.4,15011.0,14599.0,77.0,54615.0,0.4556,10.0,15011.0,49.0,6.5,162300.0,29903.0,14599.0,2015
Brown County,Kansas,20,13,77.4,517.0,16.9,9880.0,8497.0,132.0,43724.0,0.4219,797.0,9880.0,173.0,7.9,84600.0,22600.0,8497.0,2015
Brown County,Minnesota,27,15,80.1,606.0,17.1,25391.0,24723.0,130.0,52598.0,0.4216,53.0,25391.0,114.0,10.0,125500.0,28018.0,24723.0,2015
Brown County,Nebraska,31,17,80.8,451.0,22.5,3078.0,3000.0,33.0,36078.0,0.4663,9.0,3078.0,1.0,2.1,70500.0,26390.0,3000.0,2015
Brown County,Ohio,39,15,78.2,649.0,15.0,44247.0,43024.0,321.0,45568.0,0.4189,41.0,44247.0,436.0,7.8,113800.0,22133.0,43024.0,2015
Brown County,South Dakota,46,13,78.1,610.0,13.8,38060.0,35018.0,328.0,53100.0,0.4253,1281.0,38060.0,573.0,10.3,143100.0,28841.0,35018.0,2015
Brown County,Texas,48,49,78.4,661.0,17.1,37833.0,34639.0,273.0,41962.0,0.4629,150.0,37833.0,1629.0,10.1,90400.0,21916.0,34639.0,2015
Brown County,Wisconsin,55,9,77.7,712.0,11.1,254717.0,220204.0,2840.0,53527.0,0.4348,5756.0,254717.0,6011.0,9.6,158400.0,27876.0,220204.0,2015
Brule County,South Dakota,46,15,76.3,582.0,15.1,5330.0,4592.0,45.0,49531.0,0.4064,541.0,5330.0,0.0,7.7,102900.0,22591.0,4592.0,2015
Brunswick County,North Carolina,37,19,83.5,846.0,25.7,115926.0,96724.0,691.0,46859.0,0.4534,449.0,115926.0,12524.0,6.5,182500.0,27586.0,96724.0,2015
Brunswick County,Virginia,51,25,85.5,674.0,15.4,16930.0,7094.0,161.0,36919.0,0.4669,43.0,16930.0,9444.0,12.8,105200.0,18245.0,7094.0,2015
Bryan County,Georgia,13,29,74.1,1071.0,8.9,33151.0,25959.0,442.0,63327.0,0.4074,170.0,33151.0,5049.0,8.4,195600.0,26934.0,25959.0,2015
Bryan County,Oklahoma,40,13,79.0,666.0,15.6,44003.0,32642.0,423.0,38847.0,0.4508,6495.0,44003.0,856.0,11.2,90100.0,20688.0,32642.0,2015
Buchanan County,Iowa,19,19,76.0,629.0,14.7,20998.0,20514.0,57.0,56150.0,0.446,73.0,20998.0,79.0,7.2,126600.0,29045.0,20514.0,2015
Buchanan County,Missouri,29,21,78.7,704.0,11.9,89561.0,79539.0,980.0,46315.0,0.4274,292.0,89561.0,4680.0,10.7,109700.0,22218.0,79539.0,2015
Buchanan County,Virginia,51,27,84.4,637.0,16.7,23486.0,22447.0,146.0,29679.0,0.4665,25.0,23486.0,627.0,7.9,71500.0,17883.0,22447.0,2015
Buckingham County,Virginia,51,29,83.1,685.0,13.3,17068.0,10505.0,91.0,40331.0,0.4131,17.0,17068.0,5883.0,8.7,131800.0,18204.0,10505.0,2015
Bucks County,Pennsylvania,42,17,80.2,1137.0,14.4,626583.0,557637.0,5411.0,77568.0,0.4402,859.0,626583.0,24180.0,8.3,308800.0,38795.0,557637.0,2015
Buena Vista City,Virginia,51,530,83.4,691.0,14.5,6666.0,6018.0,182.0,29097.0,0.4257,0.0,6666.0,70.0,18.0,115000.0,15707.0,6018.0,2015
Buena Vista County,Iowa,19,21,77.4,593.0,12.4,20507.0,16611.0,201.0,48195.0,0.4404,6.0,20507.0,590.0,11.7,103900.0,24511.0,16611.0,2015
Buffalo County,Nebraska,31,19,77.8,722.0,10.7,47958.0,44725.0,370.0,53624.0,0.4344,123.0,47958.0,563.0,15.8,151300.0,26846.0,44725.0,2015
Buffalo County,South Dakota,46,17,64.7,533.0,8.0,2038.0,377.0,17.0,31163.0,0.4284,1548.0,2038.0,4.0,11.0,57900.0,11372.0,377.0,2015
Buffalo County,Wisconsin,55,11,82.2,621.0,18.7,13319.0,12985.0,66.0,50196.0,0.4163,20.0,13319.0,63.0,7.1,145500.0,26170.0,12985.0,2015
Bullitt County,Kentucky,21,29,78.6,769.0,12.1,76961.0,74289.0,437.0,55975.0,0.3719,126.0,76961.0,369.0,9.0,144700.0,24458.0,74289.0,2015
Bulloch County,Georgia,13,31,81.2,773.0,8.8,72386.0,47717.0,1125.0,36032.0,0.5002,216.0,72386.0,20583.0,27.5,129700.0,18719.0,47717.0,2015
Bullock County,Alabama,1,11,82.1,570.0,11.4,10678.0,2845.0,68.0,31938.0,0.4648,124.0,10678.0,7550.0,9.2,68600.0,17580.0,2845.0,2015
Buncombe County,North Carolina,37,21,81.4,829.0,15.5,247336.0,219420.0,3293.0,45167.0,0.4641,979.0,247336.0,16245.0,8.8,192400.0,27066.0,219420.0,2015
Bureau County,Illinois,17,11,79.7,640.0,17.2,34115.0,32362.0,218.0,50423.0,0.437,76.0,34115.0,203.0,7.9,105600.0,27304.0,32362.0,2015
Burke County,Georgia,13,33,74.7,546.0,12.1,23007.0,11004.0,217.0,33641.0,0.4686,7.0,23007.0,11460.0,10.0,81000.0,17546.0,11004.0,2015
Burke County,North Carolina,37,23,81.9,609.0,15.5,89548.0,75947.0,566.0,39360.0,0.4408,431.0,89548.0,5309.0,10.8,113100.0,20263.0,75947.0,2015
Burke County,North Dakota,38,13,77.0,650.0,15.4,2208.0,2161.0,42.0,60096.0,0.4679,26.0,2208.0,1.0,7.4,110100.0,34161.0,2161.0,2015
Burleigh County,North Dakota,38,15,78.9,755.0,12.2,88223.0,81440.0,813.0,65254.0,0.4313,3345.0,88223.0,806.0,9.9,199200.0,34813.0,81440.0,2015
Burleson County,Texas,48,51,77.5,712.0,17.7,17293.0,13613.0,75.0,51821.0,0.4362,34.0,17293.0,2119.0,7.9,93100.0,24894.0,13613.0,2015
Burlington County,New Jersey,34,5,80.2,1207.0,13.1,450556.0,328004.0,3448.0,78621.0,0.4259,452.0,450556.0,72631.0,10.0,245000.0,37255.0,328004.0,2015
Burnet County,Texas,48,53,79.8,847.0,19.5,44144.0,41142.0,355.0,49732.0,0.4413,335.0,44144.0,1037.0,8.5,158900.0,26578.0,41142.0,2015
Burnett County,Wisconsin,55,13,82.9,624.0,24.8,15334.0,14037.0,134.0,41135.0,0.4296,758.0,15334.0,74.0,5.6,148800.0,23963.0,14037.0,2015
Burt County,Nebraska,31,21,77.9,594.0,21.1,6647.0,6359.0,43.0,47429.0,0.4093,96.0,6647.0,65.0,6.4,88700.0,24332.0,6359.0,2015
