County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income,asian_population,black_population,age_18_and_under_percentage,median_home_value,high_school_only_percentage,total_population_race,unemployment_rate,health_insurance_rate,less_than_9th_grade_percentage,native_american_population,gini_index,median_household_income,housing_cost_burden,poverty_rate,age_60_and_over,total_population,white_population,age_15_to_44_percentage,median_gross_rent,bachelors_and_above_percentage,disability_rate,Year
Franklin County,Illinois,75.2641596257497,17,55,24098.0,37716.0,334.0,22.1,76100.0,33.0,38923.0,7.5,93.7,2.6,93.0,0.4501,42769.0,279.0,19.5,26.4,38923.0,37716.0,34.7,637.0,16.7,20.9,2019
Franklin County,Indiana,78.0893222889317,18,47,29166.0,22199.0,33.0,23.9,160200.0,42.5,22774.0,2.5,94.6,4.6,6.0,0.413,62462.0,132.0,9.1,24.7,22774.0,22199.0,34.0,676.0,21.1,12.9,2019
Franklin County,Iowa,79.6389075080029,19,69,29546.0,9669.0,25.0,23.1,94100.0,35.9,10162.0,3.5,94.1,3.2,11.0,0.429,56419.0,19.0,13.6,28.3,10162.0,9669.0,32.7,699.0,18.0,8.6,2019
Franklin County,Kansas,76.9443861594414,20,59,26998.0,23867.0,237.0,24.1,128000.0,37.6,25558.0,3.7,92.7,2.7,142.0,0.4034,56582.0,174.0,9.8,22.6,25558.0,23867.0,36.1,793.0,20.4,14.5,2019
Franklin County,Kentucky,76.1270459444938,21,73,30711.0,41652.0,4729.0,20.9,142900.0,31.3,50529.0,3.9,91.6,4.6,54.0,0.4104,56274.0,502.0,12.4,23.8,50529.0,41652.0,37.7,762.0,29.9,17.3,2019
Franklin County,Maine,78.1838824706956,23,7,27252.0,28920.0,73.0,18.1,139800.0,38.0,29982.0,5.8,90.0,1.5,39.0,0.4339,51422.0,298.0,11.5,29.8,29982.0,28920.0,34.1,635.0,24.8,15.5,2019
Franklin County,Massachusetts,80.0092355252301,25,11,35908.0,65480.0,1066.0,17.5,232100.0,28.5,70577.0,4.9,97.9,1.9,209.0,0.4541,60950.0,842.0,9.7,30.0,70577.0,65480.0,33.9,976.0,37.3,15.6,2019
Franklin County,Mississippi,74.5655055762087,28,37,23067.0,4903.0,2782.0,23.7,76600.0,35.4,7733.0,4.7,90.5,7.1,12.0,0.4748,40219.0,77.0,15.1,27.2,7733.0,4903.0,33.6,507.0,12.0,18.1,2019
Franklin County,Missouri,76.8528811459318,29,71,30278.0,99053.0,745.0,23.1,165700.0,32.7,103191.0,4.4,92.0,3.5,202.0,0.4311,57214.0,804.0,10.5,23.5,103191.0,99053.0,35.4,746.0,20.9,13.8,2019
Franklin County,Nebraska,78.3642577374874,31,61,28365.0,2918.0,15.0,18.6,71300.0,35.3,2987.0,0.7,95.0,2.4,1.0,0.4275,49282.0,12.0,14.6,35.1,2987.0,2918.0,28.3,473.0,17.3,16.9,2019
Franklin County,New York,79.146065012731,36,33,25406.0,41726.0,2863.0,19.9,108700.0,37.7,50477.0,7.0,94.9,4.3,3609.0,0.4529,50407.0,382.0,17.8,23.2,50477.0,41726.0,39.6,703.0,19.1,15.7,2019
Franklin County,North Carolina,77.6017012496297,37,69,27294.0,44679.0,16594.0,22.2,150400.0,29.8,66362.0,5.8,90.1,5.3,794.0,0.4155,55193.0,508.0,13.2,23.6,66362.0,44679.0,36.3,829.0,22.0,15.4,2019
Franklin County,Ohio,77.3158007578927,39,49,33998.0,855170.0,291177.0,23.4,175100.0,24.6,1290360.0,4.9,92.4,2.9,2891.0,0.4653,61305.0,18915.0,15.7,17.1,1290360.0,855170.0,45.0,974.0,40.0,11.3,2019
Franklin County,Pennsylvania,79.3690640144176,42,55,31221.0,142470.0,5774.0,22.5,180400.0,43.1,154147.0,4.8,91.0,3.6,388.0,0.4126,63379.0,1418.0,9.3,25.9,154147.0,142470.0,35.4,883.0,21.6,14.3,2019
Franklin County,Tennessee,76.0114967308977,47,51,28317.0,37735.0,1988.0,20.3,139200.0,40.0,41725.0,3.8,91.3,4.6,18.0,0.4796,51585.0,315.0,14.4,25.9,41725.0,37735.0,37.4,678.0,20.8,20.0,2019
Franklin County,Texas,78.0235865074094,48,159,28789.0,9213.0,473.0,24.2,126200.0,27.9,10716.0,6.4,85.9,4.6,31.0,0.4516,53783.0,74.0,9.3,28.4,10716.0,9213.0,33.0,815.0,26.6,18.0,2019
Franklin County,Vermont,78.8049292572647,50,11,31195.0,46504.0,261.0,22.3,216200.0,37.9,49116.0,3.7,96.2,3.2,440.0,0.401,65485.0,421.0,8.6,22.8,49116.0,46504.0,36.9,999.0,24.1,13.2,2019
Franklin County,Virginia,78.4608483135845,51,67,30487.0,50056.0,4224.0,19.2,178100.0,34.9,56187.0,4.7,90.6,4.8,166.0,0.4591,56254.0,355.0,14.5,31.0,56187.0,50056.0,31.8,732.0,21.9,14.5,2019
Franklin County,Washington,81.0936887730599,53,21,24380.0,64838.0,2068.0,32.8,202400.0,25.5,92009.0,6.4,85.7,16.0,1163.0,0.4057,63584.0,975.0,15.2,13.3,92009.0,64838.0,43.6,913.0,17.7,12.0,2019
Franklin Parish,Louisiana,73.4925913703477,22,41,19206.0,13233.0,6862.0,25.5,88000.0,42.1,20238.0,9.3,89.9,8.4,12.0,0.4937,35282.0,129.0,29.0,24.6,20238.0,13233.0,36.6,587.0,12.0,17.8,2019
Frederick County,Maryland,80.4439137512782,24,21,43582.0,202622.0,24411.0,23.4,331600.0,24.1,251422.0,4.2,95.5,3.3,794.0,0.4045,97730.0,2107.0,6.8,20.1,251422.0,202622.0,38.4,1422.0,41.4,10.5,2019
Frederick County,Virginia,79.6476977402196,51,69,35123.0,78403.0,3405.0,23.1,251200.0,32.4,86415.0,3.2,91.5,4.0,230.0,0.3905,78002.0,551.0,6.2,22.9,86415.0,78403.0,36.4,1125.0,28.3,12.0,2019
Fredericksburg City,Virginia,79.3686006579136,51,630,35731.0,17839.0,6322.0,21.0,367200.0,23.7,28622.0,4.8,89.0,4.3,62.0,0.4579,65641.0,611.0,15.5,15.2,28622.0,17839.0,50.8,1258.0,40.9,11.3,2019
Freeborn County,Minnesota,80.0097683105433,27,47,29316.0,27894.0,330.0,21.9,113800.0,35.0,30463.0,3.7,94.7,3.7,150.0,0.4141,53631.0,372.0,11.0,29.0,30463.0,27894.0,32.5,681.0,17.1,13.2,2019
Freestone County,Texas,76.7922917696341,48,161,24621.0,15857.0,2995.0,22.8,111800.0,33.2,19714.0,4.4,85.9,7.3,83.0,0.4663,49471.0,35.0,18.1,26.1,19714.0,15857.0,36.2,725.0,15.3,19.1,2019
Fremont County,Colorado,77.3840109100534,8,43,22692.0,42504.0,2177.0,15.8,174000.0,39.3,47321.0,5.5,93.1,1.8,649.0,0.4364,49409.0,342.0,14.5,28.2,47321.0,42504.0,37.1,838.0,18.5,18.9,2019
Fremont County,Idaho,79.8235832335636,16,43,23577.0,12342.0,22.0,26.4,169900.0,30.2,13020.0,5.7,88.0,4.9,18.0,0.4028,58065.0,70.0,13.0,23.9,13020.0,12342.0,38.2,798.0,21.7,14.6,2019
Fremont County,Iowa,78.0999004267531,19,71,29261.0,6614.0,55.0,21.8,109300.0,33.6,6946.0,3.6,95.4,2.7,42.0,0.4074,56750.0,63.0,10.6,30.8,6946.0,6614.0,30.9,661.0,18.9,13.4,2019
Fremont County,Wyoming,75.2382391452335,56,13,28324.0,28893.0,214.0,25.3,196400.0,29.7,39812.0,5.9,81.7,1.7,8283.0,0.4328,55896.0,281.0,13.0,25.4,39812.0,28893.0,35.1,789.0,24.3,14.6,2019
Fresno County,California,78.7315724036983,6,19,24422.0,639985.0,46782.0,28.5,255000.0,22.7,984521.0,8.7,91.7,13.8,11656.0,0.4746,53969.0,12197.0,22.5,16.8,984521.0,639985.0,42.4,998.0,21.2,13.2,2019
Frio County,Texas,77.0080446828954,48,163,19256.0,16342.0,718.0,23.9,82200.0,34.2,19871.0,6.7,78.5,18.0,27.0,0.5087,46729.0,138.0,23.3,16.5,19871.0,16342.0,50.0,818.0,7.3,16.6,2019
Frontier County,Nebraska,82.451624912967,31,63,28899.0,2569.0,15.0,19.6,101200.0,29.2,2640.0,5.5,90.4,0.6,9.0,0.4142,54659.0,35.0,9.0,32.5,2640.0,2569.0,34.1,596.0,21.5,19.2,2019
Fulton County,Arkansas,75.0356374627702,5,49,19697.0,11736.0,58.0,20.7,86400.0,35.8,12231.0,5.7,87.9,6.8,40.0,0.4256,35405.0,91.0,20.7,35.4,12231.0,11736.0,29.6,545.0,12.2,23.5,2019
Fulton County,Georgia,79.6229445774038,13,121,47163.0,462133.0,456855.0,22.2,313300.0,17.7,1036200.0,5.5,89.7,2.4,4213.0,0.5414,69673.0,17635.0,14.4,16.6,1036200.0,462133.0,45.2,1205.0,52.9,10.0,2019
Fulton County,Illinois,76.5894502597691,17,57,27741.0,33002.0,1325.0,19.8,88600.0,34.5,35092.0,6.4,93.8,3.2,165.0,0.4538,51643.0,248.0,14.7,27.4,35092.0,33002.0,36.2,646.0,17.6,14.4,2019
Fulton County,Indiana,75.8956915167152,18,49,26427.0,18864.0,186.0,23.6,103600.0,40.6,20096.0,4.2,89.5,3.7,63.0,0.4239,52034.0,188.0,12.4,26.0,20096.0,18864.0,34.1,690.0,15.8,15.9,2019
Fulton County,Kentucky,72.2475212303055,21,75,18247.0,4410.0,1472.0,21.9,66100.0,37.4,6130.0,10.2,94.7,8.8,43.0,0.4688,30114.0,77.0,28.2,29.1,6130.0,4410.0,32.9,579.0,13.4,23.6,2019
Fulton County,New York,78.4453621302226,36,35,27443.0,50640.0,1119.0,20.4,109600.0,35.7,53646.0,5.1,95.2,2.8,209.0,0.4234,50482.0,589.0,14.9,26.6,53646.0,50640.0,34.9,779.0,18.2,16.7,2019
Fulton County,Ohio,77.8430999141492,39,51,29600.0,39307.0,169.0,23.8,138200.0,41.7,42253.0,4.0,95.1,2.2,183.0,0.3908,63092.0,177.0,7.8,24.8,42253.0,39307.0,35.4,729.0,17.6,12.8,2019
Fulton County,Pennsylvania,77.9191358761561,42,57,27396.0,14009.0,221.0,20.1,161000.0,52.2,14506.0,5.3,93.9,3.6,42.0,0.406,53476.0,69.0,11.3,28.5,14506.0,14009.0,33.0,663.0,13.6,16.8,2019
Furnas County,Nebraska,78.2458716545439,31,65,27021.0,4589.0,6.0,22.3,73000.0,33.0,4747.0,1.8,91.8,3.3,9.0,0.4196,48838.0,30.0,11.0,33.1,4747.0,4589.0,30.5,628.0,17.4,19.1,2019
Gadsden County,Florida,75.4408844419078,12,39,20734.0,18202.0,25786.0,21.9,96800.0,36.2,45945.0,7.1,85.9,5.9,83.0,0.4448,41401.0,436.0,22.8,25.1,45945.0,18202.0,37.0,678.0,16.2,19.4,2019
Gage County,Nebraska,78.112546232577,31,67,29565.0,20839.0,130.0,22.6,116200.0,35.7,21594.0,3.4,94.7,3.8,144.0,0.4212,53110.0,185.0,10.7,28.5,21594.0,20839.0,32.8,640.0,20.8,15.6,2019
Gaines County,Texas,77.5992723926091,48,165,23533.0,19578.0,522.0,36.0,150900.0,29.8,20706.0,5.4,66.3,27.6,57.0,0.4631,63054.0,71.0,15.3,13.2,20706.0,19578.0,40.8,722.0,11.4,12.1,2019
Galax City,Virginia,69.6906918343786,51,640,23025.0,5842.0,491.0,21.7,96600.0,30.4,6517.0,7.3,83.8,11.5,0.0,0.5191,33575.0,32.0,23.8,30.5,6517.0,5842.0,30.6,574.0,14.8,26.2,2019
Gallatin County,Illinois,73.9544052557327,17,59,33377.0,4888.0,26.0,20.5,73900.0,39.8,5064.0,4.7,97.0,5.1,26.0,0.5553,44076.0,80.0,20.8,29.7,5064.0,4888.0,32.6,439.0,10.9,23.0,2019
Gallatin County,Kentucky,72.5748606696627,21,77,23638.0,8121.0,176.0,24.7,128100.0,44.2,8737.0,5.6,91.3,7.0,0.0,0.3889,52167.0,44.0,14.8,20.1,8737.0,8121.0,37.6,701.0,11.6,14.6,2019
Gallatin County,Montana,82.5513867722228,30,31,36924.0,101395.0,426.0,20.0,357100.0,17.8,108063.0,2.8,92.2,1.1,966.0,0.4647,66397.0,1626.0,11.3,18.0,108063.0,101395.0,48.9,1074.0,50.1,8.1,2019
Gallia County,Ohio,73.7010296895037,39,53,24130.0,28219.0,657.0,23.0,110200.0,41.2,30088.0,4.2,90.3,4.9,130.0,0.4487,44858.0,184.0,20.7,25.3,30088.0,28219.0,35.1,675.0,15.9,19.8,2019
Galveston County,Texas,77.7793912272396,48,167,36819.0,262336.0,41809.0,24.4,199200.0,24.9,332885.0,6.2,86.1,4.3,1306.0,0.4646,73330.0,3397.0,12.4,20.2,332885.0,262336.0,39.3,1078.0,31.1,13.2,2019
Garden County,Nebraska,78.3706998276252,31,69,35050.0,1836.0,3.0,20.1,81800.0,31.9,1864.0,1.0,90.1,1.2,9.0,0.5025,43750.0,10.0,7.7,35.2,1864.0,1836.0,28.1,668.0,22.5,17.1,2019
Garfield County,Colorado,80.7747188112076,8,45,33393.0,50833.0,286.0,25.4,360600.0,27.0,59055.0,4.4,84.0,5.6,400.0,0.4031,75937.0,675.0,8.6,19.0,59055.0,50833.0,40.0,1201.0,31.0,7.8,2019
Garfield County,Montana,78.693616876639,30,33,28541.0,1029.0,7.0,20.5,124100.0,44.1,1036.0,0.0,88.5,1.4,0.0,0.4716,42000.0,4.0,6.0,31.5,1036.0,1029.0,33.4,570.0,14.3,8.4,2019
Garfield County,Nebraska,79.6681817488178,31,71,29146.0,1958.0,7.0,19.8,105100.0,31.3,2001.0,0.2,96.2,1.4,0.0,0.4061,53000.0,16.0,9.2,40.0,2001.0,1958.0,29.1,443.0,25.5,13.8,2019
Garfield County,Oklahoma,75.6419562838262,40,47,28333.0,50726.0,1497.0,25.2,112600.0,36.2,61898.0,4.9,85.3,4.2,1213.0,0.4467,54006.0,484.0,13.8,21.8,61898.0,50726.0,39.6,856.0,22.9,15.2,2019
Garfield County,Utah,79.6058018980563,49,17,25247.0,4649.0,10.0,23.9,188900.0,36.2,4998.0,3.2,84.2,1.5,227.0,0.4209,54565.0,24.0,16.5,27.9,4998.0,4649.0,34.2,688.0,25.9,16.1,2019
Garfield County,Washington,81.0455556310757,53,23,26742.0,2037.0,0.0,24.0,149400.0,27.9,2230.0,7.0,94.2,1.1,0.0,0.3668,55900.0,18.0,10.3,33.8,2230.0,2037.0,31.5,598.0,24.5,19.8,2019
Garland County,Arkansas,74.8562256903252,5,51,27171.0,84807.0,8092.0,20.3,139900.0,31.4,98555.0,5.5,89.5,3.0,890.0,0.4807,44777.0,1365.0,18.6,30.6,98555.0,84807.0,33.4,771.0,21.6,20.2,2019
Garrard County,Kentucky,77.0681423411388,21,79,26272.0,16735.0,338.0,22.4,140500.0,37.1,17445.0,6.5,93.3,7.0,27.0,0.4339,52631.0,96.0,15.7,24.9,17445.0,16735.0,33.3,688.0,17.6,19.4,2019
Garrett County,Maryland,78.4055812461505,24,23,30617.0,28327.0,250.0,18.8,173900.0,43.3,29235.0,3.8,93.0,3.3,44.0,0.4475,52617.0,165.0,10.4,30.0,29235.0,28327.0,33.3,614.0,20.9,15.6,2019
Garvin County,Oklahoma,73.4235942510159,40,49,24880.0,23160.0,637.0,25.1,98500.0,45.0,27835.0,3.1,85.1,5.0,1540.0,0.4435,47125.0,200.0,15.2,24.5,27835.0,23160.0,36.7,682.0,14.7,15.7,2019
Garza County,Texas,76.8616046113416,48,169,19997.0,5120.0,347.0,15.8,78800.0,28.6,6070.0,2.6,85.1,24.7,16.0,0.4714,49627.0,76.0,19.7,18.8,6070.0,5120.0,46.8,775.0,13.9,17.1,2019
Gasconade County,Missouri,76.7848079492552,29,73,28617.0,14300.0,79.0,20.7,134200.0,38.5,14711.0,2.7,93.2,4.4,71.0,0.4253,54885.0,78.0,9.0,31.3,14711.0,14300.0,31.2,611.0,19.2,18.1,2019
Gaston County,North Carolina,75.5904784532804,37,71,27352.0,168959.0,35824.0,22.7,144200.0,30.7,219271.0,6.2,89.7,4.7,706.0,0.4529,52835.0,2137.0,14.5,22.4,219271.0,168959.0,37.8,832.0,21.2,15.2,2019
Gates County,North Carolina,76.9938036100224,37,73,25846.0,7314.0,3859.0,20.4,147700.0,37.9,11548.0,6.3,93.4,3.4,109.0,0.4064,50750.0,63.0,13.5,27.4,11548.0,7314.0,30.9,860.0,14.3,22.7,2019
Geary County,Kansas,75.8790094745933,20,61,23897.0,23076.0,6376.0,30.9,148800.0,25.0,34025.0,4.5,93.3,2.2,407.0,0.3699,53133.0,671.0,13.0,11.5,34025.0,23076.0,51.4,1057.0,23.2,13.5,2019
Geauga County,Ohio,81.1363526250394,39,55,42958.0,90764.0,1276.0,23.2,240900.0,25.3,93843.0,2.5,91.2,6.4,112.0,0.4647,82303.0,409.0,5.8,26.8,93843.0,90764.0,31.8,818.0,38.0,10.9,2019
Gem County,Idaho,77.905801191209,16,45,22661.0,15611.0,20.0,23.2,168700.0,37.0,17331.0,3.0,82.7,3.8,240.0,0.4175,45492.0,171.0,17.0,29.6,17331.0,15611.0,31.6,745.0,17.5,20.7,2019
Genesee County,Michigan,75.7604146419025,26,49,27295.0,304896.0,81062.0,22.7,111100.0,31.6,407875.0,9.3,94.5,2.3,1393.0,0.4629,48588.0,3605.0,18.9,24.0,407875.0,304896.0,36.7,767.0,21.2,17.4,2019
Genesee County,New York,78.9182260725436,36,37,30511.0,53142.0,1214.0,20.3,119800.0,36.0,57808.0,4.1,96.5,1.8,490.0,0.4117,60524.0,412.0,10.9,25.2,57808.0,53142.0,35.4,747.0,22.3,14.7,2019
Geneva County,Alabama,74.3981355513722,1,61,21711.0,22870.0,2538.0,22.0,100900.0,36.0,26417.0,5.4,87.4,7.5,250.0,0.44,41732.0,152.0,22.0,26.7,26417.0,22870.0,33.8,625.0,12.5,23.6,2019
Gentry County,Missouri,77.7692278740105,29,75,24269.0,6442.0,39.0,24.8,88200.0,42.5,6616.0,3.8,89.4,4.8,19.0,0.4356,47790.0,16.0,14.8,25.2,6616.0,6442.0,33.4,612.0,19.1,15.2,2019
George County,Mississippi,72.565718154723,28,39,22732.0,21255.0,1920.0,26.5,110800.0,36.6,23917.0,13.2,82.1,4.0,125.0,0.4574,47292.0,143.0,17.2,19.9,23917.0,21255.0,39.1,764.0,13.8,19.6,2019
Georgetown County,South Carolina,76.4011794276026,45,43,31382.0,40114.0,19149.0,18.7,188800.0,28.8,61952.0,7.2,89.8,3.9,48.0,0.5044,48456.0,295.0,17.9,35.2,61952.0,40114.0,30.0,901.0,27.3,16.2,2019
Gibson County,Indiana,77.4047734174084,18,51,28076.0,31865.0,740.0,23.7,116100.0,40.9,33656.0,2.9,93.7,2.1,16.0,0.4053,55462.0,308.0,9.3,23.6,33656.0,31865.0,36.0,659.0,18.0,14.4,2019
Gibson County,Tennessee,73.6128100867104,47,53,23211.0,38519.0,8423.0,24.1,98600.0,39.1,49228.0,6.1,91.2,5.2,221.0,0.4505,43171.0,553.0,15.8,23.7,49228.0,38519.0,36.3,680.0,18.4,19.2,2019
Gila County,Arizona,74.3478336675243,4,7,24251.0,41171.0,375.0,20.0,165800.0,27.9,53546.0,8.8,90.0,3.9,8733.0,0.4427,43524.0,336.0,21.6,37.2,53546.0,41171.0,28.1,816.0,18.7,21.5,2019
Gilchrist County,Florida,76.8041546429204,12,41,21578.0,16382.0,1052.0,20.8,104800.0,42.1,17953.0,4.9,82.4,5.4,22.0,0.4266,43640.0,71.0,17.2,26.9,17953.0,16382.0,37.3,645.0,13.4,21.2,2019
Giles County,Tennessee,74.7405474880161,47,55,25690.0,25222.0,2871.0,20.9,129700.0,43.1,29285.0,5.7,90.7,5.1,92.0,0.4346,49614.0,472.0,14.8,27.0,29285.0,25222.0,33.5,660.0,16.5,16.8,2019
Giles County,Virginia,75.322160612472,51,71,27137.0,16206.0,361.0,20.7,123200.0,38.7,16772.0,4.9,91.3,3.8,0.0,0.3862,54520.0,157.0,10.2,28.3,16772.0,16206.0,33.5,700.0,18.1,14.3,2019
Gillespie County,Texas,80.9289787223826,48,171,34077.0,24065.0,29.0,20.1,286900.0,29.9,26459.0,4.3,80.6,5.1,854.0,0.4641,59155.0,386.0,9.5,38.3,26459.0,24065.0,28.6,948.0,32.2,13.9,2019
Gilliam County,Oregon,81.8937543866588,41,21,26482.0,1725.0,0.0,19.9,115900.0,30.5,1878.0,6.9,93.0,3.7,74.0,0.3769,47500.0,20.0,10.4,35.5,1878.0,1725.0,27.3,919.0,17.4,20.1,2019
Gilmer County,Georgia,78.3697821362563,13,123,27282.0,27832.0,166.0,19.5,177500.0,35.4,30414.0,4.2,80.1,7.6,523.0,0.4561,52625.0,175.0,16.8,33.2,30414.0,27832.0,30.8,765.0,20.4,20.8,2019
Gilmer County,West Virginia,76.7721561704025,54,21,18067.0,6694.0,966.0,15.0,93300.0,44.7,8041.0,10.8,90.4,5.0,20.0,0.4197,42636.0,49.0,16.4,22.7,8041.0,6694.0,45.1,584.0,17.0,16.1,2019
Gilpin County,Colorado,82.1469482912617,8,47,49641.0,5562.0,20.0,13.6,353400.0,21.4,6018.0,1.5,94.3,0.8,163.0,0.4468,76429.0,46.0,4.9,32.1,6018.0,5562.0,31.1,1159.0,39.6,9.6,2019
Glacier County,Montana,72.6318624382181,30,35,18043.0,4381.0,39.0,31.6,107700.0,39.2,13732.0,6.8,62.3,1.7,8924.0,0.4796,36045.0,91.0,31.0,17.2,13732.0,4381.0,38.3,499.0,21.4,10.3,2019
Glades County,Florida,80.4422155675543,12,43,21953.0,10780.0,1819.0,15.4,76700.0,38.2,13516.0,12.0,75.9,12.3,540.0,0.4343,40977.0,241.0,17.4,32.8,13516.0,10780.0,33.8,781.0,11.2,18.2,2019
Gladwin County,Michigan,77.0504240765178,26,51,25657.0,24513.0,78.0,19.2,110000.0,39.3,25279.0,5.9,90.7,4.3,136.0,0.4472,44619.0,123.0,16.9,35.4,25279.0,24513.0,28.4,617.0,13.5,20.9,2019
Glascock County,Georgia,73.556073913624,13,125,23541.0,2655.0,306.0,22.8,81700.0,40.9,2996.0,1.9,92.8,8.4,9.0,0.4538,45000.0,4.0,18.9,23.7,2996.0,2655.0,36.5,625.0,11.6,13.9,2019
Glasscock County,Texas,81.5214587335841,48,173,31830.0,1003.0,0.0,22.7,229200.0,18.7,1510.0,0.0,79.5,23.9,0.0,0.4746,78456.0,12.0,11.7,18.9,1510.0,1003.0,50.0,904.0,27.2,4.0,2019
Glenn County,California,77.4985091634692,6,21,22668.0,22685.0,230.0,26.8,233200.0,27.2,27976.0,5.3,91.4,14.6,682.0,0.4442,49633.0,345.0,17.5,22.7,27976.0,22685.0,38.0,835.0,14.2,15.2,2019
Gloucester County,New Jersey,78.2416490010653,34,15,39337.0,237131.0,29570.0,22.1,219700.0,32.0,291165.0,5.5,95.7,2.4,306.0,0.4174,87283.0,1509.0,7.4,22.2,291165.0,237131.0,37.8,1225.0,33.0,13.0,2019
Gloucester County,Virginia,77.1545612337354,51,73,33692.0,32729.0,3341.0,19.6,230000.0,32.4,37222.0,3.1,93.3,3.1,11.0,0.3828,70537.0,272.0,8.8,26.0,37222.0,32729.0,34.4,1084.0,23.3,17.4,2019
Glynn County,Georgia,77.6513857604345,13,127,33848.0,57857.0,22235.0,22.1,179000.0,26.7,84470.0,4.9,85.9,3.2,303.0,0.5123,52977.0,1097.0,18.1,26.4,84470.0,57857.0,35.6,890.0,29.9,15.4,2019
Gogebic County,Michigan,78.8347966612695,26,53,25555.0,13708.0,582.0,15.6,67100.0,37.3,15061.0,5.4,92.3,1.4,392.0,0.4887,38839.0,124.0,17.0,33.5,15061.0,13708.0,32.1,509.0,19.4,14.9,2019
Golden Valley County,North Dakota,84.328513956903,38,33,33111.0,1711.0,0.0,22.2,116200.0,25.3,1845.0,3.0,90.9,2.9,46.0,0.429,58690.0,9.0,7.5,28.0,1845.0,1711.0,32.6,686.0,26.9,15.2,2019
Goliad County,Texas,79.0677720432528,48,175,29855.0,6119.0,445.0,21.7,137800.0,26.5,7565.0,5.0,90.3,10.4,0.0,0.4791,60690.0,33.0,13.1,29.6,7565.0,6119.0,30.9,629.0,17.3,15.3,2019
Gonzales County,Texas,76.3983589121658,48,177,27407.0,13784.0,1382.0,27.0,121300.0,44.1,20731.0,3.4,81.4,11.0,64.0,0.4829,53577.0,238.0,14.1,22.8,20731.0,13784.0,36.3,725.0,13.1,16.9,2019
Goochland County,Virginia,80.3036690044416,51,75,51720.0,18355.0,3655.0,17.8,375200.0,23.8,22865.0,3.6,95.1,3.2,4.0,0.4975,93994.0,31.0,5.2,30.5,22865.0,18355.0,31.5,1208.0,41.8,12.3,2019
Goodhue County,Minnesota,80.0874424520216,27,49,34803.0,43474.0,606.0,22.4,204100.0,32.8,46246.0,3.4,95.0,1.9,374.0,0.4139,66800.0,467.0,9.3,26.8,46246.0,43474.0,34.2,862.0,26.0,10.4,2019
Gooding County,Idaho,78.7387198970402,16,47,23607.0,14091.0,13.0,27.5,157800.0,35.0,15148.0,5.4,83.9,9.7,69.0,0.4134,47204.0,96.0,16.3,22.2,15148.0,14091.0,35.7,704.0,17.2,13.0,2019
Gordon County,Georgia,75.7777192557876,13,129,24092.0,50276.0,2169.0,24.6,136000.0,34.9,57202.0,3.3,84.7,8.5,725.0,0.4646,45865.0,595.0,18.0,20.6,57202.0,50276.0,38.5,731.0,14.7,17.2,2019
Goshen County,Wyoming,79.6405643467864,56,15,28554.0,12392.0,52.0,20.3,174000.0,28.2,13342.0,7.4,88.7,2.0,130.0,0.4197,54289.0,111.0,11.5,29.5,13342.0,12392.0,34.6,705.0,25.9,15.7,2019
Gosper County,Nebraska,80.9753016648756,31,73,37565.0,1964.0,5.0,17.5,127000.0,27.5,2013.0,1.9,94.9,0.9,4.0,0.4242,64053.0,14.0,5.4,36.2,2013.0,1964.0,27.4,639.0,29.5,12.6,2019
Gove County,Kansas,79.419483750467,20,63,28859.0,2532.0,14.0,21.5,89600.0,36.3,2644.0,1.6,87.8,3.7,9.0,0.4142,48317.0,34.0,10.0,35.2,2644.0,2532.0,28.2,693.0,19.7,16.7,2019
Grady County,Georgia,75.6745096058627,13,131,22543.0,16251.0,7406.0,24.7,119800.0,39.2,24828.0,4.9,81.3,7.4,134.0,0.4599,43531.0,260.0,22.4,23.7,24828.0,16251.0,35.0,778.0,13.9,21.4,2019
Grady County,Oklahoma,76.3365365623992,40,51,30242.0,47267.0,1295.0,24.1,134300.0,40.3,55071.0,3.5,88.5,3.0,2711.0,0.4475,60875.0,390.0,11.5,22.2,55071.0,47267.0,37.2,717.0,19.9,17.2,2019
Grafton County,New Hampshire,80.4557215078991,33,9,37750.0,82814.0,1075.0,16.4,220300.0,26.5,89777.0,2.9,92.9,2.2,266.0,0.4847,63389.0,1066.0,9.6,27.7,89777.0,82814.0,38.7,953.0,40.6,14.3,2019
Graham County,Arizona,77.2067923381599,4,9,18683.0,30366.0,744.0,27.1,138700.0,28.7,37996.0,8.3,93.1,3.7,4804.0,0.4196,51353.0,195.0,22.6,19.2,37996.0,30366.0,42.9,769.0,15.2,11.3,2019
Graham County,Kansas,79.2408043690513,20,65,27236.0,2274.0,105.0,20.4,72500.0,31.9,2519.0,1.8,91.9,2.8,0.0,0.4035,46375.0,22.0,9.8,33.2,2519.0,2274.0,28.3,554.0,24.7,19.0,2019
Graham County,North Carolina,76.1523885247387,37,75,20323.0,7436.0,17.0,20.6,122300.0,36.3,8509.0,4.1,83.4,6.3,859.0,0.4322,39571.0,33.0,17.1,30.8,8509.0,7436.0,32.0,499.0,12.9,21.7,2019
Grainger County,Tennessee,74.0165320467524,47,57,23595.0,22474.0,104.0,20.4,119100.0,42.8,23101.0,5.3,90.1,10.3,71.0,0.4515,44064.0,227.0,18.1,27.9,23101.0,22474.0,33.7,641.0,10.7,23.8,2019
