County,State,State_FIPS,County_FIPS,asian_population,per_capita_income,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,total_population_race,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,median_household_income,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,disability_rate,Year
Jefferson County,West Virginia,54,37,48887.0,34750.0,32.1,240600.0,3572.0,22.6,56179.0,124.0,3.2,94.8,6.9,0.4074,76503.0,486.0,48887.0,56179.0,22.1,9.7,989.0,37.0,30.8,13.4,2018
Jefferson County,Wisconsin,55,55,79520.0,30329.0,33.8,184300.0,727.0,21.7,84652.0,105.0,2.9,95.0,3.7,0.3976,63676.0,968.0,79520.0,84652.0,22.4,8.9,854.0,37.9,24.8,11.1,2018
Jefferson Davis County,Mississippi,28,65,4360.0,19233.0,35.8,84200.0,7036.0,20.3,11495.0,0.0,5.7,82.3,9.9,0.5017,30083.0,69.0,4360.0,11495.0,28.7,27.0,576.0,34.2,13.9,18.5,2018
Jefferson Davis Parish,Louisiana,22,53,25140.0,24582.0,41.7,111600.0,5215.0,25.6,31467.0,290.0,7.2,90.7,9.0,0.4974,39653.0,318.0,25140.0,31467.0,22.5,19.4,614.0,37.4,15.9,17.8,2018
Jefferson Parish,Louisiana,22,51,273395.0,29776.0,31.2,180500.0,116621.0,22.0,435300.0,1694.0,5.8,87.9,5.7,0.4698,52558.0,5491.0,273395.0,435300.0,22.7,15.5,961.0,38.5,26.1,13.9,2018
Jenkins County,Georgia,13,165,5363.0,16089.0,40.5,66500.0,2955.0,23.1,8827.0,127.0,6.1,83.3,4.0,0.4413,27311.0,0.0,5363.0,8827.0,25.2,29.3,533.0,32.1,9.3,14.4,2018
Jennings County,Indiana,18,79,26917.0,23490.0,45.9,103900.0,314.0,23.5,27727.0,97.0,4.1,90.0,4.1,0.3877,49801.0,130.0,26917.0,27727.0,22.7,14.7,742.0,36.4,11.1,17.0,2018
Jerauld County,South Dakota,46,73,1982.0,38650.0,40.8,79600.0,0.0,21.1,2029.0,21.0,5.8,93.7,0.3,0.5358,49519.0,8.0,1982.0,2029.0,35.3,8.3,485.0,25.7,20.8,12.5,2018
Jerome County,Idaho,16,53,22059.0,20820.0,32.7,154600.0,29.0,31.0,23431.0,113.0,10.7,80.3,4.0,0.4154,49306.0,286.0,22059.0,23431.0,18.4,18.0,774.0,38.7,14.9,11.8,2018
Jersey County,Illinois,17,83,21350.0,28924.0,37.5,144800.0,105.0,21.0,22069.0,23.0,2.8,94.7,4.1,0.409,56747.0,220.0,21350.0,22069.0,25.8,9.2,610.0,35.9,20.5,13.4,2018
Jessamine County,Kentucky,21,113,47834.0,30215.0,30.3,168100.0,2121.0,24.6,52422.0,209.0,4.3,93.3,6.2,0.4942,56728.0,294.0,47834.0,52422.0,20.2,17.7,814.0,39.1,29.5,14.8,2018
Jewell County,Kansas,20,89,2840.0,26908.0,42.4,52800.0,18.0,18.7,2916.0,15.0,2.3,93.2,2.6,0.4943,42552.0,19.0,2840.0,2916.0,38.3,15.9,480.0,26.8,16.9,18.7,2018
Jim Hogg County,Texas,48,247,5222.0,17798.0,37.6,66800.0,4.0,31.4,5282.0,2.0,12.6,81.2,11.5,0.4975,32049.0,44.0,5222.0,5282.0,24.7,27.4,496.0,36.7,12.3,26.0,2018
Jim Wells County,Texas,48,249,39348.0,21274.0,36.7,76300.0,266.0,28.1,41192.0,55.0,10.3,81.6,5.2,0.496,42005.0,209.0,39348.0,41192.0,20.5,23.0,730.0,39.2,12.7,15.4,2018
Jo Daviess County,Illinois,17,85,21211.0,32710.0,37.1,144600.0,110.0,19.2,21834.0,57.0,3.4,95.3,4.5,0.4355,57083.0,72.0,21211.0,21834.0,35.5,8.3,639.0,29.3,23.8,14.5,2018
Johnson County,Arkansas,5,71,24033.0,19681.0,41.2,98900.0,424.0,24.3,26291.0,45.0,8.1,89.0,4.1,0.4427,37170.0,218.0,24033.0,26291.0,22.1,22.4,628.0,38.0,15.8,20.3,2018
Johnson County,Georgia,13,167,6281.0,20773.0,44.0,66700.0,3256.0,19.8,9730.0,0.0,5.2,85.2,9.0,0.4361,39813.0,9.0,6281.0,9730.0,25.1,22.6,541.0,39.5,10.4,18.0,2018
Johnson County,Illinois,17,87,11013.0,22469.0,31.5,99400.0,1486.0,18.5,12602.0,13.0,4.8,96.4,5.7,0.4437,50923.0,23.0,11013.0,12602.0,26.1,11.8,644.0,36.9,16.5,16.0,2018
Johnson County,Indiana,18,81,139101.0,32475.0,31.0,158200.0,3743.0,25.1,151564.0,239.0,2.0,92.8,4.2,0.4135,68712.0,1339.0,139101.0,151564.0,20.1,8.7,927.0,39.6,31.8,10.4,2018
Johnson County,Iowa,19,103,120694.0,34310.0,16.2,216900.0,9945.0,20.1,147001.0,290.0,2.6,94.5,3.3,0.4929,61640.0,1499.0,120694.0,147001.0,15.7,17.8,968.0,51.8,53.0,7.1,2018
Johnson County,Kansas,20,91,505128.0,44986.0,14.4,244100.0,27360.0,24.9,585502.0,1517.0,1.7,94.0,3.1,0.4522,84915.0,6618.0,505128.0,585502.0,19.5,5.6,1065.0,39.8,55.3,9.2,2018
Johnson County,Kentucky,21,115,22236.0,21089.0,34.8,96300.0,112.0,22.3,22843.0,20.0,9.4,95.9,9.6,0.4966,37559.0,229.0,22236.0,22843.0,24.3,22.9,622.0,36.1,14.9,26.6,2018
Johnson County,Missouri,29,101,47847.0,24146.0,30.3,151100.0,2329.0,21.6,53689.0,281.0,2.6,91.2,5.1,0.3886,53056.0,662.0,47847.0,53689.0,16.5,15.4,791.0,48.5,28.4,12.0,2018
Johnson County,Nebraska,31,97,4513.0,23652.0,42.2,83200.0,339.0,18.8,5197.0,43.0,5.8,93.0,2.0,0.4187,52794.0,49.0,4513.0,5197.0,25.7,9.4,658.0,39.5,16.0,16.4,2018
Johnson County,Tennessee,47,91,16768.0,19784.0,41.9,118700.0,584.0,16.7,17789.0,85.0,8.0,89.3,3.8,0.4811,34151.0,91.0,16768.0,17789.0,29.7,23.5,532.0,35.3,11.3,23.6,2018
Johnson County,Texas,48,251,148605.0,27667.0,33.8,144700.0,5048.0,26.1,163475.0,858.0,5.9,83.9,4.3,0.41,62066.0,1285.0,148605.0,163475.0,19.0,10.6,968.0,39.0,18.3,10.5,2018
Johnson County,Wyoming,56,19,7851.0,34885.0,29.2,257800.0,45.0,22.3,8515.0,381.0,0.6,86.2,4.0,0.4895,55991.0,60.0,7851.0,8515.0,29.6,11.4,881.0,29.5,28.8,14.2,2018
Johnston County,North Carolina,37,101,148193.0,25847.0,29.3,156800.0,29837.0,26.0,191172.0,1346.0,5.3,87.8,5.5,0.4148,56842.0,1718.0,148193.0,191172.0,18.6,13.3,848.0,38.7,21.8,14.2,2018
Johnston County,Oklahoma,40,69,7896.0,20930.0,35.6,79100.0,210.0,23.6,11041.0,729.0,5.1,81.8,7.1,0.4454,40077.0,113.0,7896.0,11041.0,25.9,20.1,595.0,35.4,17.2,23.6,2018
Jones County,Georgia,13,169,20790.0,25725.0,36.7,123400.0,7082.0,23.7,28548.0,56.0,3.2,88.4,7.4,0.4248,53155.0,178.0,20790.0,28548.0,23.2,15.0,764.0,36.6,20.1,14.8,2018
Jones County,Iowa,19,105,19628.0,28879.0,39.7,133000.0,504.0,21.6,20568.0,6.0,3.0,96.2,3.8,0.4308,56012.0,215.0,19628.0,20568.0,26.4,10.1,659.0,34.6,18.4,11.7,2018
Jones County,Mississippi,28,67,47003.0,22836.0,30.5,92100.0,19989.0,25.5,68454.0,159.0,7.1,89.3,6.4,0.4783,41263.0,683.0,47003.0,68454.0,22.5,21.4,673.0,37.4,20.5,16.9,2018
Jones County,North Carolina,37,103,6363.0,21539.0,30.4,88700.0,3028.0,19.0,9695.0,42.0,5.1,84.5,8.9,0.4662,36892.0,54.0,6363.0,9695.0,28.8,26.2,644.0,32.7,13.1,25.0,2018
Jones County,South Dakota,46,75,725.0,28850.0,42.5,78600.0,0.0,13.7,735.0,10.0,2.0,86.8,4.9,0.4053,41103.0,10.0,725.0,735.0,38.2,10.6,433.0,22.2,24.0,9.4,2018
Jones County,Texas,48,253,13435.0,17673.0,40.3,75400.0,2944.0,17.6,19891.0,153.0,5.6,86.1,3.9,0.4561,45694.0,45.0,13435.0,19891.0,19.6,14.3,713.0,45.0,11.5,22.1,2018
Josephine County,Oregon,41,33,78686.0,24763.0,30.9,251000.0,379.0,19.6,85481.0,1003.0,2.1,91.9,8.2,0.4644,43046.0,1048.0,78686.0,85481.0,33.7,18.6,860.0,30.8,17.2,19.6,2018
Juab County,Utah,49,23,10264.0,22498.0,37.3,203200.0,18.0,34.8,10948.0,125.0,2.3,87.9,3.1,0.3654,62237.0,33.0,10264.0,10948.0,15.8,11.4,778.0,40.5,17.1,10.8,2018
Judith Basin County,Montana,30,45,1891.0,29827.0,33.4,141100.0,0.0,18.0,1951.0,36.0,1.7,93.1,3.2,0.4585,45764.0,0.0,1891.0,1951.0,31.4,13.7,565.0,28.0,28.6,14.5,2018
Juneau City and Borough,Alaska,2,110,22182.0,43276.0,20.4,344000.0,325.0,21.6,32330.0,3532.0,1.1,88.9,5.8,0.3947,88213.0,409.0,22182.0,32330.0,18.8,7.9,1226.0,41.2,39.5,11.8,2018
Juneau County,Wisconsin,55,57,24829.0,26137.0,41.8,124100.0,620.0,20.2,26419.0,410.0,3.2,94.5,3.7,0.4387,51056.0,187.0,24829.0,26419.0,27.0,14.4,761.0,33.2,13.6,17.2,2018
Juniata County,Pennsylvania,42,67,23744.0,25057.0,49.5,145300.0,256.0,22.7,24562.0,0.0,6.1,89.5,3.9,0.4004,52765.0,193.0,23744.0,24562.0,26.3,11.9,663.0,34.1,14.2,14.1,2018
Kalamazoo County,Michigan,26,77,212284.0,30555.0,22.0,153800.0,28440.0,21.9,261573.0,689.0,1.8,94.3,6.0,0.4673,54431.0,3489.0,212284.0,261573.0,20.2,16.1,794.0,44.2,38.1,13.0,2018
Kalawao County,Hawaii,15,5,16.0,47709.0,27.5,-666666666.0,2.0,5.3,75.0,2.0,4.3,97.1,0.0,0.3589,61875.0,0.0,16.0,75.0,28.0,10.6,863.0,24.0,24.6,24.3,2018
Kalkaska County,Michigan,26,79,16726.0,23687.0,41.4,108200.0,161.0,21.1,17463.0,133.0,2.7,90.5,7.5,0.4213,46004.0,117.0,16726.0,17463.0,27.6,17.0,704.0,33.2,11.9,18.3,2018
Kanabec County,Minnesota,27,65,15412.0,27331.0,40.2,152600.0,56.0,21.7,16004.0,136.0,2.5,95.3,4.6,0.4019,53300.0,164.0,15412.0,16004.0,27.7,10.7,783.0,32.5,14.6,18.0,2018
Kanawha County,West Virginia,54,39,164367.0,28405.0,37.5,112400.0,13461.0,20.2,185710.0,322.0,3.3,93.6,6.2,0.4797,45426.0,1965.0,164367.0,185710.0,27.0,17.1,735.0,35.6,24.9,18.1,2018
Kandiyohi County,Minnesota,27,67,37786.0,30217.0,25.8,168400.0,2056.0,24.2,42658.0,178.0,5.7,94.5,3.0,0.4338,59089.0,288.0,37786.0,42658.0,24.9,10.5,744.0,35.4,23.4,11.9,2018
Kane County,Illinois,17,89,385578.0,34924.0,22.5,232000.0,29259.0,26.3,530839.0,2419.0,8.6,91.2,5.5,0.4425,76912.0,4325.0,385578.0,530839.0,18.2,10.0,1133.0,39.5,33.1,8.3,2018
Kane County,Utah,49,25,6847.0,25746.0,24.0,190000.0,29.0,23.3,7350.0,105.0,1.2,85.7,2.9,0.4306,48269.0,20.0,6847.0,7350.0,30.7,12.8,948.0,33.7,27.3,14.2,2018
Kankakee County,Illinois,17,91,88554.0,27164.0,33.6,144200.0,16716.0,23.4,111061.0,230.0,4.4,94.1,6.0,0.4326,57981.0,1126.0,88554.0,111061.0,21.9,14.8,869.0,39.2,21.0,13.8,2018
Karnes County,Texas,48,255,11173.0,26875.0,36.6,97800.0,1230.0,21.2,15387.0,32.0,11.3,86.1,4.3,0.5403,52252.0,124.0,11173.0,15387.0,19.2,18.6,725.0,45.9,14.4,14.9,2018
Kauai County,Hawaii,15,7,23219.0,31674.0,30.1,546000.0,482.0,22.0,71377.0,392.0,4.7,95.1,4.0,0.4206,78482.0,857.0,23219.0,71377.0,26.4,8.5,1333.0,34.8,29.5,9.9,2018
Kaufman County,Texas,48,257,97516.0,27411.0,33.1,161600.0,12906.0,27.7,118910.0,523.0,5.2,84.9,6.7,0.4156,65390.0,947.0,97516.0,118910.0,16.9,13.0,979.0,40.1,20.7,12.3,2018
Kay County,Oklahoma,40,71,35313.0,24853.0,32.7,88800.0,986.0,25.0,44880.0,3805.0,3.3,86.3,7.0,0.4459,45426.0,320.0,35313.0,44880.0,25.5,17.5,665.0,36.1,19.1,20.3,2018
Kearney County,Nebraska,31,99,6321.0,30355.0,34.2,140000.0,8.0,24.8,6552.0,25.0,1.8,93.6,2.8,0.4245,56952.0,55.0,6321.0,6552.0,25.8,10.6,697.0,33.6,22.7,11.6,2018
Kearny County,Kansas,20,93,3595.0,23593.0,26.6,109500.0,69.0,29.0,3932.0,19.0,13.1,87.7,3.5,0.4557,51314.0,19.0,3595.0,3932.0,20.2,19.9,666.0,36.8,15.9,12.3,2018
Keith County,Nebraska,31,101,7798.0,28410.0,31.8,114200.0,70.0,19.9,8099.0,87.0,2.2,91.4,3.7,0.4243,48901.0,78.0,7798.0,8099.0,33.3,11.7,594.0,29.0,20.7,13.4,2018
Kemper County,Mississippi,28,69,3571.0,15518.0,37.5,71200.0,6156.0,19.3,10107.0,370.0,5.8,86.7,6.9,0.4562,28176.0,71.0,3571.0,10107.0,23.2,30.0,377.0,38.3,11.0,20.0,2018
Kenai Peninsula Borough,Alaska,2,122,48489.0,33820.0,32.2,239800.0,370.0,22.8,58220.0,4493.0,2.0,82.8,7.8,0.4322,66684.0,437.0,48489.0,58220.0,23.7,12.0,994.0,36.2,23.3,14.6,2018
Kendall County,Illinois,17,93,102615.0,34423.0,23.4,224200.0,8775.0,29.2,124626.0,160.0,3.4,95.6,4.9,0.3577,91764.0,697.0,102615.0,124626.0,13.7,5.3,1331.0,42.1,35.4,7.7,2018
Kendall County,Texas,48,259,37886.0,43241.0,21.2,326800.0,323.0,23.5,41982.0,265.0,3.7,90.8,4.3,0.4825,82390.0,248.0,37886.0,41982.0,25.4,5.3,1154.0,34.4,40.9,13.5,2018
Kennebec County,Maine,23,11,116510.0,29084.0,32.9,155000.0,1045.0,19.6,121545.0,666.0,3.5,93.5,4.9,0.4372,52929.0,1488.0,116510.0,121545.0,26.4,13.3,744.0,34.9,27.1,16.5,2018
Kenosha County,Wisconsin,55,59,144087.0,30740.0,31.0,169000.0,12636.0,23.6,168330.0,663.0,3.3,93.5,6.8,0.4394,60929.0,2080.0,144087.0,168330.0,19.5,13.6,896.0,39.5,25.7,12.3,2018
Kent County,Delaware,10,1,115960.0,28100.0,33.2,213900.0,44292.0,23.2,174822.0,1143.0,4.2,93.0,5.9,0.4302,58775.0,2068.0,115960.0,174822.0,21.8,13.6,1070.0,39.3,23.6,14.5,2018
Kent County,Maryland,24,29,15939.0,34910.0,28.6,244200.0,2818.0,16.0,19593.0,25.0,4.5,94.6,4.4,0.483,56009.0,276.0,15939.0,19593.0,32.8,12.3,1001.0,34.2,34.2,14.1,2018
Kent County,Michigan,26,81,513126.0,31005.0,24.4,163500.0,62203.0,24.7,643140.0,2649.0,4.0,93.5,4.8,0.4578,60351.0,6267.0,513126.0,643140.0,18.7,12.6,871.0,41.6,35.2,11.6,2018
Kent County,Rhode Island,44,3,150863.0,38039.0,28.4,224600.0,2754.0,19.1,163861.0,442.0,2.6,96.3,5.4,0.4439,70223.0,2130.0,150863.0,163861.0,25.4,8.0,1038.0,35.8,32.1,15.6,2018
Kenton County,Kentucky,21,117,148317.0,31811.0,28.7,155200.0,7422.0,24.1,164688.0,239.0,3.0,94.1,4.8,0.4485,61606.0,1670.0,148317.0,164688.0,19.5,12.6,793.0,39.9,30.4,14.1,2018
Keokuk County,Iowa,19,107,9973.0,28630.0,41.2,88800.0,39.0,22.7,10200.0,12.0,1.9,96.2,4.9,0.4387,51043.0,38.0,9973.0,10200.0,29.0,10.4,651.0,32.3,18.2,14.6,2018
Kern County,California,6,29,663592.0,22553.0,27.7,205200.0,48179.0,29.2,883053.0,9488.0,13.6,91.0,10.3,0.4645,52479.0,9373.0,663592.0,883053.0,15.2,22.0,956.0,43.1,16.1,11.2,2018
Kerr County,Texas,48,265,45906.0,30498.0,27.5,170600.0,789.0,19.5,51365.0,420.0,4.7,84.1,5.3,0.4609,52473.0,492.0,45906.0,51365.0,34.3,13.3,839.0,31.3,25.6,19.0,2018
Kershaw County,South Carolina,45,55,45858.0,24253.0,36.9,124700.0,15409.0,23.3,64361.0,147.0,3.6,89.4,6.6,0.4384,49392.0,398.0,45858.0,64361.0,24.9,16.4,745.0,35.1,19.9,16.4,2018
Ketchikan Gateway Borough,Alaska,2,130,9219.0,34900.0,29.9,272300.0,103.0,22.3,13804.0,2013.0,2.0,86.8,6.6,0.4161,70356.0,166.0,9219.0,13804.0,22.5,10.5,1165.0,38.0,24.5,14.6,2018
Kewaunee County,Wisconsin,55,61,19723.0,30098.0,40.8,157700.0,81.0,21.9,20360.0,61.0,2.5,96.5,2.9,0.3956,63118.0,88.0,19723.0,20360.0,26.4,8.5,663.0,33.3,19.1,12.1,2018
Keweenaw County,Michigan,26,83,2076.0,31830.0,32.8,113500.0,33.0,15.9,2130.0,0.0,1.4,91.6,6.0,0.4421,49779.0,3.0,2076.0,2130.0,44.6,12.0,503.0,24.8,30.4,16.0,2018
Kidder County,North Dakota,38,43,2392.0,32364.0,34.9,104900.0,10.0,20.8,2460.0,6.0,4.9,85.8,1.1,0.4679,57734.0,32.0,2392.0,2460.0,27.6,10.0,480.0,33.3,17.9,13.2,2018
Kimball County,Nebraska,31,105,3488.0,23870.0,33.8,79800.0,8.0,22.6,3667.0,26.0,2.9,88.2,7.3,0.3932,43856.0,16.0,3488.0,3667.0,32.5,9.5,720.0,31.3,18.2,17.5,2018
Kimble County,Texas,48,267,3929.0,28899.0,31.1,165000.0,1.0,20.2,4408.0,36.0,7.3,77.0,3.1,0.494,42500.0,53.0,3929.0,4408.0,40.0,21.3,691.0,26.6,22.1,22.1,2018
King County,Washington,53,33,1404974.0,49298.0,15.2,493500.0,136054.0,20.6,2163257.0,13743.0,3.3,94.3,4.5,0.4663,89418.0,34160.0,1404974.0,2163257.0,18.5,9.5,1494.0,44.2,51.4,9.5,2018
King George County,Virginia,51,99,20125.0,37316.0,28.0,301600.0,4231.0,25.6,25890.0,89.0,2.3,94.4,4.0,0.3741,87321.0,148.0,20125.0,25890.0,18.4,5.7,1193.0,38.8,34.6,10.5,2018
King William County,Virginia,51,101,12764.0,32809.0,36.1,206100.0,2756.0,23.1,16497.0,141.0,3.7,93.1,3.0,0.3948,68720.0,15.0,12764.0,16497.0,22.4,10.1,1079.0,36.8,20.4,11.2,2018
King and Queen County,Virginia,51,97,4826.0,27306.0,39.6,161800.0,1800.0,18.9,7052.0,22.0,5.0,87.7,5.9,0.4129,54516.0,5.0,4826.0,7052.0,30.7,16.5,893.0,32.8,19.8,14.2,2018
Kingfisher County,Oklahoma,40,73,12919.0,32049.0,35.4,140500.0,172.0,27.1,15618.0,522.0,6.2,88.9,5.1,0.4627,60656.0,51.0,12919.0,15618.0,21.1,11.4,748.0,36.9,23.6,15.3,2018
Kingman County,Kansas,20,95,7232.0,33203.0,31.8,94200.0,21.0,22.4,7470.0,42.0,2.1,93.1,5.3,0.4398,58483.0,50.0,7232.0,7470.0,28.5,7.7,719.0,31.6,24.2,14.4,2018
Kings County,California,6,31,98429.0,21186.0,25.5,202800.0,9687.0,27.3,150075.0,2291.0,12.8,91.8,8.4,0.4346,53865.0,1897.0,98429.0,150075.0,14.0,20.8,971.0,45.9,13.5,12.4,2018
Kings County,New York,36,47,1130251.0,31984.0,25.6,665300.0,847116.0,23.1,2600747.0,8427.0,9.2,91.8,7.0,0.5273,56015.0,59028.0,1130251.0,2600747.0,18.6,21.1,1374.0,44.1,36.5,10.2,2018
Kingsbury County,South Dakota,46,77,4861.0,32259.0,37.9,105800.0,0.0,22.0,4967.0,9.0,3.6,96.5,0.8,0.4085,59375.0,16.0,4861.0,4967.0,31.2,9.5,457.0,30.9,22.7,11.9,2018
Kinney County,Texas,48,271,3555.0,20323.0,35.6,72800.0,3.0,17.8,3675.0,7.0,13.4,85.4,6.7,0.4537,31468.0,31.0,3555.0,3675.0,25.3,18.6,542.0,37.4,9.6,22.0,2018
Kiowa County,Colorado,8,61,1333.0,24012.0,38.0,80100.0,17.0,28.8,1449.0,0.0,0.7,94.1,2.9,0.4383,39784.0,0.0,1333.0,1449.0,25.7,11.3,594.0,29.9,21.5,14.5,2018
Kiowa County,Kansas,20,97,2373.0,25623.0,27.9,119900.0,30.0,22.6,2526.0,22.0,4.6,90.5,2.6,0.4042,51336.0,36.0,2373.0,2526.0,29.1,8.3,617.0,35.2,27.9,15.0,2018
Kiowa County,Oklahoma,40,75,7064.0,20888.0,36.3,62100.0,314.0,23.6,9001.0,387.0,5.2,85.8,4.7,0.4318,38209.0,43.0,7064.0,9001.0,27.4,22.2,574.0,33.4,17.4,21.4,2018
Kit Carson County,Colorado,8,63,6885.0,27471.0,37.7,140800.0,195.0,23.5,7635.0,33.0,5.2,87.4,4.9,0.4691,51046.0,102.0,6885.0,7635.0,25.0,10.1,763.0,36.4,18.9,14.1,2018
Kitsap County,Washington,53,35,213159.0,35826.0,22.6,299600.0,6530.0,20.7,262475.0,2708.0,1.6,95.0,5.2,0.4258,71610.0,3336.0,213159.0,262475.0,23.6,9.7,1176.0,39.2,32.2,15.3,2018
Kittitas County,Washington,53,37,39721.0,27948.0,23.5,275000.0,432.0,17.4,44825.0,340.0,2.6,93.2,6.0,0.4442,55193.0,539.0,39721.0,44825.0,21.8,19.0,946.0,46.9,34.8,13.5,2018
Kittson County,Minnesota,27,69,4237.0,29946.0,38.1,74100.0,38.0,21.7,4337.0,16.0,2.5,93.7,2.6,0.4007,57112.0,47.0,4237.0,4337.0,31.5,10.6,603.0,29.5,23.9,11.5,2018
Klamath County,Oregon,41,35,58349.0,24296.0,30.1,162100.0,529.0,21.7,66310.0,2583.0,3.9,91.5,8.7,0.4432,43522.0,798.0,58349.0,66310.0,28.0,20.3,750.0,34.9,19.4,19.9,2018
Kleberg County,Texas,48,273,27560.0,21986.0,25.2,88200.0,1025.0,24.6,31425.0,72.0,9.0,82.7,9.1,0.4958,42021.0,252.0,27560.0,31425.0,17.5,26.1,823.0,48.9,24.8,15.0,2018
Klickitat County,Washington,53,39,19614.0,26128.0,25.5,235900.0,47.0,19.7,21396.0,672.0,5.8,91.9,6.2,0.3991,54056.0,268.0,19614.0,21396.0,31.9,15.0,817.0,31.9,28.9,18.6,2018
Knott County,Kentucky,21,119,15183.0,18201.0,32.4,51200.0,95.0,20.5,15513.0,5.0,13.0,93.7,12.4,0.4677,29326.0,31.0,15183.0,15513.0,24.3,33.2,482.0,36.4,12.9,32.5,2018
Knox County,Illinois,17,95,43826.0,24681.0,36.2,83100.0,4570.0,19.7,50999.0,162.0,2.5,94.4,5.7,0.4519,43709.0,606.0,43826.0,50999.0,27.8,18.1,631.0,36.5,18.5,16.0,2018
Knox County,Indiana,18,83,35235.0,24581.0,35.8,88700.0,1082.0,21.6,37409.0,36.0,2.7,92.1,5.1,0.4347,46457.0,313.0,35235.0,37409.0,23.4,17.2,651.0,39.4,16.4,19.0,2018
Knox County,Kentucky,21,121,30444.0,17498.0,37.9,82400.0,392.0,23.8,31467.0,261.0,13.6,93.4,7.2,0.5115,28790.0,462.0,30444.0,31467.0,23.3,33.3,567.0,37.5,13.1,16.4,2018
Knox County,Maine,23,13,38386.0,31612.0,33.5,206800.0,232.0,18.1,39823.0,136.0,1.6,89.5,4.2,0.434,55402.0,250.0,38386.0,39823.0,31.7,10.9,801.0,31.3,31.0,15.2,2018
Knox County,Missouri,29,103,3812.0,22020.0,46.1,71900.0,21.0,23.7,3951.0,0.0,6.0,82.9,6.7,0.4607,40383.0,16.0,3812.0,3951.0,28.9,19.2,492.0,32.8,15.8,21.1,2018
Knox County,Nebraska,31,107,7345.0,27372.0,33.3,89300.0,23.0,24.0,8460.0,836.0,3.6,90.8,3.2,0.4171,49752.0,73.0,7345.0,8460.0,31.7,10.9,478.0,28.7,21.7,13.6,2018
Knox County,Ohio,39,83,59066.0,25589.0,40.0,147900.0,669.0,22.9,61215.0,127.0,3.8,90.7,5.3,0.4026,55131.0,468.0,59066.0,61215.0,24.0,14.2,736.0,37.6,22.8,13.1,2018
Knox County,Tennessee,47,93,389831.0,31678.0,25.8,174700.0,40310.0,21.2,456185.0,1373.0,2.7,91.6,4.8,0.4836,54437.0,5264.0,389831.0,456185.0,21.2,15.2,864.0,41.7,36.7,12.5,2018
Knox County,Texas,48,275,3175.0,21796.0,32.4,43800.0,242.0,27.4,3733.0,30.0,9.8,84.2,5.5,0.4163,46146.0,24.0,3175.0,3733.0,26.0,14.7,524.0,31.8,19.6,21.6,2018
Kodiak Island Borough,Alaska,2,150,7284.0,32516.0,31.3,275000.0,36.0,26.2,13649.0,1862.0,5.3,79.7,5.2,0.3869,78281.0,91.0,7284.0,13649.0,15.3,9.3,1369.0,43.3,26.0,12.8,2018
Koochiching County,Minnesota,27,71,11820.0,29051.0,36.0,106300.0,61.0,18.9,12644.0,456.0,2.0,96.0,6.8,0.4583,47129.0,159.0,11820.0,12644.0,32.2,16.4,615.0,29.6,17.6,16.9,2018
Kootenai County,Idaho,16,55,144715.0,29429.0,27.1,237400.0,610.0,23.2,153605.0,2170.0,1.3,89.7,5.2,0.442,54457.0,1572.0,144715.0,153605.0,25.1,12.1,961.0,36.5,24.9,13.5,2018
Kosciusko County,Indiana,18,85,73999.0,28740.0,35.2,146000.0,553.0,24.3,78806.0,272.0,5.7,89.3,4.0,0.4112,58402.0,606.0,73999.0,78806.0,22.2,10.3,778.0,37.8,22.7,13.7,2018
Kossuth County,Iowa,19,109,14621.0,29963.0,37.6,103600.0,167.0,21.7,15075.0,26.0,1.6,94.7,3.1,0.4098,54146.0,61.0,14621.0,15075.0,30.7,9.8,653.0,31.4,18.3,15.4,2018
La Crosse County,Wisconsin,55,63,107388.0,31001.0,25.4,167100.0,1711.0,20.1,117850.0,397.0,1.8,95.5,4.0,0.448,55479.0,1291.0,107388.0,117850.0,21.3,13.2,816.0,43.5,34.3,11.5,2018
La Paz County,Arizona,4,12,15914.0,21845.0,33.0,77600.0,170.0,16.5,20701.0,2924.0,8.3,85.5,8.0,0.4663,33333.0,69.0,15914.0,20701.0,45.1,22.1,625.0,25.6,12.4,22.5,2018
La Plata County,Colorado,8,67,48385.0,37864.0,20.3,375400.0,261.0,19.2,55101.0,3435.0,1.6,90.9,4.1,0.4584,64372.0,830.0,48385.0,55101.0,23.6,8.7,1121.0,39.7,43.9,8.9,2018
La Salle County,Texas,48,283,5763.0,25129.0,42.5,81600.0,102.0,21.9,7409.0,0.0,14.0,74.9,4.2,0.5494,51792.0,13.0,5763.0,7409.0,17.9,12.1,629.0,46.0,13.1,18.0,2018
LaGrange County,Indiana,18,87,38112.0,23626.0,32.4,179200.0,31.0,32.9,38942.0,19.0,27.8,60.8,2.5,0.4023,60675.0,105.0,38112.0,38942.0,19.5,7.3,726.0,37.4,10.4,10.2,2018
LaMoure County,North Dakota,38,45,3976.0,36584.0,27.7,103200.0,22.0,20.8,4100.0,8.0,9.5,94.9,0.5,0.4697,59426.0,4.0,3976.0,4100.0,32.4,11.6,529.0,28.4,24.0,11.4,2018
