County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,housing_cost_burden,age_60_and_over,total_population,white_population,median_household_income,native_american_population,gini_index,age_18_and_under_percentage,black_population,median_home_value,total_population_race,per_capita_income,asian_population
Macomb County,Michigan,26,99,,,,,859703.0,,,,,,,,,,
Manistee County,Michigan,26,101,,,,,24465.0,,,,,,,,,,
Marquette County,Michigan,26,103,,,,,67418.0,,,,,,,,,,
Mason County,Michigan,26,105,,,,,28755.0,,,,,,,,,,
Mecosta County,Michigan,26,107,,,,,43259.0,,,,,,,,,,
Menominee County,Michigan,26,109,,,,,23568.0,,,,,,,,,,
Midland County,Michigan,26,111,,,,,83559.0,,,,,,,,,,
Missaukee County,Michigan,26,113,,,,,15032.0,,,,,,,,,,
Monroe County,Michigan,26,115,,,,,149945.0,,,,,,,,,,
Montcalm County,Michigan,26,117,,,,,62922.0,,,,,,,,,,
Montmorency County,Michigan,26,119,,,,,9317.0,,,,,,,,,,
Muskegon County,Michigan,26,121,,,,,172148.0,,,,,,,,,,
Newaygo County,Michigan,26,123,,,,,47957.0,,,,,,,,,,
Oakland County,Michigan,26,125,,,,,1235215.0,,,,,,,,,,
Oceana County,Michigan,26,127,,,,,26152.0,,,,,,,,,,
Ogemaw County,Michigan,26,129,,,,,21103.0,,,,,,,,,,
Ontonagon County,Michigan,26,131,,,,,6165.0,,,,,,,,,,
Osceola County,Michigan,26,133,,,,,23172.0,,,,,,,,,,
Oscoda County,Michigan,26,135,,,,,8374.0,,,,,,,,,,
Otsego County,Michigan,26,137,,,,,24198.0,,,,,,,,,,
Ottawa County,Michigan,26,139,,,,,276583.0,,,,,,,,,,
Presque Isle County,Michigan,26,141,,,,,12955.0,,,,,,,,,,
Roscommon County,Michigan,26,143,,,,,23900.0,,,,,,,,,,
Saginaw County,Michigan,26,145,,,,,195201.0,,,,,,,,,,
Saint Clair County,Michigan,26,147,,,,,160069.0,,,,,,,,,,
Saint Joseph County,Michigan,26,149,,,,,60923.0,,,,,,,,,,
Sanilac County,Michigan,26,151,,,,,41761.0,,,,,,,,,,
Schoolcraft County,Michigan,26,153,,,,,8186.0,,,,,,,,,,
Shiawassee County,Michigan,26,155,,,,,68800.0,,,,,,,,,,
Tuscola County,Michigan,26,157,,,,,54014.0,,,,,,,,,,
Van Buren County,Michigan,26,159,,,,,75216.0,,,,,,,,,,
Washtenaw County,Michigan,26,161,,,,,358082.0,,,,,,,,,,
Wayne County,Michigan,26,163,,,,,1767593.0,,,,,,,,,,
Wexford County,Michigan,26,165,,,,,32829.0,,,,,,,,,,
Aitkin County,Minnesota,27,1,,,,,15722.0,,,,,,,,,,
Anoka County,Minnesota,27,3,,,,,341249.0,,,,,,,,,,
Becker County,Minnesota,27,5,,,,,33375.0,,,,,,,,,,
Beltrami County,Minnesota,27,7,,,,,45644.0,,,,,,,,,,
Benton County,Minnesota,27,9,,,,,39457.0,,,,,,,,,,
Big Stone County,Minnesota,27,11,,,,,5098.0,,,,,,,,,,
Blue Earth County,Minnesota,27,13,,,,,65524.0,,,,,,,,,,
Brown County,Minnesota,27,15,,,,,25327.0,,,,,,,,,,
Carlton County,Minnesota,27,17,,,,,35482.0,,,,,,,,,,
Carver County,Minnesota,27,19,,,,,97143.0,,,,,,,,,,
Cass County,Minnesota,27,21,,,,,28633.0,,,,,,,,,,
Chippewa County,Minnesota,27,23,,,,,12126.0,,,,,,,,,,
Chisago County,Minnesota,27,25,,,,,54041.0,,,,,,,,,,
Clay County,Minnesota,27,27,,,,,61402.0,,,,,,,,,,
Clearwater County,Minnesota,27,29,,,,,8764.0,,,,,,,,,,
Cook County,Minnesota,27,31,,,,,5215.0,,,,,,,,,,
Cottonwood County,Minnesota,27,33,,,,,11557.0,,,,,,,,,,
Crow Wing County,Minnesota,27,35,,,,,63321.0,,,,,,,,,,
Dakota County,Minnesota,27,37,,,,,411402.0,,,,,,,,,,
Dodge County,Minnesota,27,39,,,,,20361.0,,,,,,,,,,
Douglas County,Minnesota,27,41,,,,,36862.0,,,,,,,,,,
Faribault County,Minnesota,27,43,,,,,14119.0,,,,,,,,,,
Fillmore County,Minnesota,27,45,,,,,20877.0,,,,,,,,,,
Freeborn County,Minnesota,27,47,,,,,30751.0,,,,,,,,,,
Goodhue County,Minnesota,27,49,,,,,46450.0,,,,,,,,,,
Grant County,Minnesota,27,51,,,,,5943.0,,,,,,,,,,
Hennepin County,Minnesota,27,53,,,,,1209265.0,,,,,,,,,,
Houston County,Minnesota,27,55,,,,,18791.0,,,,,,,,,,
Hubbard County,Minnesota,27,57,,,,,20640.0,,,,,,,,,,
Isanti County,Minnesota,27,59,,,,,38461.0,,,,,,,,,,
Itasca County,Minnesota,27,61,,,,,45356.0,,,,,,,,,,
Jackson County,Minnesota,27,63,,,,,10163.0,,,,,,,,,,
Kanabec County,Minnesota,27,65,,,,,15918.0,,,,,,,,,,
Kandiyohi County,Minnesota,27,67,,,,,42510.0,,,,,,,,,,
Kittson County,Minnesota,27,69,,,,,4436.0,,,,,,,,,,
Koochiching County,Minnesota,27,71,,,,,12930.0,,,,,,,,,,
Lac qui Parle County,Minnesota,27,73,,,,,6916.0,,,,,,,,,,
Lake County,Minnesota,27,75,,,,,10721.0,,,,,,,,,,
Lake of the Woods County,Minnesota,27,77,,,,,3901.0,,,,,,,,,,
Le Sueur County,Minnesota,27,79,,,,,27650.0,,,,,,,,,,
Lincoln County,Minnesota,27,81,,,,,5793.0,,,,,,,,,,
Lyon County,Minnesota,27,83,,,,,25670.0,,,,,,,,,,
McLeod County,Minnesota,27,85,,,,,35926.0,,,,,,,,,,
Mahnomen County,Minnesota,27,87,,,,,5480.0,,,,,,,,,,
Marshall County,Minnesota,27,89,,,,,9406.0,,,,,,,,,,
Martin County,Minnesota,27,91,,,,,20193.0,,,,,,,,,,
Meeker County,Minnesota,27,93,,,,,23094.0,,,,,,,,,,
Mille Lacs County,Minnesota,27,95,,,,,25788.0,,,,,,,,,,
Morrison County,Minnesota,27,97,,,,,32850.0,,,,,,,,,,
Mower County,Minnesota,27,99,,,,,39248.0,,,,,,,,,,
Murray County,Minnesota,27,101,,,,,8463.0,,,,,,,,,,
Nicollet County,Minnesota,27,103,,,,,33226.0,,,,,,,,,,
Nobles County,Minnesota,27,105,,,,,21729.0,,,,,,,,,,
Norman County,Minnesota,27,107,,,,,6638.0,,,,,,,,,,
Olmsted County,Minnesota,27,109,,,,,150104.0,,,,,,,,,,
Otter Tail County,Minnesota,27,111,,,,,57694.0,,,,,,,,,,
Pennington County,Minnesota,27,113,,,,,14156.0,,,,,,,,,,
Pine County,Minnesota,27,115,,,,,29067.0,,,,,,,,,,
Pipestone County,Minnesota,27,117,,,,,9285.0,,,,,,,,,,
Polk County,Minnesota,27,119,,,,,31550.0,,,,,,,,,,
Pope County,Minnesota,27,121,,,,,10975.0,,,,,,,,,,
Ramsey County,Minnesota,27,123,,,,,531528.0,,,,,,,,,,
Red Lake County,Minnesota,27,125,,,,,4042.0,,,,,,,,,,
Redwood County,Minnesota,27,127,,,,,15578.0,,,,,,,,,,
Renville County,Minnesota,27,129,,,,,14995.0,,,,,,,,,,
Rice County,Minnesota,27,131,,,,,65116.0,,,,,,,,,,
Rock County,Minnesota,27,133,,,,,9554.0,,,,,,,,,,
Roseau County,Minnesota,27,135,,,,,15609.0,,,,,,,,,,
Saint Louis County,Minnesota,27,137,,,,,200353.0,,,,,,,,,,
Scott County,Minnesota,27,139,,,,,139490.0,,,,,,,,,,
Sherburne County,Minnesota,27,141,,,,,91188.0,,,,,,,,,,
Sibley County,Minnesota,27,143,,,,,14957.0,,,,,,,,,,
Stearns County,Minnesota,27,145,,,,,153661.0,,,,,,,,,,
Steele County,Minnesota,27,147,,,,,36541.0,,,,,,,,,,
Stevens County,Minnesota,27,149,,,,,9762.0,,,,,,,,,,
Swift County,Minnesota,27,151,,,,,9483.0,,,,,,,,,,
Todd County,Minnesota,27,153,,,,,24335.0,,,,,,,,,,
Traverse County,Minnesota,27,155,,,,,3397.0,,,,,,,,,,
Wabasha County,Minnesota,27,157,,,,,21327.0,,,,,,,,,,
Wadena County,Minnesota,27,159,,,,,13755.0,,,,,,,,,,
Waseca County,Minnesota,27,161,,,,,19034.0,,,,,,,,,,
Washington County,Minnesota,27,163,,,,,248745.0,,,,,,,,,,
Watonwan County,Minnesota,27,165,,,,,10996.0,,,,,,,,,,
Wilkin County,Minnesota,27,167,,,,,6479.0,,,,,,,,,,
Winona County,Minnesota,27,169,,,,,51145.0,,,,,,,,,,
Wright County,Minnesota,27,171,,,,,129922.0,,,,,,,,,,
Yellow Medicine County,Minnesota,27,173,,,,,10038.0,,,,,,,,,,
Adams County,Mississippi,28,1,,,,,31747.0,,,,,,,,,,
Alcorn County,Mississippi,28,3,,,,,37309.0,,,,,,,,,,
Amite County,Mississippi,28,5,,,,,12692.0,,,,,,,,,,
Attala County,Mississippi,28,7,,,,,19085.0,,,,,,,,,,
Benton County,Mississippi,28,9,,,,,8378.0,,,,,,,,,,
Bolivar County,Mississippi,28,11,,,,,33615.0,,,,,,,,,,
Calhoun County,Mississippi,28,13,,,,,14724.0,,,,,,,,,,
Carroll County,Mississippi,28,15,,,,,10301.0,,,,,,,,,,
Chickasaw County,Mississippi,28,17,,,,,17357.0,,,,,,,,,,
Choctaw County,Mississippi,28,19,,,,,8320.0,,,,,,,,,,
Claiborne County,Mississippi,28,21,,,,,9209.0,,,,,,,,,,
Clarke County,Mississippi,28,23,,,,,16203.0,,,,,,,,,,
Clay County,Mississippi,28,25,,,,,20147.0,,,,,,,,,,
Coahoma County,Mississippi,28,27,,,,,24804.0,,,,,,,,,,
Copiah County,Mississippi,28,29,,,,,28780.0,,,,,,,,,,
Covington County,Mississippi,28,31,,,,,19503.0,,,,,,,,,,
DeSoto County,Mississippi,28,33,,,,,170890.0,,,,,,,,,,
Forrest County,Mississippi,28,35,,,,,76274.0,,,,,,,,,,
Franklin County,Mississippi,28,37,,,,,7818.0,,,,,,,,,,
George County,Mississippi,28,39,,,,,23313.0,,,,,,,,,,
Greene County,Mississippi,28,41,,,,,13941.0,,,,,,,,,,
Grenada County,Mississippi,28,43,,,,,21518.0,,,,,,,,,,
Hancock County,Mississippi,28,45,,,,,46028.0,,,,,,,,,,
Harrison County,Mississippi,28,47,,,,,198570.0,,,,,,,,,,
Hinds County,Mississippi,28,49,,,,,244596.0,,,,,,,,,,
Holmes County,Mississippi,28,51,,,,,18547.0,,,,,,,,,,
Humphreys County,Mississippi,28,53,,,,,8822.0,,,,,,,,,,
Issaquena County,Mississippi,28,55,,,,,1352.0,,,,,,,,,,
Itawamba County,Mississippi,28,57,,,,,23511.0,,,,,,,,,,
Jackson County,Mississippi,28,59,,,,,140850.0,,,,,,,,,,
Jasper County,Mississippi,28,61,,,,,16538.0,,,,,,,,,,
Jefferson County,Mississippi,28,63,,,,,7528.0,,,,,,,,,,
Jefferson Davis County,Mississippi,28,65,,,,,11771.0,,,,,,,,,,
Jones County,Mississippi,28,67,,,,,68313.0,,,,,,,,,,
Kemper County,Mississippi,28,69,,,,,10128.0,,,,,,,,,,
Lafayette County,Mississippi,28,71,,,,,52193.0,,,,,,,,,,
Lamar County,Mississippi,28,73,,,,,59623.0,,,,,,,,,,
Lauderdale County,Mississippi,28,75,,,,,79233.0,,,,,,,,,,
Lawrence County,Mississippi,28,77,,,,,12603.0,,,,,,,,,,
Leake County,Mississippi,28,79,,,,,23011.0,,,,,,,,,,
Lee County,Mississippi,28,81,,,,,85281.0,,,,,,,,,,
Leflore County,Mississippi,28,83,,,,,30500.0,,,,,,,,,,
Lincoln County,Mississippi,28,85,,,,,34691.0,,,,,,,,,,
Lowndes County,Mississippi,28,87,,,,,59785.0,,,,,,,,,,
Madison County,Mississippi,28,89,,,,,101791.0,,,,,,,,,,
Marion County,Mississippi,28,91,,,,,25810.0,,,,,,,,,,
Marshall County,Mississippi,28,93,,,,,36196.0,,,,,,,,,,
Monroe County,Mississippi,28,95,,,,,36029.0,,,,,,,,,,
Montgomery County,Mississippi,28,97,,,,,10353.0,,,,,,,,,,
Neshoba County,Mississippi,28,99,,,,,29474.0,,,,,,,,,,
Newton County,Mississippi,28,101,,,,,21652.0,,,,,,,,,,
Noxubee County,Mississippi,28,103,,,,,11098.0,,,,,,,,,,
Oktibbeha County,Mississippi,28,105,,,,,49424.0,,,,,,,,,,
Panola County,Mississippi,28,107,,,,,34319.0,,,,,,,,,,
Pearl River County,Mississippi,28,109,,,,,55167.0,,,,,,,,,,
Perry County,Mississippi,28,111,,,,,12174.0,,,,,,,,,,
Pike County,Mississippi,28,113,,,,,39939.0,,,,,,,,,,
Pontotoc County,Mississippi,28,115,,,,,30862.0,,,,,,,,,,
Prentiss County,Mississippi,28,117,,,,,25339.0,,,,,,,,,,
Quitman County,Mississippi,28,119,,,,,7634.0,,,,,,,,,,
Rankin County,Mississippi,28,121,,,,,147930.0,,,,,,,,,,
Scott County,Mississippi,28,123,,,,,28268.0,,,,,,,,,,
Sharkey County,Mississippi,28,125,,,,,4662.0,,,,,,,,,,
Simpson County,Mississippi,28,127,,,,,27279.0,,,,,,,,,,
Smith County,Mississippi,28,129,,,,,16137.0,,,,,,,,,,
Stone County,Mississippi,28,131,,,,,17995.0,,,,,,,,,,
Sunflower County,Mississippi,28,133,,,,,27424.0,,,,,,,,,,
Tallahatchie County,Mississippi,28,135,,,,,14776.0,,,,,,,,,,
Tate County,Mississippi,28,137,,,,,28338.0,,,,,,,,,,
Tippah County,Mississippi,28,139,,,,,22061.0,,,,,,,,,,
Tishomingo County,Mississippi,28,141,,,,,19503.0,,,,,,,,,,
Tunica County,Mississippi,28,143,,,,,10407.0,,,,,,,,,,
Union County,Mississippi,28,145,,,,,27989.0,,,,,,,,,,
Walthall County,Mississippi,28,147,,,,,14812.0,,,,,,,,,,
Warren County,Mississippi,28,149,,,,,47834.0,,,,,,,,,,
Washington County,Mississippi,28,151,,,,,48824.0,,,,,,,,,,
Wayne County,Mississippi,28,153,,,,,20517.0,,,,,,,,,,
Webster County,Mississippi,28,155,,,,,9922.0,,,,,,,,,,
Wilkinson County,Mississippi,28,157,,,,,9233.0,,,,,,,,,,
Winston County,Mississippi,28,159,,,,,18519.0,,,,,,,,,,
Yalobusha County,Mississippi,28,161,,,,,12380.0,,,,,,,,,,
Yazoo County,Mississippi,28,163,,,,,27719.0,,,,,,,,,,
Adair County,Missouri,29,1,,,,,25547.0,,,,,,,,,,
Andrew County,Missouri,29,3,,,,,17347.0,,,,,,,,,,
Atchison County,Missouri,29,5,,,,,5380.0,,,,,,,,,,
Audrain County,Missouri,29,7,,,,,25868.0,,,,,,,,,,
Barry County,Missouri,29,9,,,,,35716.0,,,,,,,,,,
Barton County,Missouri,29,11,,,,,12075.0,,,,,,,,,,
Bates County,Missouri,29,13,,,,,16513.0,,,,,,,,,,
Benton County,Missouri,29,15,,,,,18825.0,,,,,,,,,,
Bollinger County,Missouri,29,17,,,,,12282.0,,,,,,,,,,
Boone County,Missouri,29,19,,,,,172773.0,,,,,,,,,,
Buchanan County,Missouri,29,21,,,,,89415.0,,,,,,,,,,
Butler County,Missouri,29,23,,,,,42887.0,,,,,,,,,,
Caldwell County,Missouri,29,25,,,,,9057.0,,,,,,,,,,
Callaway County,Missouri,29,27,,,,,44693.0,,,,,,,,,,
Camden County,Missouri,29,29,,,,,44152.0,,,,,,,,,,
Cape Girardeau County,Missouri,29,31,,,,,78089.0,,,,,,,,,,
Carroll County,Missouri,29,33,,,,,9009.0,,,,,,,,,,
Carter County,Missouri,29,35,,,,,6249.0,,,,,,,,,,
Cass County,Missouri,29,37,,,,,101324.0,,,,,,,,,,
Cedar County,Missouri,29,39,,,,,13932.0,,,,,,,,,,
Chariton County,Missouri,29,41,,,,,7615.0,,,,,,,,,,
Christian County,Missouri,29,43,,,,,82053.0,,,,,,,,,,
Clark County,Missouri,29,45,,,,,6860.0,,,,,,,,,,
Clay County,Missouri,29,47,,,,,233135.0,,,,,,,,,,
Clinton County,Missouri,29,49,,,,,20494.0,,,,,,,,,,
Cole County,Missouri,29,51,,,,,76603.0,,,,,,,,,,
Cooper County,Missouri,29,53,,,,,17613.0,,,,,,,,,,
Crawford County,Missouri,29,55,,,,,24545.0,,,,,,,,,,
Dade County,Missouri,29,57,,,,,7590.0,,,,,,,,,,
Dallas County,Missouri,29,59,,,,,16508.0,,,,,,,,,,
Daviess County,Missouri,29,61,,,,,8257.0,,,,,,,,,,
DeKalb County,Missouri,29,63,,,,,12706.0,,,,,,,,,,
Dent County,Missouri,29,65,,,,,15578.0,,,,,,,,,,
Douglas County,Missouri,29,67,,,,,13467.0,,,,,,,,,,
Dunklin County,Missouri,29,69,,,,,31271.0,,,,,,,,,,
Franklin County,Missouri,29,71,,,,,102063.0,,,,,,,,,,
Gasconade County,Missouri,29,73,,,,,14875.0,,,,,,,,,,
Gentry County,Missouri,29,75,,,,,6745.0,,,,,,,,,,
Greene County,Missouri,29,77,,,,,285449.0,,,,,,,,,,
Grundy County,Missouri,29,79,,,,,10231.0,,,,,,,,,,
Harrison County,Missouri,29,81,,,,,8649.0,,,,,,,,,,
Henry County,Missouri,29,83,,,,,21930.0,,,,,,,,,,
Hickory County,Missouri,29,85,,,,,9267.0,,,,,,,,,,
Holt County,Missouri,29,87,,,,,4537.0,,,,,,,,,,
Howard County,Missouri,29,89,,,,,10148.0,,,,,,,,,,
Howell County,Missouri,29,91,,,,,40265.0,,,,,,,,,,
Iron County,Missouri,29,93,,,,,10220.0,,,,,,,,,,
Jackson County,Missouri,29,95,,,,,683643.0,,,,,,,,,,
Jasper County,Missouri,29,97,,,,,117376.0,,,,,,,,,,
Jefferson County,Missouri,29,99,,,,,222453.0,,,,,,,,,,
Johnson County,Missouri,29,101,,,,,54229.0,,,,,,,,,,
Knox County,Missouri,29,103,,,,,3997.0,,,,,,,,,,
Laclede County,Missouri,29,105,,,,,35505.0,,,,,,,,,,
Lafayette County,Missouri,29,107,,,,,32789.0,,,,,,,,,,
Lawrence County,Missouri,29,109,,,,,38204.0,,,,,,,,,,
Lewis County,Missouri,29,111,,,,,10146.0,,,,,,,,,,
Lincoln County,Missouri,29,113,,,,,54286.0,,,,,,,,,,
Linn County,Missouri,29,115,,,,,12319.0,,,,,,,,,,
Livingston County,Missouri,29,117,,,,,15057.0,,,,,,,,,,
McDonald County,Missouri,29,119,,,,,22720.0,,,,,,,,,,
Macon County,Missouri,29,121,,,,,15399.0,,,,,,,,,,
Madison County,Missouri,29,123,,,,,12403.0,,,,,,,,,,
Maries County,Missouri,29,125,,,,,8987.0,,,,,,,,,,
Marion County,Missouri,29,127,,,,,28858.0,,,,,,,,,,
Mercer County,Missouri,29,129,,,,,3702.0,,,,,,,,,,
Miller County,Missouri,29,131,,,,,25011.0,,,,,,,,,,
Mississippi County,Missouri,29,133,,,,,14112.0,,,,,,,,,,
Moniteau County,Missouri,29,135,,,,,15840.0,,,,,,,,,,
Monroe County,Missouri,29,137,,,,,8642.0,,,,,,,,,,
Montgomery County,Missouri,29,139,,,,,11820.0,,,,,,,,,,
Morgan County,Missouri,29,141,,,,,20182.0,,,,,,,,,,
New Madrid County,Missouri,29,143,,,,,18229.0,,,,,,,,,,
Newton County,Missouri,29,145,,,,,58741.0,,,,,,,,,,
Nodaway County,Missouri,29,147,,,,,23026.0,,,,,,,,,,
Oregon County,Missouri,29,149,,,,,10922.0,,,,,,,,,,
Osage County,Missouri,29,151,,,,,13704.0,,,,,,,,,,
Ozark County,Missouri,29,153,,,,,9450.0,,,,,,,,,,
Pemiscot County,Missouri,29,155,,,,,17599.0,,,,,,,,,,
Perry County,Missouri,29,157,,,,,19152.0,,,,,,,,,,
Pettis County,Missouri,29,159,,,,,42193.0,,,,,,,,,,
Phelps County,Missouri,29,161,,,,,44833.0,,,,,,,,,,
Pike County,Missouri,29,163,,,,,18475.0,,,,,,,,,,
Platte County,Missouri,29,165,,,,,94970.0,,,,,,,,,,
Polk County,Missouri,29,167,,,,,31113.0,,,,,,,,,,
Pulaski County,Missouri,29,169,,,,,53302.0,,,,,,,,,,
Putnam County,Missouri,29,171,,,,,4877.0,,,,,,,,,,
Ralls County,Missouri,29,173,,,,,10225.0,,,,,,,,,,
Randolph County,Missouri,29,175,,,,,25081.0,,,,,,,,,,
Ray County,Missouri,29,177,,,,,22921.0,,,,,,,,,,
Reynolds County,Missouri,29,179,,,,,6530.0,,,,,,,,,,
Ripley County,Missouri,29,181,,,,,13936.0,,,,,,,,,,
Saint Charles County,Missouri,29,183,,,,,379856.0,,,,,,,,,,
Saint Clair County,Missouri,29,185,,,,,9444.0,,,,,,,,,,
Sainte Genevieve County,Missouri,29,186,,,,,17937.0,,,,,,,,,,
Saint Francois County,Missouri,29,187,,,,,66230.0,,,,,,,,,,
Saint Louis County,Missouri,29,189,,,,,1000560.0,,,,,,,,,,
Saline County,Missouri,29,195,,,,,23214.0,,,,,,,,,,
Schuyler County,Missouri,29,197,,,,,4396.0,,,,,,,,,,
Scotland County,Missouri,29,199,,,,,4893.0,,,,,,,,,,
Scott County,Missouri,29,201,,,,,38994.0,,,,,,,,,,
Shannon County,Missouri,29,203,,,,,8256.0,,,,,,,,,,
Shelby County,Missouri,29,205,,,,,6148.0,,,,,,,,,,
Stoddard County,Missouri,29,207,,,,,29788.0,,,,,,,,,,
Stone County,Missouri,29,209,,,,,31197.0,,,,,,,,,,
Sullivan County,Missouri,29,211,,,,,6416.0,,,,,,,,,,
Taney County,Missouri,29,213,,,,,53853.0,,,,,,,,,,
Texas County,Missouri,29,215,,,,,25690.0,,,,,,,,,,
Vernon County,Missouri,29,217,,,,,20836.0,,,,,,,,,,
Warren County,Missouri,29,219,,,,,33290.0,,,,,,,,,,
Washington County,Missouri,29,221,,,,,25002.0,,,,,,,,,,
Wayne County,Missouri,29,223,,,,,13341.0,,,,,,,,,,
Webster County,Missouri,29,225,,,,,37075.0,,,,,,,,,,
Worth County,Missouri,29,227,,,,,2061.0,,,,,,,,,,
Wright County,Missouri,29,229,,,,,18378.0,,,,,,,,,,
Saint Louis City,Missouri,29,510,,,,,316030.0,,,,,,,,,,
Beaverhead County,Montana,30,1,,,,,9317.0,,,,,,,,,,
Big Horn County,Montana,30,3,,,,,13214.0,,,,,,,,,,
Blaine County,Montana,30,5,,,,,6609.0,,,,,,,,,,
Broadwater County,Montana,30,7,,,,,5692.0,,,,,,,,,,
Carbon County,Montana,30,9,,,,,10340.0,,,,,,,,,,
Carter County,Montana,30,11,,,,,1295.0,,,,,,,,,,
Cascade County,Montana,30,13,,,,,82049.0,,,,,,,,,,
Chouteau County,Montana,30,15,,,,,5837.0,,,,,,,,,,
Custer County,Montana,30,17,,,,,11980.0,,,,,,,,,,
Daniels County,Montana,30,19,,,,,1787.0,,,,,,,,,,
Dawson County,Montana,30,21,,,,,9431.0,,,,,,,,,,
Deer Lodge County,Montana,30,23,,,,,9176.0,,,,,,,,,,
Fallon County,Montana,30,25,,,,,2913.0,,,,,,,,,,
Fergus County,Montana,30,27,,,,,11429.0,,,,,,,,,,
Flathead County,Montana,30,29,,,,,94696.0,,,,,,,,,,
Gallatin County,Montana,30,31,,,,,97958.0,,,,,,,,,,
Garfield County,Montana,30,33,,,,,1061.0,,,,,,,,,,
Glacier County,Montana,30,35,,,,,13695.0,,,,,,,,,,
Granite County,Montana,30,39,,,,,3212.0,,,,,,,,,,
Hill County,Montana,30,41,,,,,16529.0,,,,,,,,,,
Jefferson County,Montana,30,43,,,,,11601.0,,,,,,,,,,
Judith Basin County,Montana,30,45,,,,,1981.0,,,,,,,,,,
Lake County,Montana,30,47,,,,,29311.0,,,,,,,,,,
Lewis and Clark County,Montana,30,49,,,,,65989.0,,,,,,,,,,
Liberty County,Montana,30,51,,,,,2292.0,,,,,,,,,,
Lincoln County,Montana,30,53,,,,,19268.0,,,,,,,,,,
McCone County,Montana,30,55,,,,,1678.0,,,,,,,,,,
Madison County,Montana,30,57,,,,,7810.0,,,,,,,,,,
Meagher County,Montana,30,59,,,,,1960.0,,,,,,,,,,
Mineral County,Montana,30,61,,,,,4223.0,,,,,,,,,,
Missoula County,Montana,30,63,,,,,113101.0,,,,,,,,,,
Musselshell County,Montana,30,65,,,,,4778.0,,,,,,,,,,
Phillips County,Montana,30,71,,,,,4150.0,,,,,,,,,,
Pondera County,Montana,30,73,,,,,6166.0,,,,,,,,,,
Powder River County,Montana,30,75,,,,,1648.0,,,,,,,,,,
Powell County,Montana,30,77,,,,,6928.0,,,,,,,,,,
Prairie County,Montana,30,79,,,,,1414.0,,,,,,,,,,
Ravalli County,Montana,30,81,,,,,41130.0,,,,,,,,,,
Richland County,Montana,30,83,,,,,11392.0,,,,,,,,,,
Roosevelt County,Montana,30,85,,,,,11230.0,,,,,,,,,,
Rosebud County,Montana,30,87,,,,,9348.0,,,,,,,,,,
Sanders County,Montana,30,89,,,,,11375.0,,,,,,,,,,
Sheridan County,Montana,30,91,,,,,3645.0,,,,,,,,,,
Silver Bow County,Montana,30,93,,,,,34560.0,,,,,,,,,,
Stillwater County,Montana,30,95,,,,,9342.0,,,,,,,,,,
Sweet Grass County,Montana,30,97,,,,,3634.0,,,,,,,,,,
Teton County,Montana,30,99,,,,,6067.0,,,,,,,,,,
Toole County,Montana,30,101,,,,,5114.0,,,,,,,,,,
Valley County,Montana,30,105,,,,,7576.0,,,,,,,,,,
Wheatland County,Montana,30,107,,,,,2109.0,,,,,,,,,,
Wibaux County,Montana,30,109,,,,,1143.0,,,,,,,,,,
Yellowstone County,Montana,30,111,,,,,155344.0,,,,,,,,,,
Park County,Montana,30,67,,,,,15843.0,,,,,,,,,,
Adams County,Nebraska,31,1,,,,,31536.0,,,,,,,,,,
Antelope County,Nebraska,31,3,,,,,6421.0,,,,,,,,,,
Boone County,Nebraska,31,11,,,,,5353.0,,,,,,,,,,
Box Butte County,Nebraska,31,13,,,,,11279.0,,,,,,,,,,
Boyd County,Nebraska,31,15,,,,,2006.0,,,,,,,,,,
Brown County,Nebraska,31,17,,,,,3022.0,,,,,,,,,,
Buffalo County,Nebraska,31,19,,,,,48402.0,,,,,,,,,,
Burt County,Nebraska,31,21,,,,,6594.0,,,,,,,,,,
Butler County,Nebraska,31,23,,,,,8205.0,,,,,,,,,,
Cass County,Nebraska,31,25,,,,,25463.0,,,,,,,,,,
Cedar County,Nebraska,31,27,,,,,8657.0,,,,,,,,,,
Chase County,Nebraska,31,29,,,,,4061.0,,,,,,,,,,
Cherry County,Nebraska,31,31,,,,,5781.0,,,,,,,,,,
Cheyenne County,Nebraska,31,33,,,,,10090.0,,,,,,,,,,
Clay County,Nebraska,31,35,,,,,6313.0,,,,,,,,,,
Colfax County,Nebraska,31,37,,,,,10499.0,,,,,,,,,,
Cuming County,Nebraska,31,39,,,,,9055.0,,,,,,,,,,
Custer County,Nebraska,31,41,,,,,10784.0,,,,,,,,,,
Dakota County,Nebraska,31,43,,,,,20697.0,,,,,,,,,,
Dawes County,Nebraska,31,45,,,,,9082.0,,,,,,,,,,
Dawson County,Nebraska,31,47,,,,,23924.0,,,,,,,,,,
Deuel County,Nebraska,31,49,,,,,1932.0,,,,,,,,,,
Dixon County,Nebraska,31,51,,,,,5809.0,,,,,,,,,,
Dodge County,Nebraska,31,53,,,,,36679.0,,,,,,,,,,
Douglas County,Nebraska,31,55,,,,,543253.0,,,,,,,,,,
Dundy County,Nebraska,31,57,,,,,1823.0,,,,,,,,,,
Fillmore County,Nebraska,31,59,,,,,5676.0,,,,,,,,,,
Franklin County,Nebraska,31,61,,,,,3076.0,,,,,,,,,,
Frontier County,Nebraska,31,63,,,,,2599.0,,,,,,,,,,
Furnas County,Nebraska,31,65,,,,,4850.0,,,,,,,,,,
