County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,per_capita_income,median_home_value,black_population,age_18_and_under_percentage,year,asian_population,total_population_race
Itawamba County,Mississippi,28,57,21625,23366,14.2,187,617,79.3,0.4175,20,36073,18106,79300,1488,11.2,2013,,
Jackson County,Mississippi,28,59,102307,139906,11.8,1341,853,77.0,0.4488,452,48943,23879,123300,30523,9.1,2013,,
Jasper County,Mississippi,28,61,7862,16827,15.6,48,627,78.2,0.4868,0,31170,18075,72700,8744,8.8,2013,,
Jefferson County,Mississippi,28,63,1056,7690,10.5,51,432,79.1,0.4619,0,26028,12723,61500,6628,14.0,2013,,
Jefferson Davis County,Mississippi,28,65,4750,12248,15.0,58,656,77.3,0.4799,0,27186,16216,78300,7317,8.9,2013,,
Jones County,Mississippi,28,67,46836,68174,12.6,467,641,75.8,0.4677,32,38074,19519,84200,19370,10.2,2013,,
Kemper County,Mississippi,28,69,3710,10383,13.9,69,442,78.5,0.4712,394,29003,13795,65500,6196,9.6,2013,,
Lafayette County,Mississippi,28,71,34889,48905,9.3,391,796,82.1,0.5122,47,43328,21388,163000,11911,26.6,2013,,
Lamar County,Mississippi,28,73,43655,56763,9.8,815,809,75.7,0.4723,145,51154,26345,163900,11256,10.6,2013,,
Lauderdale County,Mississippi,28,75,44255,80337,12.2,746,659,77.3,0.4908,199,36203,21346,87400,33781,10.3,2013,,
Lawrence County,Mississippi,28,77,8453,12734,13.6,39,591,78.0,0.4678,7,38393,20655,79600,4157,9.3,2013,,
Leake County,Mississippi,28,79,12362,23519,11.6,52,548,71.8,0.4865,1309,32521,16780,73800,9637,10.5,2013,,
Lee County,Mississippi,28,81,58511,83964,11.6,1050,638,75.3,0.4523,117,42074,21799,108300,23154,8.9,2013,,
Leflore County,Mississippi,28,83,8233,31993,9.9,322,564,74.8,0.5295,148,24480,14307,69200,23102,12.5,2013,,
Lincoln County,Mississippi,28,85,23912,34870,12.3,193,611,75.4,0.4627,102,36498,19566,84900,10709,9.2,2013,,
Lowndes County,Mississippi,28,87,32418,59746,11.5,832,693,75.8,0.4796,59,37868,20951,115700,26211,10.9,2013,,
Madison County,Mississippi,28,89,55476,97151,9.6,660,863,74.7,0.4916,72,59904,33170,201200,37207,8.6,2013,,
Marion County,Mississippi,28,91,17696,26674,13.0,150,578,75.1,0.5027,0,29400,18126,77900,8657,8.7,2013,,
Marshall County,Mississippi,28,93,18252,36823,11.9,136,691,79.3,0.4426,38,36022,17978,83700,17413,10.6,2013,,
Monroe County,Mississippi,28,95,24947,36652,14.0,209,567,77.8,0.4299,0,36308,18167,78500,11382,9.3,2013,,
Montgomery County,Mississippi,28,97,5673,10754,16.0,89,610,78.7,0.4325,0,30466,15523,68600,5081,12.2,2013,,
Neshoba County,Mississippi,28,99,17981,29655,11.7,142,592,73.4,0.4595,4857,37050,18693,75900,6243,8.7,2013,,
Newton County,Mississippi,28,101,13729,21645,13.6,128,618,76.4,0.4216,1116,39190,18864,72100,6605,10.0,2013,,
Noxubee County,Mississippi,28,103,3133,11358,11.8,132,501,75.1,0.4609,33,24338,12780,59000,8171,10.3,2013,,
Oktibbeha County,Mississippi,28,105,28301,48198,8.3,654,691,83.5,0.5375,65,30987,20202,129200,17819,32.9,2013,,
Panola County,Mississippi,28,107,16778,34558,11.6,178,667,74.9,0.4735,9,35715,18073,77500,17538,9.8,2013,,
Pearl River County,Mississippi,28,109,46980,55569,14.0,284,753,78.3,0.4501,207,42510,20549,111600,7065,9.0,2013,,
Perry County,Mississippi,28,111,9445,12174,14.2,15,668,77.7,0.4306,0,36124,17183,81200,2601,8.2,2013,,
Pike County,Mississippi,28,113,18646,40269,12.7,199,649,73.7,0.4878,162,34841,18183,82200,20907,9.7,2013,,
Pontotoc County,Mississippi,28,115,23959,30207,11.0,70,622,75.2,0.4224,33,39899,18576,80000,4266,9.7,2013,,
Prentiss County,Mississippi,28,117,21364,25354,13.4,183,491,77.8,0.4338,18,32503,16589,73200,3438,11.8,2013,,
Quitman County,Mississippi,28,119,2371,8028,12.5,127,538,75.4,0.4735,7,22863,13954,49200,5603,10.7,2013,,
Rankin County,Mississippi,28,121,111601,143665,10.5,1153,875,76.4,0.4129,299,57380,26897,148900,27406,8.3,2013,,
Scott County,Mississippi,28,123,16590,28255,10.7,118,592,74.3,0.4475,97,34534,16789,68600,10757,10.2,2013,,
Sharkey County,Mississippi,28,125,1445,4889,13.1,105,488,76.4,0.4056,0,35125,15744,64900,3438,10.4,2013,,
Simpson County,Mississippi,28,127,17314,27439,12.4,91,593,75.2,0.4437,67,38362,18314,80800,9689,9.9,2013,,
Smith County,Mississippi,28,129,12311,16414,14.2,28,576,76.0,0.4996,0,34753,20334,77600,3933,8.7,2013,,
Stone County,Mississippi,28,131,14057,17854,10.9,56,690,78.6,0.4278,64,42963,18576,107000,3416,11.0,2013,,
Sunflower County,Mississippi,28,133,7368,28722,8.2,267,500,79.0,0.4904,26,26619,12588,69500,20997,12.5,2013,,
Tallahatchie County,Mississippi,28,135,6609,15231,9.4,58,469,83.0,0.4313,64,29853,12747,64000,7820,13.4,2013,,
Tate County,Mississippi,28,137,19191,28625,11.8,148,677,74.8,0.4604,0,41494,20431,112600,8878,11.5,2013,,
Tippah County,Mississippi,28,139,17843,22080,13.2,104,566,77.8,0.4665,32,34636,18493,74800,3209,10.0,2013,,
Tishomingo County,Mississippi,28,141,18509,19582,16.5,175,514,79.7,0.4379,63,32592,18338,72900,543,8.4,2013,,
Tunica County,Mississippi,28,143,2535,10660,8.8,266,662,71.4,0.4342,0,31446,15549,74000,7861,9.6,2013,,
Union County,Mississippi,28,145,22547,27338,13.0,224,638,76.3,0.4487,62,38373,19273,85500,3864,9.0,2013,,
Walthall County,Mississippi,28,147,8105,15265,13.6,25,446,75.2,0.4968,0,31090,16850,85100,6966,8.7,2013,,
Warren County,Mississippi,28,149,24489,48389,11.8,555,654,75.9,0.4792,31,41025,22362,103600,22843,8.7,2013,,
Washington County,Mississippi,28,151,13647,50578,10.8,605,610,73.5,0.511,92,28093,16671,73700,35879,10.4,2013,,
Wayne County,Mississippi,28,153,12351,20675,12.8,81,542,75.5,0.4984,0,29925,18928,68400,8088,9.7,2013,,
Webster County,Mississippi,28,155,7994,10129,12.3,107,509,76.1,0.4726,4,33524,18728,70900,1966,10.2,2013,,
Wilkinson County,Mississippi,28,157,2798,9653,11.0,59,520,79.3,0.4963,0,33618,18717,59400,6855,11.2,2013,,
Winston County,Mississippi,28,159,9910,19052,14.2,158,567,76.2,0.4873,34,30821,18501,76300,8932,9.7,2013,,
Yalobusha County,Mississippi,28,161,7556,12554,15.2,92,402,76.8,0.4611,63,32930,18750,67800,4868,10.4,2013,,
Yazoo County,Mississippi,28,163,10942,28122,8.8,225,592,79.2,0.4952,52,26336,14291,64100,15867,8.3,2013,,
Adair County,Missouri,29,1,24107,25573,11.8,366,544,81.9,0.4854,91,34733,19258,102600,504,24.5,2013,,
Andrew County,Missouri,29,3,16823,17319,14.2,135,692,79.0,0.4018,74,54336,25302,127700,125,8.3,2013,,
Atchison County,Missouri,29,5,5482,5605,19.7,21,541,81.9,0.4101,25,44426,24748,76400,33,7.7,2013,,
Audrain County,Missouri,29,7,22962,25584,14.4,117,619,75.4,0.3979,51,43013,19687,90500,1534,7.6,2013,,
Barry County,Missouri,29,9,32492,35614,17.1,190,563,77.4,0.4082,125,38710,19489,107500,22,7.8,2013,,
Barton County,Missouri,29,11,11686,12378,15.8,55,506,76.0,0.4441,118,40580,20678,84700,18,7.4,2013,,
Bates County,Missouri,29,13,16213,16878,16.4,265,576,77.5,0.427,50,38579,21047,99400,206,7.6,2013,,
Benton County,Missouri,29,15,18456,19008,26.2,138,580,83.7,0.437,95,32951,19717,106400,28,6.2,2013,,
Bollinger County,Missouri,29,17,12159,12408,16.1,43,550,79.3,0.4567,9,37716,19470,96600,33,8.1,2013,,
Boone County,Missouri,29,19,136692,165776,8.4,2150,784,80.2,0.4846,230,48627,26895,162200,14385,20.7,2013,,
Buchanan County,Missouri,29,21,80184,89419,11.4,959,684,78.5,0.4336,259,44363,21961,109700,3994,11.5,2013,,
Butler County,Missouri,29,23,38972,42946,15.7,488,578,77.9,0.4482,148,34969,19246,89700,2123,8.5,2013,,
Caldwell County,Missouri,29,25,8956,9249,16.2,108,661,78.1,0.4168,4,41169,21482,83600,62,7.6,2013,,
Callaway County,Missouri,29,27,40772,44276,11.3,256,632,80.3,0.4226,165,47964,23171,124500,1687,11.0,2013,,
Camden County,Missouri,29,29,42461,43822,22.9,215,623,82.9,0.4187,185,43458,23038,170200,190,6.7,2013,,
Cape Girardeau County,Missouri,29,31,68156,76322,12.7,609,658,79.4,0.444,181,46516,23751,137500,5500,13.8,2013,,
Carroll County,Missouri,29,33,8840,9216,17.5,85,521,78.3,0.4385,1,46002,24073,83900,90,7.4,2013,,
Carter County,Missouri,29,35,6030,6260,16.5,65,447,78.2,0.4668,67,30962,18245,98300,28,7.8,2013,,
Cass County,Missouri,29,37,92144,99875,12.7,746,917,75.6,0.3941,483,60350,27463,154900,3578,8.2,2013,,
Cedar County,Missouri,29,39,13457,13903,20.5,255,638,78.0,0.4323,9,30302,16362,88500,22,6.8,2013,,
Chariton County,Missouri,29,41,7462,7730,19.3,48,467,79.8,0.419,6,39385,19481,74700,176,6.8,2013,,
Christian County,Missouri,29,43,75538,78724,11.9,762,746,75.2,0.4049,326,52838,25134,142600,460,7.9,2013,,
Clark County,Missouri,29,45,6879,7035,16.4,41,457,78.1,0.4111,11,40204,20279,71300,30,7.2,2013,,
Clay County,Missouri,29,47,197453,225116,10.2,2028,807,76.1,0.3998,590,60936,29406,153700,11604,8.3,2013,,
Clinton County,Missouri,29,49,19789,20659,15.4,133,730,78.4,0.3778,119,53826,25100,142900,355,7.7,2013,,
Cole County,Missouri,29,51,63731,76228,11.0,814,602,79.3,0.4154,306,53931,26160,142400,8705,9.0,2013,,
Cooper County,Missouri,29,53,15775,17574,12.9,128,602,80.9,0.4409,56,45992,22910,119800,938,12.6,2013,,
Crawford County,Missouri,29,55,24175,24711,15.1,131,612,77.9,0.4332,127,35897,18415,105100,63,7.8,2013,,
Dade County,Missouri,29,57,7400,7734,19.6,68,548,80.3,0.4587,28,35483,20034,78200,33,6.4,2013,,
Dallas County,Missouri,29,59,16019,16733,16.3,33,567,78.1,0.3948,11,40120,18155,101400,18,7.5,2013,,
Daviess County,Missouri,29,61,8133,8347,17.0,21,572,76.4,0.4106,43,42393,19890,104700,37,7.4,2013,,
DeKalb County,Missouri,29,63,10890,12873,10.5,72,552,87.6,0.4214,51,44092,16635,110400,1316,9.4,2013,,
Dent County,Missouri,29,65,15051,15649,17.4,186,538,79.2,0.4297,233,36311,18544,86000,26,7.5,2013,,
Douglas County,Missouri,29,67,13441,13647,19.3,122,566,80.6,0.4058,59,32130,16404,102900,11,7.4,2013,,
Dunklin County,Missouri,29,69,27655,31916,14.6,322,508,75.9,0.4505,93,31304,17990,67800,3330,8.2,2013,,
Franklin County,Missouri,29,71,98340,101569,12.6,537,664,77.4,0.43,228,48857,24742,150500,1271,8.7,2013,,
Gasconade County,Missouri,29,73,14769,15083,18.2,53,563,80.2,0.4174,54,41392,21830,116000,71,6.9,2013,,
Gentry County,Missouri,29,75,6649,6774,17.6,44,501,78.3,0.4134,23,39192,20534,80400,40,8.3,2013,,
Greene County,Missouri,29,77,254054,278231,12.3,3704,679,80.1,0.4625,1411,40337,23520,128100,7794,13.7,2013,,
Grundy County,Missouri,29,79,9933,10282,18.2,65,525,78.1,0.4158,71,37964,19527,72700,108,9.2,2013,,
Harrison County,Missouri,29,81,8683,8871,18.3,88,552,75.8,0.4155,9,37739,19468,71300,66,6.9,2013,,
Henry County,Missouri,29,83,21409,22183,18.5,317,615,79.2,0.4525,74,39839,22394,95700,290,7.1,2013,,
Hickory County,Missouri,29,85,9223,9499,30.2,80,491,84.6,0.4159,32,29325,17361,98700,17,5.4,2013,,
Holt County,Missouri,29,87,4638,4771,19.0,39,476,81.1,0.4088,36,42979,24127,78900,31,7.4,2013,,
Howard County,Missouri,29,89,9351,10184,14.0,83,595,79.4,0.463,47,42747,21598,96400,527,13.8,2013,,
Howell County,Missouri,29,91,38879,40458,15.7,227,546,76.3,0.4461,271,32533,17416,97700,111,8.7,2013,,
Iron County,Missouri,29,93,10101,10505,16.3,69,531,79.7,0.4297,27,36387,19101,78800,165,8.3,2013,,
Jackson County,Missouri,29,95,453675,675641,11.0,8499,791,77.1,0.4604,3251,47015,26062,126800,160558,9.2,2013,,
Jasper County,Missouri,29,97,106266,116803,11.7,1367,666,76.1,0.447,1581,40399,21124,98300,2351,10.3,2013,,
Jefferson County,Missouri,29,99,212074,219636,10.6,1096,744,77.5,0.3916,327,54845,24792,152100,1642,8.6,2013,,
Johnson County,Missouri,29,101,48108,53517,10.3,723,711,80.1,0.4105,310,47223,21547,139200,2470,20.9,2013,,
Knox County,Missouri,29,103,3976,4099,17.6,28,447,77.2,0.5085,0,34481,20946,64900,39,7.7,2013,,
Laclede County,Missouri,29,105,34179,35535,14.9,379,601,78.4,0.425,226,39013,19553,96800,168,8.3,2013,,
Lafayette County,Missouri,29,107,31337,33188,15.0,258,625,78.6,0.3708,111,50527,23637,117300,890,8.3,2013,,
Lawrence County,Missouri,29,109,36628,38488,15.0,376,606,75.5,0.4254,303,39334,19060,93700,166,8.0,2013,,
Lewis County,Missouri,29,111,9629,10193,15.0,55,490,78.0,0.4053,28,42071,19317,82300,268,11.5,2013,,
Lincoln County,Missouri,29,113,50233,53051,10.3,266,733,74.9,0.3766,190,52835,22063,149400,1113,8.1,2013,,
Linn County,Missouri,29,115,12133,12592,17.0,61,540,78.5,0.4718,19,38250,21015,68600,52,7.7,2013,,
Livingston County,Missouri,29,117,14361,15051,17.4,97,599,79.2,0.4415,76,40116,21011,98500,371,8.9,2013,,
McDonald County,Missouri,29,119,20469,22892,12.1,120,597,75.8,0.4355,502,37997,17505,86300,284,9.1,2013,,
Macon County,Missouri,29,121,14771,15545,18.0,160,520,77.5,0.4164,78,38443,20054,83600,507,7.5,2013,,
Madison County,Missouri,29,123,12022,12350,16.8,149,602,78.4,0.399,21,35870,17316,86100,19,8.3,2013,,
Maries County,Missouri,29,125,8865,9102,17.5,26,591,78.5,0.4133,78,42566,22026,116300,60,7.8,2013,,
Marion County,Missouri,29,127,26350,28804,14.1,355,589,77.6,0.4476,118,42046,21909,102200,1714,9.0,2013,,
Mercer County,Missouri,29,129,3671,3749,18.8,20,532,77.7,0.4078,2,40272,20178,67600,18,6.8,2013,,
Miller County,Missouri,29,131,24049,24863,15.7,208,588,78.0,0.4345,132,35507,19385,112000,46,7.9,2013,,
Mississippi County,Missouri,29,133,10627,14271,12.4,119,557,81.4,0.4489,25,29787,15558,60600,3425,9.1,2013,,
Moniteau County,Missouri,29,135,14655,15657,11.7,83,549,78.3,0.3882,73,47118,19451,112100,576,8.4,2013,,
Monroe County,Missouri,29,137,8326,8798,17.6,65,516,79.0,0.3778,48,40657,20331,89500,281,6.9,2013,,
Montgomery County,Missouri,29,139,11662,12128,16.7,83,600,78.5,0.4189,13,40236,20991,101500,93,7.4,2013,,
Morgan County,Missouri,29,141,19695,20392,22.1,93,593,79.9,0.4184,157,34797,17935,110500,141,6.7,2013,,
New Madrid County,Missouri,29,143,15251,18695,14.3,281,497,77.6,0.4871,32,35793,21215,75400,2951,8.5,2013,,
Newton County,Missouri,29,145,53133,58552,14.4,479,614,77.2,0.4577,1479,42268,22341,107700,525,9.2,2013,,
Nodaway County,Missouri,29,147,22162,23347,11.6,246,583,84.0,0.4382,71,36641,18079,101800,633,27.3,2013,,
Oregon County,Missouri,29,149,10493,10935,19.2,89,496,81.4,0.445,133,27743,16331,72400,19,7.8,2013,,
Osage County,Missouri,29,151,13675,13842,13.4,90,497,78.5,0.3635,2,51408,22629,123100,118,10.9,2013,,
Ozark County,Missouri,29,153,9406,9653,24.2,46,514,83.3,0.398,18,32078,17215,89900,14,6.1,2013,,
Pemiscot County,Missouri,29,155,12893,18160,13.0,294,513,73.9,0.4739,42,28889,16881,64300,4962,9.2,2013,,
Perry County,Missouri,29,157,18537,19001,13.7,164,680,76.4,0.3994,24,47876,23435,123100,90,8.1,2013,,
Pettis County,Missouri,29,159,38342,42146,12.8,325,675,76.5,0.426,132,38580,19709,98200,1152,8.7,2013,,
Phelps County,Missouri,29,161,41036,44969,12.0,739,638,80.9,0.4545,346,41964,21173,111700,994,22.7,2013,,
Pike County,Missouri,29,163,16716,18579,13.2,149,552,81.3,0.4235,55,39850,18650,90100,1326,10.4,2013,,
Platte County,Missouri,29,165,79144,90842,10.7,1132,862,77.9,0.4228,346,67721,35143,184900,5590,8.3,2013,,
Polk County,Missouri,29,167,29894,31088,15.1,387,626,78.5,0.4292,86,39512,19511,109800,223,11.9,2013,,
Pulaski County,Missouri,29,169,40759,52795,5.4,461,934,81.3,0.3745,608,49820,20863,121600,6067,29.1,2013,,
Putnam County,Missouri,29,171,4837,4944,20.0,39,523,78.8,0.4109,0,36713,19397,100300,29,7.0,2013,,
Ralls County,Missouri,29,173,9882,10206,16.7,48,615,80.3,0.3665,55,47969,23299,108400,38,7.1,2013,,
Randolph County,Missouri,29,175,22972,25253,11.7,157,632,79.3,0.4161,134,37203,17587,84600,1611,9.7,2013,,
Ray County,Missouri,29,177,22320,23290,14.1,174,733,77.9,0.4087,44,52698,24549,117600,255,7.9,2013,,
Reynolds County,Missouri,29,179,6462,6661,20.8,53,500,78.1,0.4352,51,34496,18449,86100,52,6.7,2013,,
Ripley County,Missouri,29,181,13624,14071,18.0,154,528,79.2,0.4007,70,32291,16408,76200,20,7.8,2013,,
Saint Charles County,Missouri,29,183,331304,365101,10.5,2576,877,76.8,0.3792,529,71077,31586,189100,16474,9.0,2013,,
Saint Clair County,Missouri,29,185,9242,9649,22.2,90,440,82.9,0.4201,28,31539,17337,81600,67,7.8,2013,,
Sainte Genevieve County,Missouri,29,186,17593,17996,15.0,52,602,79.1,0.403,6,48433,22921,121600,157,8.4,2013,,
Saint Francois County,Missouri,29,187,61305,65602,11.7,592,589,82.1,0.4321,219,37238,18544,98900,2953,10.2,2013,,
Saint Louis County,Missouri,29,189,702852,999725,13.3,9059,861,78.3,0.4829,1351,58910,34795,174500,231544,9.2,2013,,
Saline County,Missouri,29,195,19897,23324,13.7,195,567,79.5,0.4021,36,39519,19006,85700,1296,12.8,2013,,
Schuyler County,Missouri,29,197,4315,4397,18.0,43,483,78.6,0.4178,18,34688,18160,73600,37,9.0,2013,,
Scotland County,Missouri,29,199,4837,4859,16.3,0,411,72.8,0.4518,0,39028,20363,70900,5,7.9,2013,,
Scott County,Missouri,29,201,33806,39216,13.5,400,586,76.4,0.4386,95,40651,20825,96600,4396,8.9,2013,,
Shannon County,Missouri,29,203,8083,8388,16.2,64,456,77.6,0.4323,240,31132,16862,80300,25,7.6,2013,,
Shelby County,Missouri,29,205,6138,6274,16.8,53,450,78.1,0.4118,12,35938,19331,71500,88,6.3,2013,,
Stoddard County,Missouri,29,207,29007,29860,16.2,361,521,79.9,0.4787,105,37965,22967,83800,459,8.8,2013,,
Stone County,Missouri,29,209,29053,31817,25.2,158,709,83.3,0.4098,324,40850,21733,145000,28,6.4,2013,,
Sullivan County,Missouri,29,211,6144,6611,15.6,56,533,77.5,0.4171,12,36676,19279,74200,97,7.3,2013,,
Taney County,Missouri,29,213,49015,52412,17.6,901,678,79.6,0.4355,164,38461,20231,129100,395,9.3,2013,,
Texas County,Missouri,29,215,24059,25830,16.5,162,533,81.7,0.4422,201,36082,17868,98000,696,9.5,2013,,
Vernon County,Missouri,29,217,20263,20990,15.1,195,608,76.1,0.4184,77,38679,19734,83700,152,7.6,2013,,
Warren County,Missouri,29,219,30754,32667,14.4,100,726,77.7,0.405,40,50830,24692,151300,590,7.3,2013,,
Washington County,Missouri,29,221,24049,25135,13.2,64,517,79.8,0.4495,126,34702,17703,73000,492,7.9,2013,,
Wayne County,Missouri,29,223,13035,13437,20.9,114,519,80.9,0.4471,82,33159,18970,75100,86,7.6,2013,,
Webster County,Missouri,29,225,34790,36274,12.4,259,608,75.1,0.4153,160,44596,19955,116800,430,7.8,2013,,
Worth County,Missouri,29,227,2108,2129,20.4,23,311,80.8,0.4236,0,39348,22967,57900,0,8.9,2013,,
Wright County,Missouri,29,229,17933,18643,16.1,151,522,77.0,0.4061,54,28645,14752,86700,97,8.0,2013,,
Saint Louis City,Missouri,29,510,143308,318955,8.9,6535,724,80.4,0.5033,793,34582,23048,119200,154888,11.6,2013,,
Beaverhead County,Montana,30,1,8817,9278,17.4,131,562,83.2,0.4096,102,41614,22872,173400,23,13.4,2013,,
Big Horn County,Montana,30,3,4321,12939,9.8,59,594,67.1,0.4461,8159,39966,15695,89300,0,11.4,2013,,
Blaine County,Montana,30,5,3182,6550,11.9,25,429,71.9,0.4582,3194,37151,17437,76200,11,9.1,2013,,
Broadwater County,Montana,30,7,5387,5666,19.1,48,498,79.7,0.4261,19,45932,24270,174000,27,6.6,2013,,
Carbon County,Montana,30,9,9813,10126,19.9,54,729,82.8,0.4337,80,47831,27599,205900,9,5.4,2013,,
Carter County,Montana,30,11,1224,1241,23.1,0,423,82.4,0.4597,11,39659,24921,82400,0,6.7,2013,,
Cascade County,Montana,30,13,72816,81621,14.3,694,617,79.1,0.4325,3781,44963,24727,157900,1007,10.4,2013,,
Chouteau County,Montana,30,15,4434,5827,16.5,44,428,77.8,0.4306,1247,40070,21737,114200,0,8.6,2013,,
Custer County,Montana,30,17,11248,11785,16.2,42,543,81.1,0.4357,200,43524,23910,112100,26,9.3,2013,,
Daniels County,Montana,30,19,1686,1778,21.4,6,530,85.0,0.4499,69,46100,31449,96800,0,8.8,2013,,
Dawson County,Montana,30,21,8766,9132,15.2,97,487,82.3,0.411,198,50405,26126,122200,22,11.1,2013,,
Deer Lodge County,Montana,30,23,8672,9285,16.9,126,499,84.4,0.4247,129,38958,22052,117800,138,9.3,2013,,
Fallon County,Montana,30,25,3006,3085,15.2,11,489,76.4,0.4532,5,51164,28563,106700,0,7.6,2013,,
Fergus County,Montana,30,27,11116,11517,20.9,123,623,82.9,0.4295,256,38344,24429,113800,1,6.3,2013,,
Flathead County,Montana,30,29,87406,91536,14.4,1035,750,78.6,0.4558,1473,46581,25790,228100,205,7.7,2013,,
Gallatin County,Montana,30,31,87156,91499,9.0,1200,829,82.2,0.453,965,52833,28939,261900,319,17.5,2013,,
Garfield County,Montana,30,33,1125,1145,22.8,0,513,78.3,0.4373,11,45096,25921,113300,0,4.6,2013,,
Glacier County,Montana,30,35,4336,13528,10.2,65,414,69.9,0.4717,8815,33519,15604,80200,8,10.7,2013,,
Granite County,Montana,30,39,3024,3105,26.3,8,617,86.7,0.4028,27,45236,26277,200500,4,3.6,2013,,
Hill County,Montana,30,41,11920,16301,11.3,164,516,75.5,0.428,3742,43726,21376,122600,37,11.6,2013,,
Jefferson County,Montana,30,43,10894,11434,15.6,18,662,80.2,0.4032,106,60863,30397,230100,43,5.9,2013,,
Judith Basin County,Montana,30,45,2019,2043,22.0,15,463,81.9,0.4097,13,41932,24260,106800,0,3.5,2013,,
Lake County,Montana,30,47,20145,28905,17.5,257,628,77.5,0.4547,6558,38019,21521,218600,47,8.3,2013,,
Lewis and Clark County,Montana,30,49,60047,64143,13.2,695,737,79.0,0.3888,1820,56243,28400,203600,275,8.8,2013,,
Liberty County,Montana,30,51,2239,2357,21.9,0,480,80.4,0.5294,29,44493,25522,102800,19,8.8,2013,,
Lincoln County,Montana,30,53,18779,19581,21.7,101,529,84.0,0.454,409,33333,21719,158200,27,6.9,2013,,
McCone County,Montana,30,55,1720,1794,21.1,19,451,80.9,0.4253,26,46667,27161,101600,0,3.2,2013,,
Madison County,Montana,30,57,7458,7702,22.4,22,688,85.3,0.496,15,47762,33062,239600,40,6.6,2013,,
Meagher County,Montana,30,59,1862,1905,20.1,20,608,81.8,0.3979,12,38182,20288,115700,0,4.1,2013,,
Mineral County,Montana,30,61,4137,4219,23.8,51,538,85.2,0.4364,40,33033,19859,167300,27,7.1,2013,,
Missoula County,Montana,30,63,102205,110243,11.0,2016,755,81.6,0.4536,3007,46117,25764,237500,451,15.1,2013,,
Musselshell County,Montana,30,65,4482,4729,19.1,37,578,81.4,0.4206,41,43409,23022,106100,27,6.2,2013,,
Phillips County,Montana,30,71,3629,4205,19.3,27,484,80.0,0.4259,441,42632,22890,86600,0,4.7,2013,,
Pondera County,Montana,30,73,5090,6166,18.4,51,529,79.2,0.462,873,41277,22256,99000,36,9.7,2013,,
